"site","summary.statistic","n_year","flow_metric","current_value","reference_value","deltaH","notes"
"314WE0542","max",23,"DS_Dur_WS",108,104,4,"Dry, 2013"
"314WE0542","mean",23,"DS_Dur_WS",NA,NA,-2.69565217391304,NA
"314WE0542","min",23,"DS_Mag_50",0.31,0.31,0,"Moderate, 1997"
"314WE0542","median",23,"DS_Mag_50",0.31,0.3,0.01,"Dry, 2007"
"314WE0542","max",23,"DS_Mag_50",0.481916667,0.472666667,0.01,"Wet, 1995"
"314WE0542","mean",23,"DS_Mag_50",NA,NA,0.0091304347826087,NA
"314WE0542","min",23,"DS_Mag_90",0.51,1.5,-0.99,"Moderate, 1994"
"314WE0542","median",23,"DS_Mag_90",0.41,0.4,0.01,"Wet, 1992"
"314WE0542","max",23,"DS_Mag_90",2.237666667,2.049125,0.19,"Wet, 1995"
"314WE0542","mean",23,"DS_Mag_90",NA,NA,-0.0117391304347826,NA
"314WE0542","min",23,"DS_Tim",307,311,-4,"Dry, 2013"
"314WE0542","median",23,"DS_Tim",289,291,-2,"Wet, 2001"
"314WE0542","max",23,"DS_Tim",319,314,5,"Moderate, 2012"
"314WE0542","mean",23,"DS_Tim",NA,NA,-0.173913043478261,NA
"314WE0542","min",23,"Peak_Dur_2",89,89,0,"Moderate, 1991"
"314WE0542","median",23,"Peak_Dur_2",89,89,0,"Moderate, 2006"
"314WE0542","max",23,"Peak_Dur_2",120,116,4,"Wet, 1995"
"314WE0542","mean",23,"Peak_Dur_2",NA,NA,0.173913043478261,NA
"314WE0542","min",23,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"314WE0542","median",23,"Peak_Fre_2",1,1,0,"Dry, 2002"
"314WE0542","max",23,"Peak_Fre_2",1,1,0,"Dry, 2013"
"314WE0542","mean",23,"Peak_Fre_2",NA,NA,0,NA
"314WE0542","min",23,"Peak_Tim_2",123,123,0,"Moderate, 1991"
"314WE0542","median",23,"Peak_Tim_2",123,123,0,"Dry, 2002"
"314WE0542","max",23,"Peak_Tim_2",123,123,0,"Dry, 2013"
"314WE0542","mean",23,"Peak_Tim_2",NA,NA,0,NA
"314WE0542","min",23,"SP_Dur",77,75,2,"Wet, 1995"
"314WE0542","median",23,"SP_Dur",145,118,27,"Moderate, 1991"
"314WE0542","max",23,"SP_Dur",175,141,34,"Moderate, 2012"
"314WE0542","mean",23,"SP_Dur",NA,NA,26.2173913043478,NA
"314WE0542","min",23,"SP_Mag",5,5,0,"Moderate, 1991"
"314WE0542","median",23,"SP_Mag",5,5,0,"Dry, 2007"
"314WE0542","max",23,"SP_Mag",5.611041667,5,0.61,"Wet, 1998"
"314WE0542","mean",23,"SP_Mag",NA,NA,0.0752173913043478,NA
"314WE0542","min",23,"SP_ROC",0.0209440942982986,0.625,-0.6,"Wet, 1998"
"314WE0542","median",23,"SP_ROC",0.595238095238095,0.625,-0.03,"Moderate, 1997"
"314WE0542","max",23,"SP_ROC",0.00571695492359288,0.00576850332922859,0,"Wet, 1995"
"314WE0542","mean",23,"SP_ROC",NA,NA,-0.0730434782608696,NA
"314WE0542","min",23,"SP_Tim",144,173,-29,"Moderate, 1991"
"314WE0542","median",23,"SP_Tim",144,173,-29,"Dry, 2004"
"314WE0542","max",23,"SP_Tim",177,177,0,"Wet, 1995"
"314WE0542","mean",23,"SP_Tim",NA,NA,-26.3913043478261,NA
"314WE0542","min",23,"Wet_BFL_Dur",95,124,-29,"Moderate, 1991"
"314WE0542","median",23,"Wet_BFL_Dur",95,124,-29,"Moderate, 2003"
"314WE0542","max",23,"Wet_BFL_Dur",102,94,8,"Wet, 1995"
"314WE0542","mean",23,"Wet_BFL_Dur",NA,NA,-23.5217391304348,NA
"314WE0542","min",23,"Wet_BFL_Mag_10",1.7,3,-1.3,"Wet, 1995"
"314WE0542","median",23,"Wet_BFL_Mag_10",0.41,1.5,-1.09,"Wet, 2001"
"314WE0542","max",23,"Wet_BFL_Mag_10",0.4393125,0.4305208335,0.01,"Moderate, 1996"
"314WE0542","mean",23,"Wet_BFL_Mag_10",NA,NA,-0.812173913043478,NA
"314WE0542","min",23,"Wet_BFL_Mag_50",1.7,3,-1.3,"Moderate, 2000"
"314WE0542","median",23,"Wet_BFL_Mag_50",4.5,3,1.5,"Wet, 1992"
"314WE0542","max",23,"Wet_BFL_Mag_50",4.5,3,1.5,"Dry, 2013"
"314WE0542","mean",23,"Wet_BFL_Mag_50",NA,NA,0.88695652173913,NA
"314WE0542","min",23,"Wet_Tim",39,49,-10,"Wet, 1998"
"314WE0542","median",23,"Wet_Tim",75,83,-8,"Wet, 1995"
"314WE0542","max",23,"Wet_Tim",49,49,0,"Dry, 2013"
"314WE0542","mean",23,"Wet_Tim",NA,NA,-2.8695652173913,NA
"314WE0542","min",5,"Peak_Dur_5",5,90,-85,"Wet, 1992"
"314WE0542","median",5,"Peak_Dur_5",NA,NA,-71,NA
"314WE0542","max",5,"Peak_Dur_5",79,116,-37,"Wet, 1995"
"314WE0542","mean",5,"Peak_Dur_5",NA,NA,-68.2,NA
"314WE0542","min",5,"Peak_Fre_5",1,1,0,"Moderate, 1996"
"314WE0542","median",5,"Peak_Fre_5",NA,NA,3,NA
"314WE0542","max",5,"Peak_Fre_5",7,1,6,"Wet, 1998"
"314WE0542","mean",5,"Peak_Fre_5",NA,NA,3,NA
"314WE0542","min",5,"Peak_Tim_5",123,123,0,"Moderate, 1996"
"314WE0542","median",5,"Peak_Tim_5",NA,NA,32,NA
"314WE0542","max",5,"Peak_Tim_5",160,123,37,"Wet, 1993"
"314WE0542","mean",5,"Peak_Tim_5",NA,NA,24.6,NA
"314WE0542","min",3,"Peak_Dur_10",1,89,-88,"Wet, 1993"
"314WE0542","median",3,"Peak_Dur_10",NA,NA,-87,NA
"314WE0542","max",3,"Peak_Dur_10",54,116,-62,"Wet, 1995"
"314WE0542","mean",3,"Peak_Dur_10",NA,NA,-79,NA
"314WE0542","min",3,"Peak_Fre_10",1,1,0,"Wet, 1993"
"314WE0542","median",3,"Peak_Fre_10",NA,NA,1,NA
"314WE0542","max",3,"Peak_Fre_10",3,1,2,"Wet, 1995"
"314WE0542","mean",3,"Peak_Fre_10",NA,NA,1,NA
"314WE0542","min",3,"Peak_Tim_10",137,123,14,"Wet, 1998"
"314WE0542","median",3,"Peak_Tim_10",NA,NA,22,NA
"314WE0542","max",3,"Peak_Tim_10",160,123,37,"Wet, 1995"
"314WE0542","mean",3,"Peak_Tim_10",NA,NA,24.3333333333333,NA
"314WE0542","min",1,"FA_Dur",22,22,0,"Wet, 1995"
"314WE0542","median",1,"FA_Dur",NA,NA,0,NA
"314WE0542","max",1,"FA_Dur",22,22,0,"Wet, 1995"
"314WE0542","mean",1,"FA_Dur",NA,NA,0,NA
"314WE0542","min",1,"FA_Mag",1.83788179315748,1.60377796802217,0.23,"Wet, 1995"
"314WE0542","median",1,"FA_Mag",NA,NA,0.23,NA
"314WE0542","max",1,"FA_Mag",1.83788179315748,1.60377796802217,0.23,"Wet, 1995"
"314WE0542","mean",1,"FA_Mag",NA,NA,0.23,NA
"314WE0542","min",1,"FA_Tim",63,63,0,"Wet, 1995"
"314WE0542","median",1,"FA_Tim",NA,NA,0,NA
"314WE0542","max",1,"FA_Tim",63,63,0,"Wet, 1995"
"314WE0542","mean",1,"FA_Tim",NA,NA,0,NA
"314WE0542",NA,23,"Peak_10",5.5613416666,5,0.56,NA
"314WE0542","min",1,"Peak_2",5,5,0,"NA, NA"
"314WE0542","median",1,"Peak_2",NA,NA,0,NA
"314WE0542","max",1,"Peak_2",5,5,0,"NA, NA"
"314WE0542","mean",1,"Peak_2",NA,NA,0,NA
"314WE0542",NA,23,"Peak_5",5.0042,5,0,NA
"314WE0677","min",15,"DS_Tim",375,389,-14,"Dry, 2007"
"314WE0677","median",15,"DS_Tim",128,128,0,"Wet, 2005"
"314WE0677","max",15,"DS_Tim",391,391,0,"Dry, 2012"
"314WE0677","mean",15,"DS_Tim",NA,NA,-1.13333333333333,NA
"314WE0677","min",3,"Peak_Dur_10",1,1,0,"Moderate, 1991"
"314WE0677","median",3,"Peak_Dur_10",4,4,0,"Wet, 2005"
"314WE0677","max",3,"Peak_Dur_10",6,6,0,"Wet, 1998"
"314WE0677","mean",3,"Peak_Dur_10",NA,NA,0,NA
"314WE0677","min",12,"Peak_Dur_2",1,1,0,"Dry, 1999"
"314WE0677","median",12,"Peak_Dur_2",26,26,0,"Moderate, 2006"
"314WE0677","max",12,"Peak_Dur_2",241,241,0,"Wet, 1998"
"314WE0677","mean",12,"Peak_Dur_2",NA,NA,0,NA
"314WE0677","min",5,"Peak_Dur_5",1,1,0,"Wet, 2011"
"314WE0677","median",5,"Peak_Dur_5",3,3,0,"Moderate, 1991"
"314WE0677","max",5,"Peak_Dur_5",9,9,0,"Wet, 2005"
"314WE0677","mean",5,"Peak_Dur_5",NA,NA,0,NA
"314WE0677","min",3,"Peak_Fre_10",1,1,0,"Moderate, 1991"
"314WE0677","median",3,"Peak_Fre_10",1,1,0,"Wet, 1998"
"314WE0677","max",3,"Peak_Fre_10",1,1,0,"Wet, 2005"
"314WE0677","mean",3,"Peak_Fre_10",NA,NA,0,NA
"314WE0677","min",12,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"314WE0677","median",12,"Peak_Fre_2",1,1,0,"Moderate, 2000"
"314WE0677","max",12,"Peak_Fre_2",3,3,0,"Wet, 2011"
"314WE0677","mean",12,"Peak_Fre_2",NA,NA,0,NA
"314WE0677","min",5,"Peak_Fre_5",1,1,0,"Moderate, 1991"
"314WE0677","median",5,"Peak_Fre_5",1,1,0,"Wet, 1998"
"314WE0677","max",5,"Peak_Fre_5",3,3,0,"Wet, 2005"
"314WE0677","mean",5,"Peak_Fre_5",NA,NA,0,NA
"314WE0677","min",3,"Peak_Tim_10",100,100,0,"Wet, 2005"
"314WE0677","median",3,"Peak_Tim_10",125,125,0,"Wet, 1998"
"314WE0677","max",3,"Peak_Tim_10",169,169,0,"Moderate, 1991"
"314WE0677","mean",3,"Peak_Tim_10",NA,NA,0,NA
"314WE0677","min",12,"Peak_Tim_2",0,0,0,"Dry, 1999"
"314WE0677","median",12,"Peak_Tim_2",101,101,0,"Wet, 1993"
"314WE0677","max",12,"Peak_Tim_2",185,185,0,"Moderate, 2006"
"314WE0677","mean",12,"Peak_Tim_2",NA,NA,0,NA
"314WE0677","min",5,"Peak_Tim_5",84,84,0,"Wet, 2005"
"314WE0677","median",5,"Peak_Tim_5",109,109,0,"Wet, 1993"
"314WE0677","max",5,"Peak_Tim_5",171,171,0,"Wet, 2011"
"314WE0677","mean",5,"Peak_Tim_5",NA,NA,0,NA
"314WE0677","min",11,"SP_Dur",86,87,-1,"Wet, 1992"
"314WE0677","median",11,"SP_Dur",22,22,0,"Wet, 2005"
"314WE0677","max",11,"SP_Dur",89,89,0,"Wet, 1998"
"314WE0677","mean",11,"SP_Dur",NA,NA,-0.0909090909090909,NA
"314WE0677","min",15,"SP_Mag",75.84620833,75.87629167,-0.03,"Moderate, 1991"
"314WE0677","median",15,"SP_Mag",2.893458333,2.894583333,0,"Dry, 1999"
"314WE0677","max",15,"SP_Mag",61.56725,61.51241667,0.05,"Wet, 1993"
"314WE0677","mean",15,"SP_Mag",NA,NA,0.00533333333333333,NA
"314WE0677","min",11,"SP_ROC",0.00344195678446764,0.00343751908518896,0,"Wet, 1998"
"314WE0677","median",11,"SP_ROC",0.0891425307274643,0.0891431873467848,0,"Wet, 1993"
"314WE0677","max",11,"SP_ROC",0.123707408517056,0.123768978125326,0,"Moderate, 2010"
"314WE0677","mean",11,"SP_ROC",NA,NA,0,NA
"314WE0677","min",15,"SP_Tim",0,0,0,"Moderate, 1994"
"314WE0677","median",15,"SP_Tim",121,121,0,"Wet, 1997"
"314WE0677","max",15,"SP_Tim",228,228,0,"Wet, 1998"
"314WE0677","mean",15,"SP_Tim",NA,NA,0,NA
"314WE0677","min",10,"Wet_BFL_Dur",25,25,0,"Moderate, 2006"
"314WE0677","median",10,"Wet_BFL_Dur",42,42,0,"Wet, 2005"
"314WE0677","max",10,"Wet_BFL_Dur",52,48,4,"Moderate, 2010"
"314WE0677","mean",10,"Wet_BFL_Dur",NA,NA,0.8,NA
"314WE0677","min",10,"Wet_BFL_Mag_10",0,0,0,"Moderate, 1991"
"314WE0677","median",10,"Wet_BFL_Mag_10",0.0435,0.043,0,"Moderate, 2003"
"314WE0677","max",10,"Wet_BFL_Mag_10",0.7729416667,0.7653083336,0.01,"Wet, 1998"
"314WE0677","mean",10,"Wet_BFL_Mag_10",NA,NA,0.002,NA
"314WE0677","min",10,"Wet_BFL_Mag_50",0.670541667,5.034625,-4.36,"Moderate, 2000"
"314WE0677","median",10,"Wet_BFL_Mag_50",0.0004375,0,0,"Moderate, 1991"
"314WE0677","max",10,"Wet_BFL_Mag_50",1.203791667,1.198542,0.01,"Moderate, 2006"
"314WE0677","mean",10,"Wet_BFL_Mag_50",NA,NA,-0.454,NA
"314WE0677","min",10,"Wet_Tim",103,107,-4,"Moderate, 2010"
"314WE0677","median",10,"Wet_Tim",59,59,0,"Wet, 1997"
"314WE0677","max",10,"Wet_Tim",167,167,0,"Moderate, 2006"
"314WE0677","mean",10,"Wet_Tim",NA,NA,-0.8,NA
"314WE0677","min",5,"DS_Dur_WS",123,127,-4,"Dry, 1999"
"314WE0677","median",5,"DS_Dur_WS",256,256,0,"Moderate, 2010"
"314WE0677","max",5,"DS_Dur_WS",263,262,1,"Wet, 1992"
"314WE0677","mean",5,"DS_Dur_WS",NA,NA,-0.6,NA
"314WE0677","min",5,"DS_Mag_50",0.364625,0.3641458335,0,"Wet, 1992"
"314WE0677","median",5,"DS_Mag_50",0.470375,0.4705625,0,"Moderate, 2010"
"314WE0677","max",5,"DS_Mag_50",2.427833333,2.428833,0,"Wet, 2005"
"314WE0677","mean",5,"DS_Mag_50",NA,NA,0,NA
"314WE0677","min",5,"DS_Mag_90",0.5222666666,0.520908333,0,"Wet, 1992"
"314WE0677","median",5,"DS_Mag_90",0.667395833,0.66766665,0,"Moderate, 2010"
"314WE0677","max",5,"DS_Mag_90",4.2308166668,4.226858,0,"Wet, 2005"
"314WE0677","mean",5,"DS_Mag_90",NA,NA,0,NA
"314WE0677",NA,23,"Peak_10",100.336341666,100.276549974,0.06,NA
"314WE0677","min",1,"Peak_2",2.893458333,2.894583333,0,"NA, NA"
"314WE0677","median",1,"Peak_2",NA,NA,0,NA
"314WE0677","max",1,"Peak_2",2.893458333,2.894583333,0,"NA, NA"
"314WE0677","mean",1,"Peak_2",NA,NA,0,NA
"314WE0677",NA,23,"Peak_5",64.984316668,64.960436,0.02,NA
"314WE0779","min",8,"DS_Dur_WS",84,84,0,"Moderate, 1994"
"314WE0779","median",8,"DS_Dur_WS",280,280,0,"Moderate, 1991"
"314WE0779","max",8,"DS_Dur_WS",102,100,2,"Moderate, 1996"
"314WE0779","mean",8,"DS_Dur_WS",NA,NA,0.25,NA
"314WE0779","min",8,"DS_Mag_50",0.10275,0.10275,0,"Moderate, 2010"
"314WE0779","median",8,"DS_Mag_50",0.6986041665,0.701,0,"Moderate, 1996"
"314WE0779","max",8,"DS_Mag_50",1.980708333,1.980708,0,"Wet, 2005"
"314WE0779","mean",8,"DS_Mag_50",NA,NA,0,NA
"314WE0779","min",8,"DS_Mag_90",0.3113083331,0.31130831,0,"Moderate, 2010"
"314WE0779","median",8,"DS_Mag_90",0.8221000002,0.82210002,0,"Dry, 1999"
"314WE0779","max",8,"DS_Mag_90",17.18735833,17.187466664,0,"Wet, 1992"
"314WE0779","mean",8,"DS_Mag_90",NA,NA,0,NA
"314WE0779","min",14,"DS_Tim",142,142,0,"Moderate, 1997"
"314WE0779","median",14,"DS_Tim",224,224,0,"Wet, 2006"
"314WE0779","max",14,"DS_Tim",389,389,0,"Dry, 1999"
"314WE0779","mean",14,"DS_Tim",NA,NA,0,NA
"314WE0779","min",12,"Peak_Dur_2",1,1,0,"Moderate, 1994"
"314WE0779","median",12,"Peak_Dur_2",22,22,0,"Wet, 2011"
"314WE0779","max",12,"Peak_Dur_2",207,207,0,"Wet, 1993"
"314WE0779","mean",12,"Peak_Dur_2",NA,NA,0,NA
"314WE0779","min",12,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"314WE0779","median",12,"Peak_Fre_2",3,3,0,"Wet, 1995"
"314WE0779","max",12,"Peak_Fre_2",4,4,0,"Wet, 2011"
"314WE0779","mean",12,"Peak_Fre_2",NA,NA,0,NA
"314WE0779","min",12,"Peak_Tim_2",0,0,0,"Moderate, 1994"
"314WE0779","median",12,"Peak_Tim_2",149,149,0,"Moderate, 2010"
"314WE0779","max",12,"Peak_Tim_2",185,185,0,"Wet, 2006"
"314WE0779","mean",12,"Peak_Tim_2",NA,NA,0,NA
"314WE0779","min",11,"SP_Dur",20,20,0,"Moderate, 1991"
"314WE0779","median",11,"SP_Dur",23,23,0,"Wet, 2011"
"314WE0779","max",11,"SP_Dur",134,134,0,"Wet, 1998"
"314WE0779","mean",11,"SP_Dur",NA,NA,0,NA
"314WE0779","min",14,"SP_Mag",2.665,2.665041667,0,"Moderate, 1996"
"314WE0779","median",14,"SP_Mag",24.71508333,24.71521,0,"Moderate, 2000"
"314WE0779","max",14,"SP_Mag",379.1745833,379.1767917,0,"Wet, 1993"
"314WE0779","mean",14,"SP_Mag",NA,NA,0,NA
"314WE0779","min",11,"SP_ROC",0.00379222658834646,0.00379231652150426,0,"Wet, 2005"
"314WE0779","median",11,"SP_ROC",0.0937872809030008,0.0937872809030008,0,"Moderate, 1997"
"314WE0779","max",11,"SP_ROC",0.12220138253609,0.122200813774761,0,"Wet, 1993"
"314WE0779","mean",11,"SP_ROC",NA,NA,0,NA
"314WE0779","min",14,"SP_Tim",0,0,0,"Moderate, 1994"
"314WE0779","median",14,"SP_Tim",150,150,0,"Wet, 2005"
"314WE0779","max",14,"SP_Tim",240,240,0,"Wet, 1993"
"314WE0779","mean",14,"SP_Tim",NA,NA,0,NA
"314WE0779","min",11,"Wet_BFL_Dur",46,48,-2,"Moderate, 1997"
"314WE0779","median",11,"Wet_BFL_Dur",29,29,0,"Wet, 1998"
"314WE0779","max",11,"Wet_BFL_Dur",93,93,0,"Wet, 1995"
"314WE0779","mean",11,"Wet_BFL_Dur",NA,NA,-0.181818181818182,NA
"314WE0779","min",11,"Wet_BFL_Mag_10",0,0,0,"Moderate, 1991"
"314WE0779","median",11,"Wet_BFL_Mag_10",0.4796833334,0.4796833334,0,"Wet, 1998"
"314WE0779","max",11,"Wet_BFL_Mag_10",3.889658333,3.8896874999,0,"Wet, 1993"
"314WE0779","mean",11,"Wet_BFL_Mag_10",NA,NA,0,NA
"314WE0779","min",11,"Wet_BFL_Mag_50",0,0,0,"Moderate, 1991"
"314WE0779","median",11,"Wet_BFL_Mag_50",2.490291667,2.490291667,0,"Wet, 1998"
"314WE0779","max",11,"Wet_BFL_Mag_50",4.6325208335,4.1481458335,0.48,"Moderate, 1997"
"314WE0779","mean",11,"Wet_BFL_Mag_50",NA,NA,0.0436363636363636,NA
"314WE0779","min",11,"Wet_Tim",75,75,0,"Wet, 2005"
"314WE0779","median",11,"Wet_Tim",129,129,0,"Moderate, 2000"
"314WE0779","max",11,"Wet_Tim",76,74,2,"Moderate, 1997"
"314WE0779","mean",11,"Wet_Tim",NA,NA,0.181818181818182,NA
"314WE0779","min",5,"Peak_Dur_5",1,1,0,"Wet, 1992"
"314WE0779","median",5,"Peak_Dur_5",4,4,0,"Wet, 1995"
"314WE0779","max",5,"Peak_Dur_5",8,8,0,"Wet, 1993"
"314WE0779","mean",5,"Peak_Dur_5",NA,NA,0,NA
"314WE0779","min",5,"Peak_Fre_5",1,1,0,"Wet, 1992"
"314WE0779","median",5,"Peak_Fre_5",1,1,0,"Wet, 1993"
"314WE0779","max",5,"Peak_Fre_5",3,3,0,"Wet, 1995"
"314WE0779","mean",5,"Peak_Fre_5",NA,NA,0,NA
"314WE0779","min",5,"Peak_Tim_5",100,100,0,"Wet, 2005"
"314WE0779","median",5,"Peak_Tim_5",116,116,0,"Wet, 1995"
"314WE0779","max",5,"Peak_Tim_5",234,234,0,"Wet, 1993"
"314WE0779","mean",5,"Peak_Tim_5",NA,NA,0,NA
"314WE0779","min",3,"Peak_Dur_10",1,1,0,"Wet, 1995"
"314WE0779","median",3,"Peak_Dur_10",1,1,0,"Wet, 1998"
"314WE0779","max",3,"Peak_Dur_10",6,6,0,"Wet, 1993"
"314WE0779","mean",3,"Peak_Dur_10",NA,NA,0,NA
"314WE0779","min",3,"Peak_Fre_10",1,1,0,"Wet, 1993"
"314WE0779","median",3,"Peak_Fre_10",1,1,0,"Wet, 1995"
"314WE0779","max",3,"Peak_Fre_10",1,1,0,"Wet, 1998"
"314WE0779","mean",3,"Peak_Fre_10",NA,NA,0,NA
"314WE0779","min",3,"Peak_Tim_10",101,101,0,"Wet, 1995"
"314WE0779","median",3,"Peak_Tim_10",129,129,0,"Wet, 1998"
"314WE0779","max",3,"Peak_Tim_10",234,234,0,"Wet, 1993"
"314WE0779","mean",3,"Peak_Tim_10",NA,NA,0,NA
"314WE0779",NA,23,"Peak_10",124.99852498,124.9994,0,NA
"314WE0779","min",1,"Peak_2",5.191541667,5.191583333,0,"NA, NA"
"314WE0779","median",1,"Peak_2",NA,NA,0,NA
"314WE0779","max",1,"Peak_2",5.191541667,5.191583333,0,"NA, NA"
"314WE0779","mean",1,"Peak_2",NA,NA,0,NA
"314WE0779",NA,23,"Peak_5",72.992500002,72.992968002,0,NA
"314WE0796","min",23,"DS_Dur_WS",93,133,-40,"Moderate, 1997"
"314WE0796","median",23,"DS_Dur_WS",101,110,-9,"Wet, 1992"
"314WE0796","max",23,"DS_Dur_WS",74,39,35,"Wet, 2005"
"314WE0796","mean",23,"DS_Dur_WS",NA,NA,13.0434782608696,NA
"314WE0796","min",23,"DS_Mag_50",2.0515416665,2.655458,-0.6,"Wet, 2011"
"314WE0796","median",23,"DS_Mag_50",1.6637708335,1.664979,0,"Dry, 2013"
"314WE0796","max",23,"DS_Mag_50",2.814583333,2.2160208335,0.6,"Wet, 1992"
"314WE0796","mean",23,"DS_Mag_50",NA,NA,0.0282608695652174,NA
"314WE0796","min",23,"DS_Mag_90",3.201,3.201,0,"Dry, 2004"
"314WE0796","median",23,"DS_Mag_90",NA,NA,0.57,NA
"314WE0796","max",23,"DS_Mag_90",2.515,1.617,0.9,"Dry, 2002"
"314WE0796","mean",23,"DS_Mag_90",NA,NA,0.45304347826087,NA
"314WE0796","min",23,"DS_Tim",332,340,-8,"Wet, 2005"
"314WE0796","median",23,"DS_Tim",284,284,0,"Wet, 2011"
"314WE0796","max",23,"DS_Tim",357,317,40,"Moderate, 1997"
"314WE0796","mean",23,"DS_Tim",NA,NA,2.34782608695652,NA
"314WE0796","min",12,"Peak_Dur_2",1,1,0,"Moderate, 1996"
"314WE0796","median",12,"Peak_Dur_2",67,67,0,"Dry, 1999"
"314WE0796","max",12,"Peak_Dur_2",182,182,0,"Wet, 2005"
"314WE0796","mean",12,"Peak_Dur_2",NA,NA,0,NA
"314WE0796","min",12,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"314WE0796","median",12,"Peak_Fre_2",1,1,0,"Moderate, 1996"
"314WE0796","max",12,"Peak_Fre_2",3,3,0,"Moderate, 2000"
"314WE0796","mean",12,"Peak_Fre_2",NA,NA,0,NA
"314WE0796","min",12,"Peak_Tim_2",91,91,0,"Wet, 2005"
"314WE0796","median",12,"Peak_Tim_2",101,101,0,"Wet, 1995"
"314WE0796","max",12,"Peak_Tim_2",169,169,0,"Moderate, 1991"
"314WE0796","mean",12,"Peak_Tim_2",NA,NA,0,NA
"314WE0796","min",23,"SP_Dur",181,189,-8,"Wet, 2005"
"314WE0796","median",23,"SP_Dur",105,105,0,"Wet, 2011"
"314WE0796","max",23,"SP_Dur",235,195,40,"Moderate, 1997"
"314WE0796","mean",23,"SP_Dur",NA,NA,2.34782608695652,NA
"314WE0796","min",23,"SP_Mag",5.002,5.002,0,"Moderate, 2010"
"314WE0796","median",23,"SP_Mag",5.564416667,5.564416667,0,"Moderate, 1996"
"314WE0796","max",23,"SP_Mag",78.79725,78.79833333,0,"Wet, 1993"
"314WE0796","mean",23,"SP_Mag",NA,NA,0,NA
"314WE0796","min",23,"SP_ROC",0.00010626130558346,0.000113623075424024,0,"Dry, 2012"
"314WE0796","median",23,"SP_ROC",0.000289519397799749,0.000300612155922336,0,"Moderate, 2000"
"314WE0796","max",23,"SP_ROC",0.0557443719248032,0.000439511653718161,0.06,"Dry, 2004"
"314WE0796","mean",23,"SP_ROC",NA,NA,0.00260869565217391,NA
"314WE0796","min",23,"SP_Tim",120,120,0,"Moderate, 1994"
"314WE0796","median",23,"SP_Tim",134,134,0,"Moderate, 2003"
"314WE0796","max",23,"SP_Tim",241,241,0,"Wet, 1993"
"314WE0796","mean",23,"SP_Tim",NA,NA,0,NA
"314WE0796","min",23,"Wet_BFL_Dur",84,111,-27,"Wet, 2006"
"314WE0796","median",23,"Wet_BFL_Dur",88,115,-27,"Dry, 2007"
"314WE0796","max",23,"Wet_BFL_Dur",75,68,7,"Moderate, 1997"
"314WE0796","mean",23,"Wet_BFL_Dur",NA,NA,-14.3478260869565,NA
"314WE0796","min",23,"Wet_BFL_Mag_10",2.7013666668,3.1436916669,-0.44,"Moderate, 1997"
"314WE0796","median",23,"Wet_BFL_Mag_10",NA,NA,0.82,NA
"314WE0796","max",23,"Wet_BFL_Mag_10",2.54,1.64485,0.9,"Wet, 2008"
"314WE0796","mean",23,"Wet_BFL_Mag_10",NA,NA,0.479565217391304,NA
"314WE0796","min",23,"Wet_BFL_Mag_50",4.558833333,4.568166667,-0.01,"Moderate, 1994"
"314WE0796","median",23,"Wet_BFL_Mag_50",5.094833333,5.094833333,0,"Wet, 1992"
"314WE0796","max",23,"Wet_BFL_Mag_50",4.0314375,3.995229,0.04,"Dry, 1999"
"314WE0796","mean",23,"Wet_BFL_Mag_50",NA,NA,0.00478260869565217,NA
"314WE0796","min",23,"Wet_Tim",47,54,-7,"Moderate, 1997"
"314WE0796","median",23,"Wet_Tim",70,70,0,"Wet, 2005"
"314WE0796","max",23,"Wet_Tim",40,13,27,"Dry, 2012"
"314WE0796","mean",23,"Wet_Tim",NA,NA,14.3478260869565,NA
"314WE0796","min",5,"Peak_Dur_5",2,2,0,"Wet, 1992"
"314WE0796","median",5,"Peak_Dur_5",2,2,0,"Wet, 1995"
"314WE0796","max",5,"Peak_Dur_5",9,9,0,"Wet, 1993"
"314WE0796","mean",5,"Peak_Dur_5",NA,NA,0,NA
"314WE0796","min",5,"Peak_Fre_5",1,1,0,"Wet, 1993"
"314WE0796","median",5,"Peak_Fre_5",1,1,0,"Wet, 1998"
"314WE0796","max",5,"Peak_Fre_5",2,2,0,"Wet, 1995"
"314WE0796","mean",5,"Peak_Fre_5",NA,NA,0,NA
"314WE0796","min",5,"Peak_Tim_5",100,100,0,"Wet, 2005"
"314WE0796","median",5,"Peak_Tim_5",108.5,108.5,0,"Wet, 1995"
"314WE0796","max",5,"Peak_Tim_5",234,234,0,"Wet, 1993"
"314WE0796","mean",5,"Peak_Tim_5",NA,NA,0,NA
"314WE0796","min",3,"Peak_Dur_10",1,1,0,"Wet, 2005"
"314WE0796","median",3,"Peak_Dur_10",3,3,0,"Wet, 1998"
"314WE0796","max",3,"Peak_Dur_10",7,7,0,"Wet, 1993"
"314WE0796","mean",3,"Peak_Dur_10",NA,NA,0,NA
"314WE0796","min",3,"Peak_Fre_10",1,1,0,"Wet, 1993"
"314WE0796","median",3,"Peak_Fre_10",1,1,0,"Wet, 2005"
"314WE0796","max",3,"Peak_Fre_10",2,2,0,"Wet, 1998"
