"","cnt.spp.BCG3_raw","prop.spp.IndicatorClass_NonRef_raw","prop.spp.Green_raw","cnt.spp.IndicatorClass_Cu_high_raw","cnt.spp.IndicatorClass_TP_high_raw","cnt.spp.IndicatorClass_DOC_high_raw","prop.spp.most.tol_raw"
"000CAT148_8.10.10_1",0.801807617817946,0.843460739277155,1.63217183361856,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"000CAT228_8.10.10_1",0.801807617817946,0.843460739277155,1.63217183361856,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"102PS0139_8.9.10_1",0.133634602969658,0.843460739277155,1.37871499526101,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"102PS0177_8.28.12_1",0.267269205939316,0.882310005671703,1.4103971000557,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"102PS0177_8.28.12_2",0.133634602969658,1.11074369207164,0.0708777093360427,1.12704174228675,0.985714285714286,1.05937195602765,1.04636519174737
"103CDCHHR_9.14.10_1",0,0.936698978624069,1.63217183361856,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"103CDCHHR_9.14.10_2",0,0.936698978624069,1.63217183361856,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"103FC1106_7.15.14_1",0.133634602969658,1.08626865424307,1.57672815022784,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"103FCA168_7.24.13_1",0,1.06723251370975,1.63217183361856,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"103KLCMSR_9.14.10_1",0.801807617817946,0.956476786970383,1.47088111830011,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"103PS0217_9.10.13_1",0,1.01538940757643,0.499705109042265,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"103RDCBCC_7.21.11_1",0.935442220787606,1.11396674232067,1.63217183361856,1.03312159709619,0.985714285714286,1.05937195602765,1.04636519174737
"103WER026_8.15.12_1",1.46998063266623,1.1329258614326,1.30168399536802,1.03312159709619,0.985714285714286,1.05937195602765,1.04636519174737
"103WER026_8.15.12_2",3.07359586830213,1.13320756532507,0.786818731567196,1.03312159709619,0.8625,0.99536156593534,1.04636519174737
"103WER029_7.16.14_1",1.06907682375726,1.10985570883976,1.63217183361856,1.03312159709619,1.10892857142857,1.05937195602765,1.04636519174737
"103WER030_8.10.11_1",0,0.0664754113862195,1.63217183361856,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"105BVCAGC_9.21.10_1",1.46998063266623,1.06723251370975,1.63217183361856,1.03312159709619,1.10892857142857,1.12338234611995,1.04636519174737
"105CE0329_7.23.14_1",1.06907682375726,1.11320658896005,1.33089295028788,0.939201451905626,1.10892857142857,1.12338234611995,1.04636519174737
"105CLCATC_8.10.10_1",2.80632666236282,1.06484833955293,0.173927010191551,0.845281306715064,0.739285714285715,0.931351175843036,0.878377062193652
"105DLCDCC_10.20.09_1",0.668173014848289,0.843460739277155,1.63217183361856,1.03312159709619,1.10892857142857,1.05937195602765,1.04636519174737
"105DLCDCC_5.19.09_1",0,0.42906856440199,1.63217183361856,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"105DLCDCC_6.23.09_1",0.668173014848289,0.91252610175635,1.63217183361856,1.03312159709619,1.10892857142857,1.05937195602765,1.04636519174737
"105DLCDCC_8.5.09_1",0.400903808908975,0.936698978624069,1.27733225991799,0.845281306715064,1.10892857142857,0.99536156593534,1.04636519174737
"105DLCDCC_9.15.09_1",0.534538411878632,0.610365140909875,1.4103971000557,0.939201451905626,0.985714285714286,0.99536156593534,0.279919350658532
"105FC1116_8.5.14_1",3.07359586830213,1.08138926073658,0.460691901305666,0.469600725952813,0.616071428571429,0.419268055104595,0.987689912046788
"105FC1120_7.30.14_1",0.267269205939316,1.13320756532507,1.63217183361856,1.03312159709619,1.10892857142857,1.12338234611995,1.04636519174737
"105FC1297_7.22.14_1",0,1.1079663828145,0.00896952839253796,1.12704174228675,0.985714285714286,1.05937195602765,1.04636519174737
"105FCA116_7.16.13_1",0,0.42906856440199,1.63217183361856,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"105FS0416_9.24.13_1",0,1.02813551286283,0.243669153920668,1.03312159709619,0.985714285714286,0.931351175843036,0.957501905824025
"105FS0425_8.10.11_1",2.80632666236282,1.13320756532507,0.413165134851287,1.12704174228675,0.985714285714286,0.99536156593534,1.04636519174737
"105FS0428_8.3.11_1",0.935442220787606,1.09986589748116,1.63217183361856,1.03312159709619,0.985714285714286,1.12338234611995,1.04636519174737
"105NWC151_6.26.13_1",3.07359586830213,1.09382267826424,0.439516599791636,0.845281306715064,0.8625,0.61129922538151,1.04636519174737
"105PS0028_8.12.08_1",0.534538411878632,0.843460739277155,1.63217183361856,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"105PS0028_8.26.08_1",0.534538411878632,1.07466125147885,0.0527029994635751,1.12704174228675,0.985714285714286,0.931351175843036,1.04636519174737
"105PS0043_9.17.08_1",1.20271142672692,1.09382267826424,0.449373254616651,1.03312159709619,1.10892857142857,1.05937195602765,1.04636519174737
"105PS0067_8.24.09_1",0.267269205939316,1.09026784343075,1.63217183361856,1.03312159709619,0.985714285714286,1.05937195602765,1.04636519174737
"105PS0067_8.24.09_2",0,0.610365140909875,1.63217183361856,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"105PS0067_9.15.09_1",0.133634602969658,1.01828243805262,1.63217183361856,1.12704174228675,1.10892857142857,1.05937195602765,1.04636519174737
"105PS0069_8.18.09_1",0,0.42906856440199,1.63217183361856,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
"105PS0083_9.8.09_1",0.668173014848289,1.08626865424307,1.57672815022784,1.03312159709619,1.10892857142857,1.05937195602765,1.04636519174737
"105PS0090_8.25.09_1",0.267269205939316,1.01389623055646,1.46047526569892,1.03312159709619,0.985714285714286,0.99536156593534,0.84857271662767
"105PS0090_8.7.12_1",0.267269205939316,1.00921760922722,0.922492686217413,1.12704174228675,1.10892857142857,1.12338234611995,1.04636519174737
