"","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null","Type","Type","Means","Type.null","Means.null","ASCI","ASCI.null"
"114RR2899_6.29.11_1",7,9.44906557835601,0.740813992870805,7,8.67479674796748,0.806935332708529,0.261317458678622,0.243430152143845,"other","Stressed",1.08922624055133,"Stressed",1.08922624055133,0.915020116711067,0.948080786629929
"114RR2899_8.1.11_1",9,9.44906557835601,0.952475133691036,9,8.67479674796748,1.03748828491097,0.163664024458837,0.147194112235511,"other","Stressed",0.947616347469065,"Stressed",0.947616347469065,0.95004574058005,0.992552316190017
"114RR2899_9.13.11_1",11,9.44906557835601,1.16413627451127,10,8.67479674796748,1.15276476101218,0.145813891329413,0.147003337686838,"other","Stressed",1.03807495022643,"Stressed",1.03807495022643,1.10110561236885,1.0954198556193
"114WE0614_7.9.12_1",8,8.79697999894664,0.909402999774687,9,8.67479674796748,1.03748828491097,0.206151984243881,0.191045691505673,"rc","Reference",1.01352500500424,"Reference",1.01352500500424,0.961464002389463,1.0255066449576
"114WE0614_7.9.12_2",11,9.74670940147637,1.12858602292316,10,8.67479674796748,1.15276476101218,0.140879725615928,0.169351327818894,"other","Reference",0.990292971405828,"Reference",0.990292971405828,1.05943949716449,1.071528866209
"114WER118_8.20.08_1",10,9.61765096732529,1.03975492913745,10,8.67479674796748,1.15276476101218,0.162907074809343,0.166739225076186,"int","Intermediate",0.990544682432538,"Intermediate",0.990544682432538,1.01514980578499,1.07165472172236
"115EBAG01_7.1.10_1",7,8.31757048061824,0.841591906712607,7,8.67479674796748,0.806935332708529,0.189394479465277,0.250345781466113,"rc","Reference",0.922806670880759,"Reference",0.922806670880759,0.882199288796683,0.864871001794644
"115SALG01_6.30.10_1",9,8.22889598032014,1.09370686195621,9,8.67479674796748,1.03748828491097,0.125738063972439,0.157927016252683,"int","Intermediate",0.973549946698705,"Intermediate",0.973549946698705,1.03362840432746,1.00551911580484
"115SC6093_7.7.11_1",9,8.25700787429235,1.08998321631991,9,8.67479674796748,1.03748828491097,0.101750066407726,0.147194112235511,"int","Intermediate",0.899358151584406,"Intermediate",0.899358151584406,0.994670683952158,0.968423218247688
"115SC6093_7.7.11_2",9,8.25700787429235,1.08998321631991,9,8.67479674796748,1.03748828491097,0.101750066407726,0.147194112235511,"other","Intermediate",0.809549854631834,"Intermediate",0.809549854631834,0.949766535475872,0.923519069771402
"201AHO350_6.20.12_1",8,7.77280486707485,1.02922949138831,7,8.67479674796748,0.806935332708529,0.127301646295678,0.243430152143845,"rv","Reference",0.883737151096311,"Reference",0.883737151096311,0.956483321242311,0.84533624190242
"201CHE300_6.18.12_1",9,7.83659443037301,1.14845805534071,8,8.67479674796748,0.922211808809747,0.0690998155498843,0.178612059158134,"rc","Reference",0.950943739900304,"Reference",0.950943739900304,1.04970089762051,0.936577774355025
"201DW0079_6.5.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0139680706413,NA,1.0139680706413,NA,NA
"201DW0143_5.13.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831348407027303,NA,0.831348407027303,NA,NA
"201DW0207_5.13.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565740808676598,NA,0.565740808676598,NA,NA
"201DW0271_6.23.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911505226691653,NA,0.911505226691653,NA,NA
"201LAG190_10.6.08_1",9,8.22898127533144,1.09369552546922,9,8.67479674796748,1.03748828491097,0.111765949845755,0.163446795461515,"int","Intermediate",0.827959467539765,"Intermediate",0.827959467539765,0.960827496504493,0.932723876225367
"201LAG335_7.15.09_1",7,7.88774852911927,0.887452227230374,7,8.67479674796748,0.806935332708529,0.132615683526089,0.203665283540802,"rc","Reference",0.856570856155774,"Reference",0.856570856155774,0.872011541693074,0.831753094432152
"201LAG380_7.14.09_1",7,7.96944151772003,0.878355150035987,7,8.67479674796748,0.806935332708529,0.142317807485056,0.242392807745505,"int","Intermediate",0.762218729123615,"Intermediate",0.762218729123615,0.820286939579801,0.784577030916072
"201MRS020_9.13.10_1",9,7.78423783547679,1.15618255636825,8,8.67479674796748,0.922211808809747,0.0724347555391198,0.178612059158134,"rc","Reference",1.01268731474802,"Reference",1.01268731474802,1.08443493555813,0.967449561778883
"201RDW080_4.29.09_1",9,8.39406042348411,1.07218670654558,10,8.67479674796748,1.15276476101218,0.0988939588290482,0.12929908576404,"other","Intermediate",1.2839171707794,"Intermediate",1.2839171707794,1.17805193866249,1.21834096589579
"201RDW080_5.7.08_1",9,8.39406042348411,1.07218670654558,9,8.67479674796748,1.03748828491097,0.0988939588290482,0.147194112235511,"other","Intermediate",0.689240808709485,"Intermediate",0.689240808709485,0.880713757627532,0.863364546810227
"201RDW080_6.2.10_1",7,8.39406042348411,0.833922993979894,7,8.67479674796748,0.806935332708529,0.191199038449883,0.243430152143845,"int","Intermediate",0.829480055596106,"Intermediate",0.829480055596106,0.831701524788,0.818207694152318
"201RDW080_6.23.08_1",9,8.39406042348411,1.07218670654558,9,8.67479674796748,1.03748828491097,0.0988939588290482,0.147194112235511,"other","Intermediate",0.92230334300563,"Intermediate",0.92230334300563,0.997245024775605,0.9798958139583
"201RDW080_6.3.09_1",8,8.39406042348411,0.953054850262735,8,8.67479674796748,0.922211808809747,0.153991096029107,0.206240858117991,"other","Intermediate",0.889856786558218,"Intermediate",0.889856786558218,0.921455818410476,0.906034297683982
"201RDW080_6.3.09_2",9,8.39406042348411,1.07218670654558,9,8.67479674796748,1.03748828491097,0.0988939588290482,0.147194112235511,"other","Intermediate",1.15639706503716,"Intermediate",1.15639706503716,1.11429188579137,1.09694267497406
"201RDW080_8.11.09_1",8,8.39406042348411,0.953054850262735,8,8.67479674796748,0.922211808809747,0.130471503579177,0.178612059158134,"other","Intermediate",0.788720801054006,"Intermediate",0.788720801054006,0.870887825658371,0.855466304931876
"201RDW080_8.12.08_1",8,8.39406042348411,0.953054850262735,9,8.67479674796748,1.03748828491097,0.130471503579177,0.157927016252683,"other","Intermediate",0.867596412661255,"Intermediate",0.867596412661255,0.910325631461995,0.952542348786112
"202BUT030_6.29.10_1",9,8.28781095140847,1.08593210592847,9,8.67479674796748,1.03748828491097,0.100678630259436,0.147194112235511,"rc","Reference",0.841233564127541,"Reference",0.841233564127541,0.963582835028005,0.939360924519255
"202BUT040_6.14.11_1",8,7.77526357286739,1.02890402685728,10,8.67479674796748,1.15276476101218,0.0987521128860883,0.144681468582209,"other","Reference",0.895268708649191,"Reference",0.895268708649191,0.962086367753235,1.02401673483069
"202BUT050_6.16.09_1",5,7.81230583542289,0.640015906357478,5,8.67479674796748,0.576382380506092,0.301857199863114,0.408244153785176,"rc","Reference",0.227752228090159,"Reference",0.227752228090159,0.433884067223818,0.402067304298126
"202BUT480_6.25.12_1",6,7.91685977731387,0.757876250024445,6,8.67479674796748,0.69165885660731,0.208572222241098,0.315974145891043,"rc","Reference",0.760392938836703,"Reference",0.760392938836703,0.759134594430574,0.726025897722006
"202BUT600_6.26.12_1",7,7.9273995125301,0.883013400414064,8,8.67479674796748,0.922211808809747,0.13559772119843,0.223468226881196,"rc","Reference",0.7430846788711,"Reference",0.7430846788711,0.813049039642582,0.832648243840423
"202BUT850_6.4.13_1",9,7.88669377552635,1.14116260326075,8,8.67479674796748,0.922211808809747,0.0659280164177046,0.178612059158134,"str","Stressed",0.930776783120607,"Stressed",0.930776783120607,1.03596969319068,0.926494295965177
"202DRY010_6.5.13_1",8,8.31101412750674,0.962578077388006,8,8.67479674796748,0.922211808809747,0.160866816385133,0.205265724037055,"rc","Reference",0.833154359537095,"Reference",0.833154359537095,0.897866218462551,0.877683084173421
"202DW0018_5.6.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817866478793381,NA,0.817866478793381,NA,NA
"202DW0050_6.16.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731680136904173,NA,0.731680136904173,NA,NA
"202DW0050_6.16.14_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717165779009632,NA,0.717165779009632,NA,NA
"202DW0194_5.6.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838742887535717,NA,0.838742887535717,NA,NA
"202LAH950_6.13.12_1",7,7.8301603799153,0.893979134572428,7,8.67479674796748,0.806935332708529,0.139658098284217,0.243430152143845,"int","Intermediate",0.835903020873852,"Intermediate",0.835903020873852,0.86494107772314,0.82141917679119
"202MIC150_5.7.14_1",9,8.26402792924316,1.08905730680707,8,8.67479674796748,0.922211808809747,0.107920275221553,0.178612059158134,"int","Intermediate",0.780713505955121,"Intermediate",0.780713505955121,0.934885406381095,0.851462657382434
"202PES162_4.27.09_1",8,7.62448903345667,1.04925064025872,8,8.67479674796748,0.922211808809747,0.104743318838412,0.178612059158134,"other","Intermediate",0.922156666642189,"Intermediate",0.922156666642189,0.985703653450455,0.922184237725968
"202PES162_5.1.08_1",8,7.62448903345667,1.04925064025872,8,8.67479674796748,0.922211808809747,0.1370399420743,0.206240858117991,"other","Intermediate",0.659103852646826,"Intermediate",0.659103852646826,0.854177246452773,0.790657830728287
"202PES162_6.16.09_1",9,7.62448903345667,1.18040697029106,10,8.67479674796748,1.15276476101218,0.0827400447481496,0.134523291249456,"other","Intermediate",0.861775423457909,"Intermediate",0.861775423457909,1.02109119687448,1.00727009223504
"202PES162_6.18.08_1",9,7.62448903345667,1.18040697029106,10,8.67479674796748,1.15276476101218,0.0827400447481496,0.134523291249456,"other","Intermediate",0.93014038185134,"Intermediate",0.93014038185134,1.0552736760712,1.04145257143176
"202PES162_6.7.10_1",9,7.62448903345667,1.18040697029106,11,8.67479674796748,1.2680412371134,0.0827400447481496,0.118181818181818,"int","Intermediate",1.01802221987503,"Intermediate",1.01802221987503,1.09921459508304,1.14303172849421
"202PES162_8.17.09_1",9,7.62448903345667,1.18040697029106,10,8.67479674796748,1.15276476101218,0.0827400447481496,0.134523291249456,"other","Intermediate",1.01588613768328,"Intermediate",1.01588613768328,1.09814655398717,1.08432544934773
"202PES162_9.10.08_1",9,7.62448903345667,1.18040697029106,10,8.67479674796748,1.15276476101218,0.0827400447481496,0.134523291249456,"other","Intermediate",0.923641664629064,"Intermediate",0.923641664629064,1.05202431746006,1.03820321282062
"202PES162_9.10.08_2",9,7.62448903345667,1.18040697029106,10,8.67479674796748,1.15276476101218,0.0827400447481496,0.134523291249456,"other","Intermediate",1.04603417865471,"Intermediate",1.04603417865471,1.11322057447288,1.09939946983345
"202PES168_6.6.13_1",7,7.94304495759292,0.881274125649831,6,8.67479674796748,0.69165885660731,0.182399845103021,0.324469067405355,"rv","Reference",0.834092069177443,"Reference",0.834092069177443,0.857683097413637,0.762875462892377
"202PS0134_5.31.11_1",8,7.70254894204949,1.03861722401096,8,8.67479674796748,0.922211808809747,0.0990060537079989,0.178612059158134,"str","Stressed",0.775681014672822,"Stressed",0.775681014672822,0.907149119341891,0.848946411741284
"202PS0246_6.5.13_1",9,7.87750645552874,1.14249350994609,8,8.67479674796748,0.922211808809747,0.0665082574507652,0.178612059158134,"int","Intermediate",0.957293040307587,"Intermediate",0.957293040307587,1.04989327512684,0.939752424558667
"202R00024_6.6.12_1",9,7.78003570699717,1.15680703006358,8,8.67479674796748,0.922211808809747,0.0727033192482486,0.178612059158134,"rc","Reference",0.853668744196408,"Reference",0.853668744196408,1.00523788712999,0.887940276503077
"202R00072_5.29.12_1",10,8.28888018479483,1.20643558322197,9,8.67479674796748,1.03748828491097,0.0935606662581659,0.147194112235511,"other",NA,0.916159051311693,NA,0.916159051311693,1.06129731726683,0.976823668111331
"202R00087_5.30.12_1",9,7.75919545214495,1.15991407298704,8,8.67479674796748,0.922211808809747,0.0740372383267505,0.178612059158134,"str","Stressed",0.735132265747923,"Stressed",0.735132265747923,0.947523169367481,0.828672037278835
"202R00248_5.23.13_1",9,7.6629335455274,1.1744849340698,9,8.67479674796748,1.03748828491097,0.080241960445884,0.147194112235511,"int","Intermediate",0.718236907360776,"Intermediate",0.718236907360776,0.946360920715288,0.877862596135873
"202R00248_5.23.13_2",8,7.6629335455274,1.04398660806204,8,8.67479674796748,0.922211808809747,0.142515268779157,0.212741751990899,"other","Intermediate",0.884585170859076,"Intermediate",0.884585170859076,0.964285889460558,0.903398489834411
"202R00280_5.22.13_1",9,7.89207903536402,1.14038391654106,8,8.67479674796748,0.922211808809747,0.0655881944618255,0.178612059158134,"rc","Reference",0.647883411933119,"Reference",0.647883411933119,0.89413366423709,0.785047610371433
"202R00284_6.15.12_1",10,8.25064711749876,1.21202614262717,11,8.67479674796748,1.2680412371134,0.0958515537141671,0.118181818181818,"str","Stressed",1.09449774585051,"Stressed",1.09449774585051,1.15326194423884,1.18126949148196
"202R00908_5.21.13_1",8,7.80034308218158,1.02559591491232,9,8.67479674796748,1.03748828491097,0.0867897767422458,0.147194112235511,"str","Stressed",0.8476935523346,"Stressed",0.8476935523346,0.93664473362346,0.942590918622785
"202SPE090_6.15.09_1",8,7.82314702424468,1.02260637250038,8,8.67479674796748,0.922211808809747,0.122848178252634,0.206240858117991,"rc","Reference",1.05236838801521,"Reference",1.05236838801521,1.0374873802578,0.987290098412478
"202TUN600_5.12.14_1",8,8.27911551245388,0.966286795729083,7,8.67479674796748,0.806935332708529,0.167235055722004,0.243430152143845,"int","Intermediate",0.932273183508191,"Intermediate",0.932273183508191,0.949279989618637,0.86960425810836
"203PS0070_7.19.10_1",9,7.76230163659282,1.15944991851031,9,8.67479674796748,1.03748828491097,0.0738382108997033,0.147194112235511,"other","Stressed",0.945434780497676,"Stressed",0.945434780497676,1.05244234950399,0.991461532704323
"203PS0070_9.7.10_1",8,7.76230163659282,1.03062214978694,8,8.67479674796748,0.922211808809747,0.128816555838867,0.206240858117991,"str","Stressed",0.815106699503146,"Stressed",0.815106699503146,0.922864424645043,0.868659254156446
"203R00039_5.14.12_1",8,7.20185946739922,1.11082423035519,8,8.67479674796748,0.922211808809747,0.0525028227179979,0.178612059158134,"str","Stressed",0.792552803290755,"Stressed",0.792552803290755,0.951688516822973,0.857382306050251
"203R00983_6.6.13_1",7,7.84555849538967,0.892224562994904,7,8.67479674796748,0.806935332708529,0.144281994863569,0.242392807745505,"int","Intermediate",0.695758515462871,"Intermediate",0.695758515462871,0.793991539228888,0.7513469240857
"204ALA320_6.17.13_1",9,10.0422533536185,0.896213198679864,10,8.67479674796748,1.15276476101218,0.156294266465375,0.12929908576404,"int","Intermediate",0.800135683024031,"Intermediate",0.800135683024031,0.848174440851948,0.976450222018105
"204ALA382_6.11.13_1",10,8.52847567933299,1.1725424772252,11,8.67479674796748,1.2680412371134,0.079419610449033,0.118181818181818,"int","Intermediate",0.881633002073058,"Intermediate",0.881633002073058,1.02708773964913,1.07483711959323
"204ALA396_6.24.13_1",10,8.54644100099822,1.17007769653263,11,8.67479674796748,1.2680412371134,0.0783740125085748,0.118181818181818,"int","Intermediate",1.05752446120724,"Intermediate",1.05752446120724,1.11380107886994,1.16278284916032
"204ALA410_5.8.13_1",9,8.57334583698609,1.0497651874923,10,8.67479674796748,1.15276476101218,0.108994933468747,0.12929908576404,"int","Intermediate",0.908135231843038,"Intermediate",0.908135231843038,0.978950209667669,1.03044999642761
"204ALA500_6.10.13_1",11,9.02722010699031,1.21853681084856,10,8.67479674796748,1.15276476101218,0.0985049289152771,0.134523291249456,"rc","Reference",0.90442962363126,"Reference",0.90442962363126,1.06148321723991,1.02859719232172
"204ALA500_6.10.13_2",11,9.83991408403917,1.11789593954306,10,8.67479674796748,1.15276476101218,0.111921748176849,0.134523291249456,"other","Reference",0.937161815616519,"Reference",0.937161815616519,1.02752887757979,1.04496328831435
"204ALA525_5.22.12_1",10,9.74943867798946,1.02570007672095,9,8.67479674796748,1.03748828491097,0.138785991047241,0.163446795461515,"int","Intermediate",1.23867186238801,"Intermediate",1.23867186238801,1.13218596955448,1.13808007364949
"204ALP040_4.10.11_1",8,9.14465611184333,0.874827866915534,8,8.67479674796748,0.922211808809747,0.175735025437945,0.181212416707297,"other","Stressed",0.327924460413746,"Stressed",0.327924460413746,0.60137616366464,0.625068134611746
"204ALP040_6.29.11_1",7,9.14465611184333,0.765474383551092,7,8.67479674796748,0.806935332708529,0.244752672222105,0.253112033195021,"str","Stressed",0.450811444570707,"Stressed",0.450811444570707,0.608142914060899,0.628873388639618
"204ALP105_4.10.11_1",6,8.98821758720137,0.667540582077542,6,8.67479674796748,0.69165885660731,0.297032209779393,0.324469067405355,"str","Stressed",0.2065022171357,"Stressed",0.2065022171357,0.437021399606621,0.449080536871505
"204ALP151_4.10.11_1",9,9.17925539226255,0.980471684836915,10,8.67479674796748,1.15276476101218,0.126672573657032,0.12929908576404,"other","Stressed",0.758248755301424,"Stressed",0.758248755301424,0.869360220069169,0.955506758156802
"204ALP151_6.29.11_1",7,9.17925539226255,0.76258908820649,7,8.67479674796748,0.806935332708529,0.207329875245272,0.203665283540802,"str","Stressed",0.544413851559213,"Stressed",0.544413851559213,0.653501469882851,0.675674592133871
"204ARH090_6.2.14_1",10,8.36061483972462,1.19608428228101,11,8.67479674796748,1.2680412371134,0.0892881406524819,0.118181818181818,"rc","Reference",1.10344496202906,"Reference",1.10344496202906,1.14976462215504,1.18574309957123
"204DW0150_6.10.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796670683047266,NA,0.796670683047266,NA,NA
"204DW0202_5.12.14_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90301338654153,NA,0.90301338654153,NA,NA
"204DW0227_5.12.14_1",4,9.23693150701352,0.43304424169031,4,8.67479674796748,0.461105904404874,0.452808874813361,0.45349583066068,"other",NA,0.78228550011154,NA,0.78228550011154,0.607664870900925,0.621695702258207
"204IND200_4.13.09_1",8,9.37955872480429,0.852918589746015,8,8.67479674796748,0.922211808809747,0.167282967923845,0.178612059158134,"other","Reference",0.885482756692251,"Reference",0.885482756692251,0.869200673219133,0.903847282750999
"204IND200_4.29.08_1",9,9.37955872480429,0.959533413464266,9,8.67479674796748,1.03748828491097,0.136122168732932,0.147194112235511,"other","Reference",0.88435869472314,"Reference",0.88435869472314,0.921946054093703,0.960923489817055
"204IND200_5.20.08_1",9,9.37955872480429,0.959533413464266,9,8.67479674796748,1.03748828491097,0.136122168732932,0.147194112235511,"other","Intermediate",0.771404070849719,"Intermediate",0.771404070849719,0.865468742156992,0.904446177880344
"204IND200_5.20.08_2",9,9.37955872480429,0.959533413464266,9,8.67479674796748,1.03748828491097,0.136122168732932,0.147194112235511,"other","Intermediate",0.785116466161301,"Intermediate",0.785116466161301,0.872324939812783,0.911302375536135
"204IND200_5.25.10_1",11,9.10561692407181,1.20804554943665,11,8.67479674796748,1.2680412371134,0.0942215841017095,0.118181818181818,"rc","Reference",0.845866278955826,"Reference",0.845866278955826,1.02695591419624,1.05695375803461
"204IND200_5.25.10_2",9,9.37955872480429,0.959533413464266,9,8.67479674796748,1.03748828491097,0.117242857267487,0.154247163446795,"other","Reference",0.873189808120487,"Reference",0.873189808120487,0.916361610792376,0.955339046515728
"204IND200_6.11.09_1",10,9.37955872480429,1.06614823718252,10,8.67479674796748,1.15276476101218,0.11842490227616,0.12929908576404,"other","Reference",0.873652860296467,"Reference",0.873652860296467,0.969900548739493,1.01320881065432
"204IND200_6.16.08_1",9,9.37955872480429,0.959533413464266,9,8.67479674796748,1.03748828491097,0.136122168732932,0.147194112235511,"other","Intermediate",0.8830962548382,"Intermediate",0.8830962548382,0.921314834151233,0.960292269874585
"204PS0038_6.19.08_1",10,8.19751282329662,1.21988220275556,10,8.67479674796748,1.15276476101218,0.0990512931193442,0.12929908576404,"str","Stressed",0.608702052764998,"Stressed",0.608702052764998,0.914292127760279,0.880733406888589
"204PS0094_7.14.10_1",9,9.40780929001704,0.956652045397032,10,8.67479674796748,1.15276476101218,0.135900038419317,0.12929908576404,"str","Stressed",0.877714235362724,"Stressed",0.877714235362724,0.917183140379878,1.01523949818745
"204PS0102_6.15.11_1",8,8.34771992973472,0.958345520374236,8,8.67479674796748,0.922211808809747,0.125335138915625,0.178612059158134,"other","Stressed",0.783795690341147,"Stressed",0.783795690341147,0.871070605357692,0.853003749575447
"204PS0102_6.15.11_2",7,8.34771992973472,0.838552330327457,8,8.67479674796748,0.922211808809747,0.171291199114384,0.192588980984885,"other","Stressed",0.724269193459377,"Stressed",0.724269193459377,0.781410761893417,0.823240501134562
"204PS0102_8.10.11_1",8,8.34771992973472,0.958345520374236,8,8.67479674796748,0.922211808809747,0.125335138915625,0.178612059158134,"str","Stressed",0.815839688914027,"Stressed",0.815839688914027,0.887092604644132,0.869025748861887
"204PS0118_6.15.11_1",9,8.18056786831707,1.100168123396,9,8.67479674796748,1.03748828491097,0.15129754571142,0.183992640294388,"str","Stressed",0.914814916467232,"Stressed",0.914814916467232,1.00749151993162,0.976151600689101
"204R00047_6.6.12_1",8,7.77855800187471,1.02846825826482,8,8.67479674796748,0.922211808809747,0.081759556576052,0.178612059158134,"str","Stressed",0.724525543371582,"Stressed",0.724525543371582,0.876496900818201,0.823368676090664
"204R00063_6.4.13_1",7,7.94934152960651,0.880576079657569,7,8.67479674796748,0.806935332708529,0.134731962764064,0.243430152143845,"str","Stressed",0.677715721530101,"Stressed",0.677715721530101,0.779145900593835,0.742325527119315
"204R00068_5.31.12_1",8,7.75787100705197,1.03121075263148,8,8.67479674796748,0.922211808809747,0.0996454092933194,0.178612059158134,"str","Stressed",0.61739906281482,"Stressed",0.61739906281482,0.82430490772315,0.769805435812283
"204R00084_5.24.12_1",5,7.75549976318428,0.644703778309069,5,8.67479674796748,0.576382380506092,0.26695684884051,0.333333333333333,"str","Stressed",0.596048289823012,"Stressed",0.596048289823012,0.62037603406604,0.586215335164552
"204R00100_5.30.12_1",9,9.458273065451,0.951547913421429,9,8.67479674796748,1.03748828491097,0.135873991468152,0.147194112235511,"str","Stressed",0.814498901690668,"Stressed",0.814498901690668,0.883023407556048,0.925993593300819
"204R00180_5.30.12_1",8,7.85449174963935,1.01852548261539,8,8.67479674796748,0.922211808809747,0.128459024354783,0.212741751990899,"str","Stressed",0.891517167182106,"Stressed",0.891517167182106,0.955021324898748,0.906864487995926
"204R00189_5.6.13_1",9,9.77093970399057,0.921098714417846,8,8.67479674796748,0.922211808809747,0.184425744213257,0.178612059158134,"rc","Reference",0.922164839735242,"Reference",0.922164839735242,0.921631777076544,0.922188324272494
"204R00191_5.29.12_1",11,10.4560311686072,1.05202440798244,10,8.67479674796748,1.15276476101218,0.15964794680152,0.12929908576404,"str","Stressed",1.00188653281985,"Stressed",1.00188653281985,1.02695547040114,1.07732564691602
"204R00200_5.31.12_1",8,7.88500316464902,1.01458424720316,9,8.67479674796748,1.03748828491097,0.0814813483239659,0.147194112235511,"str","Stressed",0.791253666908768,"Stressed",0.791253666908768,0.902918957055964,0.914370975909869
"204R00232_6.12.12_1",7,7.7087393248107,0.908060281331655,7,8.67479674796748,0.806935332708529,0.144844050758657,0.243430152143845,"str","Stressed",0.719493167984503,"Stressed",0.719493167984503,0.813776724658079,0.763214250346516
"204R00232_6.12.12_2",6,7.7087393248107,0.778337383998562,8,8.67479674796748,0.922211808809747,0.199864365372563,0.237445148707947,"other","Stressed",0.770690919456797,"Stressed",0.770690919456797,0.774514151727679,0.846451364133272
"204R00244_6.12.12_1",8,7.72546100458042,1.03553690779836,8,8.67479674796748,0.922211808809747,0.0854448880179501,0.178612059158134,"str","Stressed",0.729254504457615,"Stressed",0.729254504457615,0.882395706127987,0.825733156633681
"204R00303_6.14.12_1",8,7.76625696592995,1.03009725728822,8,8.67479674796748,0.922211808809747,0.0915278405386205,0.178612059158134,"str","Stressed",0.669816396178263,"Stressed",0.669816396178263,0.849956826733242,0.796014102494005
"204R00319_6.7.12_1",8,8.24325788373823,0.970490079630032,8,8.67479674796748,0.922211808809747,0.117482041538933,0.178612059158134,"str","Stressed",0.792157180813062,"Stressed",0.792157180813062,0.881323630221547,0.857184494811404
"204R00319_6.7.12_2",8,8.24325788373823,0.970490079630032,8,8.67479674796748,0.922211808809747,0.117482041538933,0.178612059158134,"other","Stressed",0.695273600436262,"Stressed",0.695273600436262,0.832881840033147,0.808742704623004
"204R00327_5.7.13_1",7,7.1987409923875,0.972392256840792,8,8.67479674796748,0.922211808809747,0.116803062935958,0.212741751990899,"str","Stressed",0.548634659308109,"Stressed",0.548634659308109,0.76051345807445,0.735423234058928
"204R00334_5.8.13_1",10,10.4947426881114,0.952858044945508,9,8.67479674796748,1.03748828491097,0.206832284438285,0.183992640294388,"str","Stressed",0.926758452738189,"Stressed",0.926758452738189,0.939808248841848,0.982123368824579
"204R00340_6.11.12_1",7,8.34644863599767,0.838680054869022,7,8.67479674796748,0.806935332708529,0.21719006895914,0.278699861687414,"str","Stressed",0.707848897436269,"Stressed",0.707848897436269,0.773264476152645,0.757392115072399
"204R00356_6.4.12_1",9,9.47611760163397,0.949756047608371,9,8.67479674796748,1.03748828491097,0.136374181143984,0.147194112235511,"str","Stressed",0.811629541451239,"Stressed",0.811629541451239,0.880692794529805,0.924558913181105
"204R00367_6.12.12_1",9,7.72371809836927,1.16524190621356,8,8.67479674796748,0.922211808809747,0.076315678973038,0.178612059158134,"str","Stressed",0.832796319178172,"Stressed",0.832796319178172,0.999019112695866,0.87750406399396
"204R00383_6.11.12_1",7,7.73125200631578,0.905416094868153,7,8.67479674796748,0.806935332708529,0.178557518506167,0.245159059474412,"str","Stressed",0.556060401194562,"Stressed",0.556060401194562,0.730738248031358,0.681497866951545
"204R00391_6.6.12_1",9,7.70882270151458,1.16749344854328,9,8.67479674796748,1.03748828491097,0.0772751809957493,0.147194112235511,"str","Stressed",0.86849705048864,"Stressed",0.86849705048864,1.01799524951596,0.952992667699805
"204R00436_5.20.13_1",7,7.79493164058688,0.898019421177755,7,8.67479674796748,0.806935332708529,0.134503626696749,0.216804979253112,"str","Stressed",0.667665820193091,"Stressed",0.667665820193091,0.782842620685423,0.73730057645081
"204R00447_4.22.13_1",8,7.15669038533309,1.11783514016412,9,8.67479674796748,1.03748828491097,0.0556394300620516,0.147194112235511,"str","Stressed",0.728578328619037,"Stressed",0.728578328619037,0.923206734391579,0.883033306765003
"204R00455_6.13.12_1",7,7.21834091841141,0.969751924870368,8,8.67479674796748,0.922211808809747,0.110608205702932,0.206240858117991,"str","Stressed",0.804583013065029,"Stressed",0.804583013065029,0.887167468967698,0.863397410937388
"204R00473_5.9.13_1",8,8.6152815967261,0.928582532118287,9,8.67479674796748,1.03748828491097,0.149340489498215,0.157927016252683,"str","Stressed",0.871672418481527,"Stressed",0.871672418481527,0.900127475299907,0.954580351696248
"204R00473_5.9.13_2",9,8.6152815967261,1.04465534863307,10,8.67479674796748,1.15276476101218,0.109834679349994,0.12929908576404,"other","Stressed",0.850578698270246,"Stressed",0.850578698270246,0.947617023451658,1.00167172964121
"204R00520_5.28.13_1",8,7.80797850613271,1.02459298443464,7,8.67479674796748,0.806935332708529,0.124181064946165,0.243430152143845,"str","Stressed",0.802027189530215,"Stressed",0.802027189530215,0.913310086982428,0.804481261119372
"204R00583_6.13.12_1",6,7.79714637068349,0.769512295236552,6,8.67479674796748,0.69165885660731,0.186234797660605,0.246168051708218,"str","Stressed",0.678588746785613,"Stressed",0.678588746785613,0.724050521011082,0.685123801696461
"204R00590_5.8.13_1",9,9.48883417969163,0.948483220337241,10,8.67479674796748,1.15276476101218,0.134312113844297,0.12929908576404,"int","Intermediate",0.891263134344945,"Intermediate",0.891263134344945,0.919873177341093,1.02201394767856
"204R00596_5.31.12_1",8,7.75716840205423,1.03130415447491,8,8.67479674796748,0.922211808809747,0.108546389620178,0.168860718348773,"str","Stressed",0.688971257866464,"Stressed",0.688971257866464,0.860137706170687,0.805591533338105
