BugID,ModelMatch,WatershedArea_Mi2,IaCurrent,IaRef,Imperv,Tc_Hour,Ts_Hour,Lat,Long,Notes
SMCR8_543,Andreas_10259000,3.554059176,2.333333333,2.333333333,0.046929996,1.881310002,1.128786001,33.8033951,-116.73136,Sites used for original CSCI curves
SMCR8_635,Andreas_10259000,1.449577099,2.333333333,2.333333333,0.108159847,1.20148595,0.72089157,33.803432,-116.7816,Sites used for original CSCI curves
SMCR8_686,Andreas_10259000,2.296191596,2.333333333,2.333333333,0.081142339,1.512175156,0.907305094,34.1685019,-116.89146,Sites used for original CSCI curves
SMCR8_713,Andreas_10259000,4.143898878,2.333333333,2.333333333,0.005682768,2.031433507,1.218860104,34.2493186,-117.63241,Sites used for original CSCI curves
403S01728,ArroyoSeco_11098000,23.07842168,1.546267592,1.564102564,0.326919892,4.794033775,2.876420265,34.574901,-118.46002,Sites used for original CSCI curves
403WE0558,ArroyoSeco_11098000,36.95508209,1.546267592,1.564102564,0.228958161,6.066456989,3.639874193,34.4933294,-118.45834,Sites used for original CSCI curves
405WE0777,ArroyoSeco_11098000,2.066615715,1.546267592,1.564102564,0.45472837,1.434590336,0.860754202,34.2541828,-118.08472,Sites used for original CSCI curves
412ARSNPD,ArroyoSeco_11098000,16.15893116,1.546267592,1.564102564,0.463164914,4.011477426,2.406886456,34.2222,-118.1776,Sites used for original CSCI curves
412WE0552,ArroyoSeco_11098000,14.49414095,1.546267592,1.564102564,0.448116262,3.799218552,2.279531131,34.23908,-118.1806,Sites used for original CSCI curves
SMC00428,ArroyoSeco_11098000,9.851310321,1.546267592,1.564102564,0.250855108,3.132167919,1.879300752,34.245972,-118.04868,Sites used for original CSCI curves
SMC00924,ArroyoSeco_11098000,16.01926876,1.546267592,1.564102564,0.469862003,3.994104111,2.396462466,34.22394,-118.18053,Sites used for original CSCI curves
SMC02088,ArroyoSeco_11098000,105.3072088,1.546267592,1.564102564,0.252059656,10.24063974,6.144383841,34.30226,-118.25959,Sites used for original CSCI curves
SMC02972,ArroyoSeco_11098000,0.70632079,1.546267592,1.564102564,0.30583004,0.838685302,0.503211181,34.2495807,-118.0755,Sites used for original CSCI curves
SMC13076,ArroyoSeco_11098000,9.92478324,1.546267592,1.564102564,0.329579632,3.14382637,1.886295822,34.0663497,-118.93189,Sites used for original CSCI curves
404CE0316,ArroyoTrabuco_11047300,93.67349088,0.990208572,1.564102564,56.10826566,9.658426734,5.79505604,33.99722222,-118.4025,Sites used for original CSCI curves
404S16516,ArroyoTrabuco_11047300,22.87655949,0.990208572,1.564102564,11.60362742,4.773021514,2.863812908,34.1290766,-118.75588,Sites used for original CSCI curves
404S28270,ArroyoTrabuco_11047300,21.94965948,0.990208572,1.564102564,11.84381384,4.675326345,2.805195807,34.1366826,-118.75723,Sites used for original CSCI curves
404S34120,ArroyoTrabuco_11047300,3.44776737,0.990208572,1.564102564,12.88331318,1.852964141,1.111778484,34.1655975,-118.78917,Sites used for original CSCI curves
407CE0092,ArroyoTrabuco_11047300,0.093108442,0.990208572,1.564102564,36.86415094,0.304503695,0.182702217,34.2800355,-119.22095,Sites used for original CSCI curves
407CE0668,ArroyoTrabuco_11047300,0.093108442,0.990208572,1.564102564,36.86415094,0.304503695,0.182702217,34.2800355,-119.22095,Sites used for original CSCI curves
901ATCDOS,ArroyoTrabuco_11047300,54.72644773,0.990208572,1.564102564,18.81155444,7.382384598,4.429430759,33.49825,-117.66601,Sites used for original CSCI curves
901PS0057,ArroyoTrabuco_11047300,35.91255712,0.990208572,1.564102564,12.36419962,5.980275644,3.588165386,33.52866,-117.66925,Sites used for original CSCI curves
901S00997,ArroyoTrabuco_11047300,7.150634147,0.990208572,1.564102564,20.04993436,2.668519105,1.601111463,33.4395601,-117.61966,Sites used for original CSCI curves
901S01811,ArroyoTrabuco_11047300,17.83859645,0.990208572,1.564102564,32.96916788,4.214813647,2.528888188,33.5633426,-117.71768,Sites used for original CSCI curves
901S02702,ArroyoTrabuco_11047300,34.57349788,0.990208572,1.564102564,27.42421319,5.867724265,3.520634559,33.5163683,-117.74062,Sites used for original CSCI curves
901S06798,ArroyoTrabuco_11047300,33.37836433,0.990208572,1.564102564,28.27216046,5.765414852,3.459248911,33.5315427,-117.74145,Sites used for original CSCI curves
901S06851,ArroyoTrabuco_11047300,14.91957933,0.990208572,1.564102564,32.40703553,3.854573455,2.312744073,33.5505243,-117.67543,Sites used for original CSCI curves
901S39498,ArroyoTrabuco_11047300,169.9082281,1.413938273,1.564102564,8.779252035,13.00784169,7.804705011,33.4903897,-117.66532,Sites used for original CSCI curves
904S02201,ArroyoTrabuco_11047300,18.87416271,0.990208572,1.564102564,41.66471325,4.335427066,2.601256239,33.1797995,-117.33735,Sites used for original CSCI curves
LALT501,ArroyoTrabuco_11047300,558.8878687,0.990208572,1.564102564,20.28398497,23.59176202,14.15505721,34.0803557,-118.22471,Sites used for original CSCI curves
SMC00206,ArroyoTrabuco_11047300,35.16747282,0.990208572,1.564102564,12.05625155,5.917913561,3.550748137,33.5451478,-117.65998,Sites used for original CSCI curves
SMC00288,ArroyoTrabuco_11047300,0.518003398,0.990208572,1.564102564,18.37735849,0.718231323,0.430938794,34.1308591,-117.76104,Sites used for original CSCI curves
SMC00345,ArroyoTrabuco_11047300,0.664699592,0.990208572,1.564102564,25.2071281,0.813599632,0.488159779,33.2104822,-117.22484,Sites used for original CSCI curves
SMC00382,ArroyoTrabuco_11047300,0.362198855,0.990208572,1.564102564,51.35707411,0.600580979,0.360348588,34.0444783,-117.9951,Sites used for original CSCI curves
SMC00479,ArroyoTrabuco_11047300,0.906510457,0.990208572,1.564102564,32.9048715,0.950133096,0.570079858,34.2634002,-119.24095,Sites used for original CSCI curves
SMC00608,ArroyoTrabuco_11047300,19.80428892,0.990208572,1.564102564,11.63881728,4.440968206,2.664580924,34.1234431,-117.90224,Sites used for original CSCI curves
SMC00632,ArroyoTrabuco_11047300,1.156967501,0.990208572,1.564102564,14.24039616,1.07339265,0.64403559,34.148748,-118.55605,Sites used for original CSCI curves
SMC00684,ArroyoTrabuco_11047300,4.312181286,0.990208572,1.564102564,47.79580352,2.072270967,1.24336258,34.096982,-118.02374,Sites used for original CSCI curves
SMC00710,ArroyoTrabuco_11047300,14.86263887,0.990208572,1.564102564,41.81756741,3.847210947,2.308326568,32.8891902,-117.20109,Sites used for original CSCI curves
SMC00748,ArroyoTrabuco_11047300,26.35401166,0.990208572,1.564102564,22.57700671,5.12296518,3.073779108,34.075488,-118.07881,Sites used for original CSCI curves
SMC00873,ArroyoTrabuco_11047300,5.019735915,0.990208572,1.564102564,29.84555155,2.235828419,1.341497051,33.5978762,-117.62711,Sites used for original CSCI curves
SMC00958,ArroyoTrabuco_11047300,3.523259597,0.990208572,1.564102564,61.00748621,1.873140521,1.123884313,33.8253264,-117.99894,Sites used for original CSCI curves
SMC00963,ArroyoTrabuco_11047300,33.95071913,0.990208572,1.564102564,12.0420286,5.814635909,3.488781546,33.5640155,-117.6514,Sites used for original CSCI curves
SMC01158,ArroyoTrabuco_11047300,3.176737425,0.990208572,1.564102564,20.87294092,1.778642629,1.067185577,32.9625062,-117.16733,Sites used for original CSCI curves
SMC01208,ArroyoTrabuco_11047300,79.51792232,0.990208572,1.564102564,22.73653882,8.898781622,5.339268973,34.1901544,-118.53647,Sites used for original CSCI curves
SMC01257,ArroyoTrabuco_11047300,4.54543398,0.990208572,1.564102564,31.66694708,2.127579094,1.276547457,33.6084222,-117.6186,Sites used for original CSCI curves
SMC01358,ArroyoTrabuco_11047300,0.761342905,0.990208572,1.564102564,59.14554637,0.870739387,0.522443632,33.9096517,-118.24673,Sites used for original CSCI curves
SMC01383,ArroyoTrabuco_11047300,7.901703266,0.990208572,1.564102564,19.97466409,2.805164896,1.683098937,34.0662228,-117.54181,Sites used for original CSCI curves
SMC01452,ArroyoTrabuco_11047300,0.268752503,0.990208572,1.564102564,61.4866242,0.517337901,0.31040274,34.0909013,-118.06673,Sites used for original CSCI curves
SMC01454,ArroyoTrabuco_11047300,5.428628657,0.990208572,1.564102564,20.6398722,2.325107862,1.395064717,33.9550309,-117.8613,Sites used for original CSCI curves
SMC01656,ArroyoTrabuco_11047300,2.837533396,0.990208572,1.564102564,13.36697248,1.681003153,1.008601892,34.1563171,-118.53628,Sites used for original CSCI curves
SMC01662,ArroyoTrabuco_11047300,6.952823525,0.990208572,1.564102564,39.50012476,2.631350135,1.578810081,33.9247973,-117.95667,Sites used for original CSCI curves
SMC01748,ArroyoTrabuco_11047300,90.1457208,1.35530202,1.564102564,9.772377432,9.47481186,5.684887116,34.2875933,-118.82832,Sites used for original CSCI curves
SMC01772,ArroyoTrabuco_11047300,0.573018558,0.990208572,1.564102564,25.49608198,0.755409393,0.453245636,34.1101391,-118.12296,Sites used for original CSCI curves
SMC01912,ArroyoTrabuco_11047300,0.172529591,0.990208572,1.564102564,61.18163265,0.414505058,0.248703035,34.2342728,-118.60292,Sites used for original CSCI curves
SMC01934,ArroyoTrabuco_11047300,169.9082281,0.990208572,1.564102564,8.773557819,13.00784169,7.804705011,33.49,-117.66595,Sites used for original CSCI curves
SMC01960,ArroyoTrabuco_11047300,56.06876076,0.990208572,1.564102564,8.533783533,7.472372541,4.483423525,34.2655455,-118.75916,Sites used for original CSCI curves
SMC01987,ArroyoTrabuco_11047300,13.18284261,0.990208572,1.564102564,29.85907366,3.623285623,2.173971374,33.5901892,-117.71183,Sites used for original CSCI curves
SMC02028,ArroyoTrabuco_11047300,38.05942574,0.990208572,1.564102564,8.80902857,6.156432934,3.69385976,34.1286798,-118.16554,Sites used for original CSCI curves
SMC02206,ArroyoTrabuco_11047300,1.767395165,0.990208572,1.564102564,45.6924284,1.326675987,0.796005592,33.8709893,-117.85003,Sites used for original CSCI curves
SMC02270,ArroyoTrabuco_11047300,0.140322331,0.990208572,1.564102564,28.5970516,0.373819053,0.224291432,33.7957032,-117.77237,Sites used for original CSCI curves
SMC02302,ArroyoTrabuco_11047300,6.667863955,0.990208572,1.564102564,61.58904965,2.576863431,1.546118058,33.8152613,-118.04126,Sites used for original CSCI curves
SMC02563,ArroyoTrabuco_11047300,2.341405342,0.990208572,1.564102564,12.99970154,1.526990515,0.916194309,33.6819351,-117.67299,Sites used for original CSCI curves
SMC03011,ArroyoTrabuco_11047300,9.620143178,0.990208572,1.564102564,22.55122004,3.095200629,1.857120378,33.6145,-117.6955,Sites used for original CSCI curves
SMC03222,ArroyoTrabuco_11047300,5.98712644,0.990208572,1.564102564,30.28001854,2.441784048,1.465070429,33.0221034,-117.06726,Sites used for original CSCI curves
SMC03523,ArroyoTrabuco_11047300,8.904446759,0.990208572,1.564102564,28.3868579,2.977841019,1.786704611,33.5847271,-117.66427,Sites used for original CSCI curves
SMC03929,ArroyoTrabuco_11047300,14.39718796,0.990208572,1.564102564,42.01625054,3.786490525,2.271894315,33.1787043,-117.30481,Sites used for original CSCI curves
SMC04008,ArroyoTrabuco_11047300,82.35992228,0.990208572,1.564102564,10.57640058,9.056408449,5.43384507,34.2834758,-118.80806,Sites used for original CSCI curves
SMC04264,ArroyoTrabuco_11047300,22.87655949,0.990208572,1.564102564,11.61521756,4.773021514,2.863812908,34.1299964,-118.75478,Sites used for original CSCI curves
SMC04441,ArroyoTrabuco_11047300,3.346833501,0.990208572,1.564102564,35.41551563,1.825639783,1.09538387,33.1744917,-117.27689,Sites used for original CSCI curves
SMC04806,ArroyoTrabuco_11047300,13.68405044,0.990208572,1.564102564,42.77250969,3.69152123,2.214912738,32.8903312,-117.19357,Sites used for original CSCI curves
SMC05902,ArroyoTrabuco_11047300,7.974322813,0.990208572,1.564102564,7.149971703,2.818025661,1.690815396,34.0343212,-118.51219,Sites used for original CSCI curves
SMC06302,ArroyoTrabuco_11047300,15.47503103,0.990208572,1.564102564,38.00296403,3.925670111,2.355402067,33.867005,-117.85366,Sites used for original CSCI curves
SMC06458,ArroyoTrabuco_11047300,0.713265817,0.990208572,1.564102564,34.12091663,0.842798478,0.505679087,32.6690158,-117.01724,Sites used for original CSCI curves
SMC06740,ArroyoTrabuco_11047300,12.44160327,0.990208572,1.564102564,18.53892115,3.519947707,2.111968624,34.1807329,-118.87443,Sites used for original CSCI curves
SMC10189,ArroyoTrabuco_11047300,3.493266506,0.990208572,1.564102564,17.91546638,1.865150569,1.119090341,33.957953,-117.30693,Sites used for original CSCI curves
SMC14099,ArroyoTrabuco_11047300,3.997553667,0.990208572,1.564102564,47.53825422,1.99524021,1.197144126,33.6277222,-117.73557,Sites used for original CSCI curves
SMC18116,ArroyoTrabuco_11047300,4.023472042,0.990208572,1.564102564,14.54290643,2.001697889,1.201018733,34.1568872,-118.79049,Sites used for original CSCI curves
SMC19228,ArroyoTrabuco_11047300,1.376451688,0.990208572,1.564102564,19.63202811,1.170788704,0.702473222,32.6640469,-116.98508,Sites used for original CSCI curves
SMC21796,ArroyoTrabuco_11047300,121.2473882,0.990208572,1.564102564,51.12837571,10.98839426,6.593036555,33.9911361,-118.40925,Sites used for original CSCI curves
SMC37632,ArroyoTrabuco_11047300,2.042359919,0.990208572,1.564102564,16.01236869,1.426146619,0.855687971,32.6720491,-116.99904,Sites used for original CSCI curves
SMCR8_441,ArroyoTrabuco_11047300,0.266724676,0.990208572,1.564102564,74.80188679,0.515382462,0.309229477,33.8547136,-117.90159,Sites used for original CSCI curves
SMCR8_480,ArroyoTrabuco_11047300,163.3123529,0.990208572,1.564102564,38.95364985,12.75285891,7.651715349,33.8045182,-118.08328,Sites used for original CSCI curves
SMCR8_601,ArroyoTrabuco_11047300,2.315295345,0.990208572,1.564102564,39.42674489,1.518452589,0.911071553,34.0265599,-117.58724,Sites used for original CSCI curves
404S33670,Cajon_11063510,8.96907968,1.520406471,1.564102564,1.70086297,2.988628807,1.793177284,34.1582601,-118.70014,Sites used for original CSCI curves
801CJW041,Cajon_11063510,35.46646263,1.520406471,1.564102564,1.359925171,5.943017027,3.565810216,34.29548257,-117.4588136,Sites used for original CSCI curves
801CTCNHL,Cajon_11063510,19.72173387,1.520406471,1.564102564,0.9849632,4.431702353,2.659021412,34.1439,-117.1887,Sites used for original CSCI curves
801S01783,Cajon_11063510,4.930939163,1.520406471,1.564102564,1.475714487,2.215964809,1.329578886,34.19018,-117.27275,Sites used for original CSCI curves
801S06679,Cajon_11063510,58.34509158,1.520406471,1.564102564,1.117847805,7.622548566,4.57352914,34.261882,-117.469381,Sites used for original CSCI curves
801WCCAHS,Cajon_11063510,4.835083532,1.520406471,1.564102564,1.473234788,2.194320336,1.316592201,34.1933,-117.2745,Sites used for original CSCI curves
801XXX112,Cajon_11063510,58.37519375,1.520406471,1.564102564,1.120382662,7.624514676,4.574708805,34.26140486,-117.46857,Sites used for original CSCI curves
SMC09698,Cajon_11063510,4.529685528,1.520406471,1.564102564,0.122947045,2.123890211,1.274334127,33.7459227,-116.70738,Sites used for original CSCI curves
SMC13402,Cajon_11063510,42.43420289,1.520406471,1.564102564,0.976922762,6.500639185,3.900383511,32.8150734,-116.56542,Sites used for original CSCI curves
SMC18656,Cajon_11063510,5.328246867,1.520406471,1.564102564,3.180586464,2.303510553,1.382106332,34.4713479,-118.5318,Sites used for original CSCI curves
SMCR8_027,Cajon_11063510,25.92533866,1.520406471,1.564102564,1.273009709,5.081129413,3.048677648,34.306794,-117.47143,Sites used for original CSCI curves
SMCR8_079,Cajon_11063510,2.594555124,1.520406471,1.564102564,3.512758851,1.607420446,0.964452268,34.2202682,-117.40759,Sites used for original CSCI curves
SMCR8_100,Cajon_11063510,0.361392873,1.520406471,1.564102564,2.913333333,0.599912387,0.359947432,34.2261327,-116.93916,Sites used for original CSCI curves
SMCR8_121,Cajon_11063510,21.5960299,1.520406471,1.564102564,1.446156073,4.637511475,2.782506885,34.1239711,-117.192,Sites used for original CSCI curves
SMCR8_167,Cajon_11063510,17.71619382,1.520406471,1.564102564,1.014271731,4.200328418,2.520197051,34.1636247,-117.18184,Sites used for original CSCI curves
SMCR8_206,Cajon_11063510,11.59847759,1.520406471,1.564102564,0.606095078,3.398588089,2.039152854,33.7320193,-116.74361,Sites used for original CSCI curves
SMCR8_226,Cajon_11063510,4.884380125,1.520406471,1.564102564,1.472318954,2.205478177,1.323286906,34.19146,-117.27421,Sites used for original CSCI curves
SMCR8_277,Cajon_11063510,8.329127176,1.520406471,1.564102564,0.577454818,2.880035121,1.728021072,34.1904154,-117.25521,Sites used for original CSCI curves
SMCR8_309,Cajon_11063510,41.69587675,1.520406471,1.564102564,1.357719921,6.443837685,3.866302611,34.2709622,-117.45338,Sites used for original CSCI curves
SMCR8_327,Cajon_11063510,66.01100615,1.520406471,1.564102564,1.250327578,8.107859483,4.86471569,34.2324549,-117.42592,Sites used for original CSCI curves
SMCR8_396,Cajon_11063510,65.1816694,1.520406471,1.564102564,1.199948838,8.056766493,4.834059896,34.2358185,-117.43247,Sites used for original CSCI curves
SMCR8_445,Cajon_11063510,3.208863016,1.520406471,1.564102564,0.100205828,1.787613501,1.072568101,34.1649434,-116.93451,Sites used for original CSCI curves
SMCR8_478,Cajon_11063510,79.03358349,1.520406471,1.564102564,0.150373197,8.871639259,5.322983556,34.1736515,-116.94551,Sites used for original CSCI curves
SMCR8_535,Cajon_11063510,7.301711397,1.520406471,1.564102564,0.437312652,2.696561743,1.617937046,33.7392305,-116.7227,Sites used for original CSCI curves
315MIU,Campo_11012500,6.416080505,1.542943966,1.564102564,0.556901774,2.527743134,1.516645881,34.44673198,-119.707458,Sites used for original CSCI curves
405PS0030,Campo_11012500,84.91213957,1.542943966,1.564102564,0.102639644,9.195660507,5.517396304,34.23492,-117.80579,Sites used for original CSCI curves
722PS0611,Campo_11012500,99.35587037,1.542943966,1.564102564,0.335637296,9.947061504,5.968236902,33.11256732,-116.4447054,Sites used for original CSCI curves
911TCAM01,Campo_11012500,84.11616565,1.542943966,1.564102564,0.52811643,9.152458555,5.491475133,32.58928,-116.51797,Sites used for original CSCI curves
SGUT503,Campo_11012500,8.369314061,1.542943966,1.564102564,0.293182196,2.886974646,1.732184787,34.2914337,-117.83966,Sites used for original CSCI curves
SGUT505,Campo_11012500,212.8858507,1.542943966,1.564102564,0.136691058,14.5603373,8.736202379,34.1696784,-117.88903,Sites used for original CSCI curves
SMC01196,Campo_11012500,3.152085286,1.542943966,1.564102564,0.288113124,1.771727871,1.063036722,34.278378,-118.0296,Sites used for original CSCI curves
SMCR8_322,Campo_11012500,25.19118321,1.542943966,1.564102564,0.507080708,5.008668865,3.005201319,33.7091084,-116.7772,Sites used for original CSCI curves
SMCR8_419,Campo_11012500,6.927304046,1.542943966,1.564102564,0.362294835,2.626516673,1.575910004,33.7428293,-116.71225,Sites used for original CSCI curves
SMCR8_605,Campo_11012500,10.21923537,1.542943966,1.564102564,0.610873113,3.190121603,1.914072962,33.7389633,-116.72555,Sites used for original CSCI curves
SMCR8_688,Campo_11012500,4.521427328,1.542943966,1.564102564,0.117687755,2.121953265,1.273171959,33.7517427,-116.70593,Sites used for original CSCI curves
801PLC469,DeepCreek_10260500,20.72997264,1.476472888,1.564102564,1.616846551,4.543571865,2.726143119,34.11079861,-117.1458803,Sites used for original CSCI curves
