"","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null","Type","Type","Means","Type.null","Means.null","ASCI","ASCI.null"
"103RDCBCC_7.21.11_1",7,5.21627774201206,1.34195308344527,6,4.94334975369458,1.21375186846039,0.289748130729647,0.340535674094081,"int","Intermediate",1.11516483247319,"Intermediate",1.11516483247319,1.22855895795923,1.16445835046679
"103WER026_8.15.12_1",6,3.47532238829122,1.72645853524689,9,4.94334975369458,1.82062780269058,0.266447674100098,0.29093799682035,"rc","Reference",1.14702336000748,"Reference",1.14702336000748,1.43674094762719,1.48382558134903
"103WER026_8.15.12_2",9,6.44984977540375,1.39538133652681,9,4.94334975369458,1.82062780269058,0.165059871886658,0.29093799682035,"other","Reference",1.27585293142476,"Reference",1.27585293142476,1.33561713397578,1.54824036705767
"103WER029_7.16.14_1",6,3.9963356790061,1.50137538033147,7,4.94334975369458,1.41604384653712,0.281971492663925,0.328108888430604,"rv","Reference",1.15127024035934,"Reference",1.15127024035934,1.32632281034541,1.28365704344823
"103WER030_8.10.11_1",2,3.72142308832551,0.537428814873054,2,4.94334975369458,0.404583956153463,0.434541801455537,0.562256119191203,"rv","Reference",0.872052156655346,"Reference",0.872052156655346,0.7047404857642,0.638318056404404
"105BVCAGC_9.21.10_1",3,2.06930594946586,1.4497614530004,5,4.94334975369458,1.01145989038366,0.183593979099291,0.381719098340352,"rc","Reference",1.21159752662666,"Reference",1.21159752662666,1.33067948981353,1.11152870850516
"105CE0329_7.23.14_1",5,3.63104959868625,1.3770123112086,8,4.94334975369458,1.61833582461385,0.258777961065795,0.305042816365366,"rc","Reference",1.10443627488667,"Reference",1.10443627488667,1.24072429304763,1.36138604975026
"105CLCATC_8.10.10_1",5,5.86976443983695,0.851822939616788,5,4.94334975369458,1.01145989038366,0.46800489804694,0.455040871934605,"rc","Reference",1.06277103873497,"Reference",1.06277103873497,0.957296989175879,1.03711546455932
"105DLCDCC_10.20.09_1",4,4.00960462109937,0.997604596461,4,4.94334975369458,0.809167912306926,0.359045124557314,0.419443679427155,"rc","Reference",1.05594184343483,"Reference",1.05594184343483,1.02677321994791,0.932554877870878
"105DLCDCC_5.19.09_1",3,6.41072883723186,0.467965511593124,3,4.94334975369458,0.606875934230194,0.480227871125654,0.438139534883721,"other","Reference",0.914706837072984,"Reference",0.914706837072984,0.691336174333054,0.760791385651589
"105DLCDCC_6.23.09_1",5,6.5086186658817,0.768212159395678,4,4.94334975369458,0.809167912306926,0.375524990001261,0.39245386945745,"other","Reference",1.065808323789,"Reference",1.065808323789,0.917010241592339,0.937488118047963
"105DLCDCC_8.5.09_1",5,5.4542569623314,0.916715151950372,4,4.94334975369458,0.809167912306926,0.350052242720558,0.385293307628752,"other","Reference",0.944410240468197,"Reference",0.944410240468197,0.930562696209285,0.876789076387561
"105DLCDCC_9.15.09_1",6,3.76945232070939,1.59174317367963,5,4.94334975369458,1.01145989038366,0.228318600272225,0.363884072330939,"other","Reference",0.822213901008284,"Reference",0.822213901008284,1.20697853734396,0.916836895695972
"105FC1116_8.5.14_1",11,9.40932275853994,1.16905331895607,6,4.94334975369458,1.21375186846039,0.309531820801113,0.358541525995949,"other",NA,1.01547245028857,NA,1.01547245028857,1.09226288462232,1.11461215937448
"105FC1120_7.30.14_1",6,4.33023500642981,1.38560609091442,7,4.94334975369458,1.41604384653712,0.349800906855573,0.406475561971541,"other",NA,1.04920661589643,NA,1.04920661589643,1.21740635340542,1.23262523121677
"105FC1297_7.22.14_1",2,3.7278097171652,0.536508070889651,2,4.94334975369458,0.404583956153463,0.479532201285776,0.57644554806669,"other",NA,0.762204155283299,NA,0.762204155283299,0.649356113086475,0.583394055718381
"105FCA116_7.16.13_1",3,4.88447344128762,0.614191076287059,3,4.94334975369458,0.606875934230194,0.400889103019903,0.487131782945736,"rc","Reference",0.923851178514741,"Reference",0.923851178514741,0.7690211274009,0.765363556372467
"105FS0416_9.24.13_1",4,3.45116598641153,1.15902857635635,4,4.94334975369458,0.809167912306926,0.259383331829525,0.385293307628752,"rc","Reference",0.739927661608719,"Reference",0.739927661608719,0.949478118982535,0.774547786957823
"105FS0425_8.10.11_1",5,4.3810405649363,1.1412813750271,6,4.94334975369458,1.21375186846039,0.248002349942602,0.339185235201441,"rc","Reference",1.21531173546042,"Reference",1.21531173546042,1.17829655524376,1.2145318019604
"105FS0428_8.3.11_1",4,3.6550133883074,1.0943872361169,4,4.94334975369458,0.809167912306926,0.336877120082619,0.466262737537868,"rc","Reference",1.1222947675093,"Reference",1.1222947675093,1.1083410018131,0.965731339908113
"105NWC151_6.26.13_1",10,7.29824244064807,1.3701929034728,7,4.94334975369458,1.41604384653712,0.261906925304083,0.317385027840792,"rc","Reference",1.13891155288599,"Reference",1.13891155288599,1.2545522281794,1.27747769971156
"105PS0028_8.12.08_1",5,6.09028998770662,0.820978969817958,5,4.94334975369458,1.01145989038366,0.381947560374948,0.389645776566758,"other","Intermediate",1.05026834946638,"Intermediate",1.05026834946638,0.935623659642169,1.03086411992502
"105PS0028_8.26.08_1",5,5.92549131493789,0.843811885673553,5,4.94334975369458,1.01145989038366,0.385408802951042,0.389645776566758,"int","Intermediate",0.8217678654875,"Intermediate",0.8217678654875,0.832789875580527,0.91661387793558
"105PS0043_9.17.08_1",3,2.54129240517764,1.18050169822559,3,4.94334975369458,0.606875934230194,0.239695816129726,0.438139534883721,"rc","Reference",0.99909923941537,"Reference",0.99909923941537,1.08980046882048,0.802987586822782
"105PS0067_8.24.09_1",4,4.20753274782421,0.950675904321475,4,4.94334975369458,0.809167912306926,0.373109455766335,0.413935554943542,"other","Intermediate",1.01632598765345,"Intermediate",1.01632598765345,0.983500945987463,0.912746949980188
"105PS0067_8.24.09_2",3,4.20753274782421,0.713006928241106,3,4.94334975369458,0.606875934230194,0.414300357953843,0.450542635658915,"other","Intermediate",0.940606348002682,"Intermediate",0.940606348002682,0.826806638121894,0.773741141116438
"105PS0067_9.15.09_1",3,3.8047362849059,0.788490916414249,3,4.94334975369458,0.606875934230194,0.382368527507355,0.450542635658915,"int","Intermediate",1.0179709051616,"Intermediate",1.0179709051616,0.903230910787924,0.812423419695897
"105PS0069_8.18.09_1",2,3.40407311853723,0.587531445522952,2,4.94334975369458,0.404583956153463,0.426976812578298,0.57644554806669,"int","Intermediate",0.923851178514741,"Intermediate",0.923851178514741,0.755691312018846,0.664217567334102
"105PS0083_9.8.09_1",3,3.05975229812972,0.980471524389002,4,4.94334975369458,0.809167912306926,0.3319680735324,0.413935554943542,"rc","Reference",1.08270816223128,"Reference",1.08270816223128,1.03158984331014,0.945938037269103
"105PS0090_8.25.09_1",5,3.92175925389641,1.27493802558949,5,4.94334975369458,1.01145989038366,0.218409957186827,0.362397820163488,"other","Reference",0.943487266795455,"Reference",0.943487266795455,1.10921264619247,0.977473578589558
"105PS0090_8.7.12_1",4,4.46103064892023,0.896653781333732,4,4.94334975369458,0.809167912306926,0.279094259698535,0.45028917653539,"rv","Reference",0.943528193280941,"Reference",0.943528193280941,0.920090987307336,0.876348052793933
"105PS0092_8.11.08_1",5,4.25494731033216,1.17510268290718,5,4.94334975369458,1.01145989038366,0.318329604064626,0.363884072330939,"int","Intermediate",1.00296240082595,"Intermediate",1.00296240082595,1.08903254186656,1.0072111456048
"105PS0097_7.22.14_1",9,5.3500957216682,1.68221289266834,8,4.94334975369458,1.61833582461385,0.254347033575571,0.298572787821123,"rc","Reference",0.979452963977317,"Reference",0.979452963977317,1.33083292832283,1.29889439429558
"105PS0097_9.8.09_1",7,5.48784420488517,1.27554641470484,6,4.94334975369458,1.21375186846039,0.339326611936238,0.352689624127842,"other","Reference",1.02647622166333,"Reference",1.02647622166333,1.15101131818409,1.12011404506186
"105PS0097_9.8.09_2",5,5.48784420488517,0.911104581932028,4,4.94334975369458,0.809167912306926,0.371070296222886,0.39245386945745,"other","Reference",1.15598402655321,"Reference",1.15598402655321,1.03354430424262,0.982575969430068
"105PS0107_9.14.09_1",5,5.5654606219832,0.898398235044613,4,4.94334975369458,0.809167912306926,0.344425829103546,0.403470118424676,"int","Intermediate",0.727441690079988,"Intermediate",0.727441690079988,0.8129199625623,0.768304801193457
"105PS0129_8.11.10_1",5,3.92077537976312,1.27525795683355,8,4.94334975369458,1.61833582461385,0.22732197099514,0.298572787821123,"int","Intermediate",1.09366862668007,"Intermediate",1.09366862668007,1.18446329175681,1.35600222564696
"105PS0129_8.11.10_2",5,3.92077537976312,1.27525795683355,8,4.94334975369458,1.61833582461385,0.22732197099514,0.298572787821123,"other","Intermediate",1.09366862668007,"Intermediate",1.09366862668007,1.18446329175681,1.35600222564696
"105PS0149_8.29.12_1",8,4.65874656682377,1.7172000848834,8,4.94334975369458,1.61833582461385,0.263948204945744,0.298572787821123,"int","Intermediate",0.923145035009422,"Intermediate",0.923145035009422,1.32017255994641,1.27074042981164
"105PS0154_8.9.11_1",5,4.91921575597755,1.01642217947531,5,4.94334975369458,1.01145989038366,0.363840925792067,0.431756254644538,"rc","Reference",0.990303869613291,"Reference",0.990303869613291,1.0033630245443,1.00088187999848
"105PS0154_8.9.11_2",4,4.05623682539534,0.986135714501862,5,4.94334975369458,1.01145989038366,0.263351626800964,0.431756254644538,"other","Reference",1.10991834691665,"Reference",1.10991834691665,1.04802703070926,1.06068911865016
"105PS0188_8.26.08_1",2,3.7857705529234,0.528294034739,2,4.94334975369458,0.404583956153463,0.456753670804886,0.520397304008514,"str","Stressed",0.862907815213589,"Stressed",0.862907815213589,0.695600924976294,0.633745885683526
"105PS0188_8.26.08_2",1,3.7857705529234,0.2641470173695,1,4.94334975369458,0.202291978076731,0.745741293199102,0.760464152507253,"other","Stressed",1.0244424643609,"Stressed",1.0244424643609,0.6442947408652,0.613367221218815
"105PS0193_8.29.12_1",7,5.40775599379202,1.29443710256821,7,4.94334975369458,1.41604384653712,0.305292215884451,0.334708187255104,"rv","Reference",1.05974215558229,"Reference",1.05974215558229,1.17708962907525,1.2378930010597
"105PS0195_8.7.12_1",5,4.22848731591475,1.18245595326289,6,4.94334975369458,1.21375186846039,0.272973471408133,0.340535674094081,"rc","Reference",1.08266316863059,"Reference",1.08266316863059,1.13255956094674,1.14820751854549
"105PS0211_8.20.13_1",3,4.21678425893448,0.711442610241116,5,4.94334975369458,1.01145989038366,0.391089563118168,0.412434976467674,"other","Intermediate",1.03739887594309,"Intermediate",1.03739887594309,0.874420743092103,1.02442938316338
"105PS0211_9.16.13_1",3,2.86541551539428,1.04696857537159,5,4.94334975369458,1.01145989038366,0.231837171987351,0.358929898439435,"int","Intermediate",1.1344978798535,"Intermediate",1.1344978798535,1.09073322761254,1.07297888511858
"105PS0231_8.29.13_1",8,6.10313195587451,1.31080239749686,7,4.94334975369458,1.41604384653712,0.312012952678771,0.326871519901011,"int","Intermediate",1.03156843967841,"Intermediate",1.03156843967841,1.17118541858763,1.22380614310776
"105PS0259_9.17.13_1",4,3.59949037093047,1.11126842630391,5,4.94334975369458,1.01145989038366,0.36336621324721,0.417389150359178,"rc","Reference",1.15105820806911,"Reference",1.15105820806911,1.13116331718651,1.08125904922638
"105PS0267_7.21.14_1",6,4.78544477863454,1.25380195103035,6,4.94334975369458,1.21375186846039,0.282384051769863,0.340535674094081,"rc","Reference",1.13677056203844,"Reference",1.13677056203844,1.19528625653439,1.17526121524942
"105PS0276_9.1.09_1",3,3.04439604199769,0.985417126620437,5,4.94334975369458,1.01145989038366,0.319726606494719,0.398067872182314,"other","Intermediate",0.631819511001699,"Intermediate",0.631819511001699,0.808618318811068,0.821639700692679
"105PS0276_9.22.09_1",4,3.03177980628526,1.31935702972475,7,4.94334975369458,1.41604384653712,0.291963790651353,0.337595380490823,"int","Intermediate",1.23090535993232,"Intermediate",1.23090535993232,1.27513119482854,1.32347460323472
"105PS0468_9.1.09_1",11,8.39406289564668,1.31045003316628,7,4.94334975369458,1.41604384653712,0.323559660882499,0.341719942256135,"rc","Reference",1.05677757015823,"Reference",1.05677757015823,1.18361380166226,1.23641070834767
"105PS0540_8.5.10_1",6,5.29404583901825,1.13334870578164,5,4.94334975369458,1.01145989038366,0.375477544077117,0.39311369829081,"other","Intermediate",1.12645367849207,"Intermediate",1.12645367849207,1.12990119213686,1.06895678443786
"105PS0540_9.15.10_1",1,3.09054599696431,0.323567421737858,2,4.94334975369458,0.404583956153463,0.535895767568974,0.597020219936148,"rv","Reference",0.872052156655346,"Reference",0.872052156655346,0.597809789196602,0.638318056404404
"105PS0660_8.3.10_1",7,5.495337501571,1.27380711339364,6,4.94334975369458,1.21375186846039,0.300106017701757,0.358541525995949,"rc","Reference",1.10544880572411,"Reference",1.10544880572411,1.18962795955888,1.15960033709225
"105PS0660_8.3.10_2",13,10.5476644546469,1.23250033748208,6,4.94334975369458,1.21375186846039,0.26222021048654,0.358541525995949,"other","Reference",1.03530921357255,"Reference",1.03530921357255,1.13390477552732,1.12453054101647
"105PS1148_9.18.12_1",7,5.06929174829513,1.38086351063819,6,4.94334975369458,1.21375186846039,0.322898705785823,0.350889038937655,"int","Intermediate",1.21092753986029,"Intermediate",1.21092753986029,1.29589552524924,1.21233970416034
"105PS1404_8.28.13_1",5,4.63427505217267,1.07891740212007,7,4.94334975369458,1.41604384653712,0.329296084130274,0.328108888430604,"int","Intermediate",0.836430846162146,"Intermediate",0.836430846162146,0.957674124141108,1.12623734634963
"105PS1404_8.28.13_2",5,4.63427505217267,1.07891740212007,5,4.94334975369458,1.01145989038366,0.329296084130274,0.362397820163488,"other","Intermediate",1.01501745698728,"Intermediate",1.01501745698728,1.04696742955368,1.01323867368547
"105PS1492_8.6.14_1",11,10.147714212777,1.0839879572239,6,4.94334975369458,1.21375186846039,0.335773137370798,0.407157326130993,"rv","Reference",1.21817278946053,"Reference",1.21817278946053,1.15108037334222,1.21596232896046
"105TMCACC_8.10.10_1",4,3.89960934309554,1.02574377279155,4,4.94334975369458,0.809167912306926,0.319684469650942,0.39245386945745,"rc","Reference",1.03245476494162,"Reference",1.03245476494162,1.02909926886658,0.920811338624273
"105WE0598_7.24.14_1",4,4.08699378725675,0.978714480181497,6,4.94334975369458,1.21375186846039,0.366194019072239,0.396803961287418,"rc","Reference",1.14505535880571,"Reference",1.14505535880571,1.0618849194936,1.17940361363305
"105WLC135_6.26.13_1",12,9.52326644416304,1.26007185353456,7,4.94334975369458,1.41604384653712,0.29163330776594,0.337595380490823,"rc","Reference",0.747737058180183,"Reference",0.747737058180183,1.00390445585737,1.08189045235865
"105WLCABC_8.3.11_1",5,5.536263327161,0.903136231882237,5,4.94334975369458,1.01145989038366,0.324551162792358,0.362397820163488,"rc","Reference",1.10894158533616,"Reference",1.10894158533616,1.0060389086092,1.06020073785991
"106FC1183_7.24.14_1",1,3.21932976274674,0.310623661972049,1,4.94334975369458,0.202291978076731,0.548509376321696,0.679237463738085,"str","Stressed",0.89114281422244,"Stressed",0.89114281422244,0.600883238097245,0.546717396149585
"106FC1313_7.23.14_1",4,3.6590748195233,1.09317250870566,4,4.94334975369458,0.809167912306926,0.38507910627524,0.477278986505095,"str","Stressed",1.10604072304403,"Stressed",1.10604072304403,1.09960661587484,0.957604317675478
"106FCA036_7.15.13_1",3,3.19967003157693,0.937596680405658,3,4.94334975369458,0.606875934230194,0.341911377269679,0.511317829457364,"int","Intermediate",1.12371115992102,"Intermediate",1.12371115992102,1.03065392016334,0.865293547075607
"106FS0040_8.30.11_1",5,5.54200228899619,0.902200998712623,5,4.94334975369458,1.01145989038366,0.365262580279384,0.362397820163488,"rc","Reference",0.96650585893238,"Reference",0.96650585893238,0.934353428822501,0.98898287465802
"106HLCACC_9.23.13_1",5,3.06757732013942,1.62995076511152,5,4.94334975369458,1.01145989038366,0.239529489855224,0.362397820163488,"int","Intermediate",1.16532577304623,"Intermediate",1.16532577304623,1.39763826907887,1.08839283171495
"106MNCAHC_10.1.08_1",4,5.16797016558421,0.773998276274458,4,4.94334975369458,0.809167912306926,0.417237838377923,0.428807491049298,"rv","Reference",0.99245595194687,"Reference",0.99245595194687,0.883227114110664,0.900811932126898
"106MNCAHC_10.1.08_2",4,5.16797016558421,0.773998276274458,4,4.94334975369458,0.809167912306926,0.417237838377923,0.428807491049298,"other","Reference",0.99245595194687,"Reference",0.99245595194687,0.883227114110664,0.900811932126898
"106PS0022_9.30.08_1",1,2.5836854748034,0.387044015129624,1,4.94334975369458,0.202291978076731,0.478686134519459,0.679237463738085,"int","Intermediate",0.89114281422244,"Intermediate",0.89114281422244,0.639093414676032,0.546717396149585
"106PS0051_9.16.08_1",2,3.66941800544056,0.54504556227572,3,4.94334975369458,0.606875934230194,0.457603367462013,0.479069767441861,"int","Intermediate",1.1791088307748,"Intermediate",1.1791088307748,0.86207719652526,0.892992382502497
"106PS0051_9.16.08_2",2,3.66941800544056,0.54504556227572,3,4.94334975369458,0.606875934230194,0.457603367462013,0.479069767441861,"other","Intermediate",1.13807694043537,"Intermediate",1.13807694043537,0.841561251355545,0.872476437332782
"106PS0078_8.26.09_1",9,6.1107401916609,1.47281666667517,8,4.94334975369458,1.61833582461385,0.261729429436615,0.305042816365366,"str","Stressed",1.09495322623439,"Stressed",1.09495322623439,1.28388494645478,1.35664452542412
"106PS0106_9.8.09_1",6,4.12512771620378,1.45450042102493,6,4.94334975369458,1.21375186846039,0.264519141858048,0.331982894440693,"int","Intermediate",0.929486955769215,"Intermediate",0.929486955769215,1.19199368839707,1.0716194121148
"106PS0106_9.8.09_2",6,4.12512771620378,1.45450042102493,6,4.94334975369458,1.21375186846039,0.264519141858048,0.331982894440693,"other","Intermediate",0.974794709906072,"Intermediate",0.974794709906072,1.2146475654655,1.09427328918323
"106PS0115_9.21.10_1",5,3.67528178698288,1.36043990360386,4,4.94334975369458,0.809167912306926,0.28180005944672,0.45028917653539,"rc","Reference",0.982371113219024,"Reference",0.982371113219024,1.17140550841144,0.895769512762975
"106PS0122_9.20.10_1",7,4.66642296288475,1.50007833744943,6,4.94334975369458,1.21375186846039,0.270747634484724,0.331982894440693,"int","Intermediate",1.01448929097854,"Intermediate",1.01448929097854,1.25728381421398,1.11412057971947
"106PS0124_8.16.10_1",4,4.43236728544061,0.902452288450723,5,4.94334975369458,1.01145989038366,0.312577545301385,0.378251176616299,"rc","Reference",1.00860947916795,"Reference",1.00860947916795,0.955530883809337,1.01003468477581
"106PS0142_7.19.10_1",4,5.57820818754382,0.717076140853264,5,4.94334975369458,1.01145989038366,0.406648108780619,0.376764924448848,"int","Intermediate",0.910151651277375,"Intermediate",0.910151651277375,0.813613896065319,0.960805770830518
"106PS0166_8.2.11_1",4,4.94252729982108,0.809302560684854,4,4.94334975369458,0.809167912306926,0.377777975563428,0.402919305976315,"rc","Reference",0.968841347011533,"Reference",0.968841347011533,0.889071953848193,0.88900462965923
"106PS0173_8.4.11_1",7,5.97645764912359,1.1712623783131,7,4.94334975369458,1.41604384653712,0.342715205664181,0.359043101670448,"str","Stressed",1.03384521823199,"Stressed",1.03384521823199,1.10255379827254,1.22494453238455
"106PS0186_9.26.12_1",3,3.10745187373042,0.965421226748904,3,4.94334975369458,0.606875934230194,0.276864734346317,0.438139534883721,"str","Stressed",0.813628167012441,"Stressed",0.813628167012441,0.889524696880672,0.710252050621317
"106PS0206_10.3.12_1",5,4.69009189034816,1.06607719355981,7,4.94334975369458,1.41604384653712,0.352580939485851,0.334708187255104,"int","Intermediate",1.00136882642444,"Intermediate",1.00136882642444,1.03372300999213,1.20870633648078
"106PTCAHC_9.2.08_1",5,4.01819116931831,1.24434099556499,6,4.94334975369458,1.21375186846039,0.290169545486943,0.348188161152375,"int","Intermediate",1.21481065194112,"Intermediate",1.21481065194112,1.22957582375305,1.21428126020075
"106WE0505_7.21.14_1",7,4.87719270628578,1.43525187983208,8,4.94334975369458,1.61833582461385,0.257021727317943,0.305042816365366,"rc","Reference",1.0902650948587,"Reference",1.0902650948587,1.26275848734539,1.35430045973628
"106WE1079_8.8.12_1",5,3.95534102543664,1.26411350319611,5,4.94334975369458,1.01145989038366,0.226793331724976,0.417389150359178,"rc","Reference",0.805342368503631,"Reference",0.805342368503631,1.03472793584987,0.908401129443645
"106WER011_9.11.13_1",3,2.50143259221187,1.19931274955815,5,4.94334975369458,1.01145989038366,0.240144800492177,0.36537032449839,"rv","Reference",1.21181521811655,"Reference",1.21181521811655,1.20556398383735,1.1116375542501
"106WER016_10.20.09_1",4,2.54790723475323,1.56991586877276,5,4.94334975369458,1.01145989038366,0.221764407036762,0.363884072330939,"rc","Reference",0.914271265229198,"Reference",0.914271265229198,1.24209356700098,0.962865577806429
"106WER016_5.18.09_1",4,4.78929679030446,0.835195682192357,5,4.94334975369458,1.01145989038366,0.357745641087884,0.396581620014863,"other","Reference",1.00972912074651,"Reference",1.00972912074651,0.922462401469433,1.01059450556509
"106WER016_6.22.09_1",4,4.28269438160036,0.933991465089152,6,4.94334975369458,1.21375186846039,0.327670786415701,0.371595768624803,"other","Reference",1.04235918996431,"Reference",1.04235918996431,0.988175327526731,1.12805552921235
"106WER016_8.4.09_1",4,4.13721356404065,0.966834304800392,4,4.94334975369458,0.809167912306926,0.371175037780609,0.419443679427155,"other","Reference",0.975236712127595,"Reference",0.975236712127595,0.971035508463993,0.89220231221726
"106WER016_9.16.09_1",6,4.15567413336189,1.44380906862542,7,4.94334975369458,1.41604384653712,0.261001638977036,0.329346256960198,"other","Reference",1.18681659226574,"Reference",1.18681659226574,1.31531283044558,1.30143021940143
"107GWCAPC_9.15.10_1",2,3.31520073810125,0.603281718966279,2,4.94334975369458,0.404583956153463,0.365647765087716,0.562256119191203,"int","Intermediate",0.987012013844119,"Intermediate",0.987012013844119,0.795146866405199,0.695797984998791
"107LLM101_9.13.10_1",3,3.19759978818598,0.938203714887635,4,4.94334975369458,0.809167912306926,0.313460688108596,0.457449738364087,"rc","Reference",0.975650200374137,"Reference",0.975650200374137,0.956926957630886,0.892409056340531
"107PS0021_7.14.14_1",7,4.74929996190079,1.47390142887467,6,4.94334975369458,1.21375186846039,0.262408502931713,0.340535674094081,"rc","Reference",1.08730611389245,"Reference",1.08730611389245,1.28060377138356,1.15052899117642
"107PS0021_9.3.08_1",3,3.98592340686906,0.752648682317881,3,4.94334975369458,0.606875934230194,0.355794228460505,0.438139534883721,"other","Reference",1.0179709051616,"Reference",1.0179709051616,0.885309793739741,0.812423419695897
"107RWCBHW_8.3.11_1",5,4.99179228991312,1.00164424110824,5,4.94334975369458,1.01145989038366,0.317977731946897,0.407976219965321,"int","Intermediate",0.852037953861486,"Intermediate",0.852037953861486,0.926841097484863,0.931748922122573
"107RWCBHW_8.3.11_2",5,4.99179228991312,1.00164424110824,5,4.94334975369458,1.01145989038366,0.317977731946897,0.407976219965321,"other","Intermediate",0.852037953861486,"Intermediate",0.852037953861486,0.926841097484863,0.931748922122573
"107WER092_8.27.12_1",4,3.81711599643308,1.04791156562646,4,4.94334975369458,0.809167912306926,0.289247018232295,0.45028917653539,"rc","Reference",1.13518431427349,"Reference",1.13518431427349,1.09154793994998,0.972176113290208
"108PS0197_8.16.12_1",2,5.56035881361947,0.3596890177485,2,4.94334975369458,0.404583956153463,0.565523879449475,0.57644554806669,"int","Intermediate",0.872052156655346,"Intermediate",0.872052156655346,0.615870587201923,0.638318056404404
"109PS0162_7.20.11_1",2,5.61553577155027,0.356154796508021,2,4.94334975369458,0.404583956153463,0.596210170330082,0.599148634267471,"str","Stressed",1.08843650748904,"Stressed",1.08843650748904,0.722295651998531,0.746510231821252
"110ECSLSF_7.26.11_1",2,4.52223710146743,0.442258987117464,2,4.94334975369458,0.404583956153463,0.523153717418442,0.520397304008514,"str","Stressed",0.894587031137058,"Stressed",0.894587031137058,0.668423009127261,0.649585493645261
"110FCA102_7.25.13_1",1,3.77283211661713,0.26505287515858,1,4.94334975369458,0.202291978076731,0.595025972786942,0.679237463738085,"str","Stressed",0.862555669314457,"Stressed",0.862555669314457,0.563804272236519,0.532423823695594
"110PS0114_7.21.10_1",1,4.42940489280331,0.225763962473774,1,4.94334975369458,0.202291978076731,0.640084824032648,0.679237463738085,"int","Intermediate",0.89114281422244,"Intermediate",0.89114281422244,0.558453388348107,0.546717396149585
"110SMCATH_7.27.11_1",1,4.16774985295495,0.239937624685175,1,4.94334975369458,0.202291978076731,0.627928944001017,0.679237463738085,"int","Intermediate",1.09759400604233,"Intermediate",1.09759400604233,0.668765815363752,0.64994299205953
"111BBRBCC_9.23.09_1",1,4.59282870601931,0.217730741555724,1,4.94334975369458,0.202291978076731,0.794475171666428,0.809365934521343,"rc","Reference",0.681859208888799,"Reference",0.681859208888799,0.449794975222262,0.442075593482765
"111BGCAER_10.6.09_1",3,4.25239377538328,0.705484994679168,3,4.94334975369458,0.606875934230194,0.368061900873822,0.438139534883721,"other","Reference",0.943353710106548,"Reference",0.943353710106548,0.824419352392858,0.775114822168371
"111BGCAER_6.11.14_1",4,5.5071120837815,0.726333500961428,5,4.94334975369458,1.01145989038366,0.413161052175907,0.42085707208323,"rv","Reference",1.02370471222754,"Reference",1.02370471222754,0.875019106594484,1.0175823013056
