"","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null","Type","Type","Means","Type.null","Means.null","ASCI","ASCI.null"
"000CAT148_8.10.10_1",9,9.85197131717599,0.913522757045521,9,10.0047846889952,0.899569583931133,0.230762148676941,0.254783484390735,"other","Reference",1.19489389917519,"Reference",1.19489389917519,1.05420832811036,1.04723174155316
"000CAT228_8.10.10_1",8,9.57484250501913,0.835522881531096,9,10.0047846889952,0.899569583931133,0.280583797231855,0.254783484390735,"other","Reference",1.15093001901289,"Reference",1.15093001901289,0.993226450271993,1.02524980147201
"102PS0139_8.9.10_1",11,10.0836297592016,1.09087702173537,10,10.0047846889952,0.999521759923482,0.207217595816707,0.23535039464243,"int","Intermediate",0.934295156094099,"Intermediate",0.934295156094099,1.01258608891473,0.966908458008791
"102PS0177_8.28.12_1",9,10.6916223678089,0.841780572712507,10,10.0047846889952,0.999521759923482,0.285050651376165,0.270509447500598,"rc","Reference",1.19717670351381,"Reference",1.19717670351381,1.01947863811316,1.09834923171865
"102PS0177_8.28.12_2",10,12.5745186783477,0.795259067626912,9,10.0047846889952,0.899569583931133,0.250882185910118,0.288519637462236,"other","Reference",1.20945418070633,"Reference",1.20945418070633,1.00235662416662,1.05451188231873
"103CDCHHR_9.14.10_1",11,10.5110238229342,1.04652031860102,10,10.0047846889952,0.999521759923482,0.189248211164245,0.22195646974408,"rc","Reference",0.836777291424062,"Reference",0.836777291424062,0.941648805012541,0.918149525673772
"103CDCHHR_9.14.10_2",10,8.95981572871573,1.11609438215906,10,10.0047846889952,0.999521759923482,0.131534693915296,0.214541975603923,"other","Reference",0.904900820576488,"Reference",0.904900820576488,1.01049760136777,0.952211290249985
"103FC1106_7.15.14_1",10,9.35515958599808,1.06892885237009,10,10.0047846889952,0.999521759923482,0.27241503191195,0.239416407558,"other",NA,0.989300683064672,NA,0.989300683064672,1.02911476771738,0.994411221494077
"103FCA168_7.24.13_1",10,7.47659929573587,1.33750647914264,11,10.0047846889952,1.09947393591583,0.222395491856197,0.223917995444191,"int","Intermediate",0.950784439002188,"Intermediate",0.950784439002188,1.14414545907241,1.02512918745901
"103KLCMSR_9.14.10_1",11,10.3798646752698,1.05974406643352,10,10.0047846889952,0.999521759923482,0.211915335585042,0.255202104759627,"rc","Reference",0.976931880578894,"Reference",0.976931880578894,1.01833797350621,0.988226820251188
"103PS0217_9.10.13_1",11,9.44972834116238,1.16405462706105,12,10.0047846889952,1.19942611190818,0.135826194590778,0.203087627745162,"int","Intermediate",0.847200142205695,"Intermediate",0.847200142205695,1.00562738463337,1.02331312705694
"103RDCBCC_7.21.11_1",12,9.27960253983605,1.29315883395713,11,10.0047846889952,1.09947393591583,0.229285945369615,0.208883826879271,"int","Intermediate",0.91152708895334,"Intermediate",0.91152708895334,1.10234296145524,1.00550051243459
"103STCNSR_8.9.11_1",3,8.78285996697182,0.341574385938246,3,10.0047846889952,0.299856527977044,0.585727493142648,0.614054451802796,"rv","Reference",0.948181836157592,"Reference",0.948181836157592,0.644878111047919,0.624019182067318
"103WER026_8.15.12_1",8,8.10073577181919,0.987564614541604,11,10.0047846889952,1.09947393591583,0.170535996080597,0.210706150341686,"rc","Reference",1.08827440840148,"Reference",1.08827440840148,1.03791951147154,1.09387417215865
"103WER026_8.15.12_2",13,12.4301272659194,1.0458460900592,11,10.0047846889952,1.09947393591583,0.181051478858096,0.210706150341686,"other","Reference",1.20763016642718,"Reference",1.20763016642718,1.12673812824319,1.15355205117151
"103WER029_7.16.14_1",3,8.05605048306398,0.372390913674985,4,10.0047846889952,0.399808703969393,0.619990434854554,0.611889306457123,"rv","Reference",0.826728235981986,"Reference",0.826728235981986,0.599559574828485,0.61326846997569
"103WER030_8.10.11_1",8,9.95119968416823,0.803923170462304,7,10.0047846889952,0.699665231946437,0.283705104036034,0.333427124366911,"rv","Reference",0.968285295416608,"Reference",0.968285295416608,0.886104232939456,0.833975263681523
"105BVCAGC_9.21.10_1",9,10.4963300679033,0.857442548183679,8,10.0047846889952,0.799617407938785,0.304084802522695,0.317565771990433,"rc","Reference",0.99101135381909,"Reference",0.99101135381909,0.924226951001385,0.895314380878937
"105CE0329_7.23.14_1",5,10.7189309925513,0.466464426674127,4,10.0047846889952,0.399808703969393,0.555957506821406,0.611889306457123,"rc","Reference",0.824471766298289,"Reference",0.824471766298289,0.645468096486208,0.612140235133841
"105CLCATC_8.10.10_1",8,9.23801934780196,0.865986495460575,9,10.0047846889952,0.899569583931133,0.291532090095135,0.257552870090634,"rc","Reference",1.08974062650201,"Reference",1.08974062650201,0.977863560981292,0.994655105216572
"105CR0901_7.23.14_1",8,9.17812860183038,0.871637383508068,8,10.0047846889952,0.799617407938785,0.357962106583309,0.34228009566835,"other",NA,1.10016173278733,NA,1.10016173278733,0.985899558147699,0.949889570363058
"105CR0901_8.11.14_1",10,10.0437825045085,0.995640835064988,10,10.0047846889952,0.999521759923482,0.282746094961193,0.271466156421909,"other",NA,1.06851163836248,NA,1.06851163836248,1.03207623671373,1.03401669914298
"105CR0906_8.12.14_1",9,10.0813525910286,0.892737350344153,10,10.0047846889952,0.999521759923482,0.296374492256712,0.271466156421909,"other",NA,1.20999361615881,NA,1.20999361615881,1.05136548325148,1.10475768804115
"105CR0908_7.22.14_1",8,10.7562624121985,0.74375277335437,9,10.0047846889952,0.899569583931133,0.391013349198648,0.289526686807654,"other",NA,0.843940246421709,NA,0.843940246421709,0.793846509888039,0.871754915176421
"105CR0913_8.12.14_1",9,10.089203994551,0.89204262346769,9,10.0047846889952,0.899569583931133,0.330132760138217,0.324773413897281,"other",NA,1.00669347431257,NA,1.00669347431257,0.94936804889013,0.953131529121851
"105CR1004_7.23.14_1",6,9.15636620122862,0.655281786260898,7,10.0047846889952,0.699665231946437,0.441677112760114,0.397017445132245,"other",NA,0.825748347256462,NA,0.825748347256462,0.74051506675868,0.762706789601449
"105DLCDCC_10.20.09_1",12,11.7685269793539,1.01966881845554,10,10.0047846889952,0.999521759923482,0.270291639480053,0.241090648170294,"rc","Reference",0.964129817125146,"Reference",0.964129817125146,0.991899317790343,0.981825788524314
"105DLCDCC_5.19.09_1",12,10.9422965748405,1.09666192265264,11,10.0047846889952,1.09947393591583,0.30775767588315,0.197949886104784,"other","Reference",1.08836689199323,"Reference",1.08836689199323,1.09251440732293,1.09392041395453
"105DLCDCC_6.23.09_1",13,11.0792416785804,1.17336550434972,11,10.0047846889952,1.09947393591583,0.270830703582715,0.197949886104784,"other","Reference",1.1285604825068,"Reference",1.1285604825068,1.15096299342826,1.11401720921131
"105DLCDCC_8.5.09_1",13,12.5991267555294,1.03181754198121,12,10.0047846889952,1.19942611190818,0.213534626832338,0.196129593389867,"other","Reference",1.043143343379,"Reference",1.043143343379,1.0374804426801,1.12128472764359
"105DLCDCC_9.15.09_1",13,12.91829972318,1.00632438312864,10,10.0047846889952,0.999521759923482,0.201064726222043,0.239416407558,"other","Reference",1.07500974594193,"Reference",1.07500974594193,1.04066706453529,1.03726575293271
"105FC1116_8.5.14_1",22,20.0884194526317,1.09515833497383,10,10.0047846889952,0.999521759923482,0.204175621588936,0.254484573068644,"other",NA,1.15553765624224,NA,1.15553765624224,1.12534799560804,1.07752970808286
"105FC1120_7.30.14_1",12,10.0278509224997,1.19666717153476,12,10.0047846889952,1.19942611190818,0.225396661039235,0.226136116547075,"other",NA,1.09470402389285,NA,1.09470402389285,1.1456855977138,1.14706506790051
"105FC1297_7.22.14_1",9,8.37990501493059,1.07399785367072,11,10.0047846889952,1.09947393591583,0.269055144337489,0.219817767653759,"other",NA,0.940051566784592,NA,0.940051566784592,1.00702471022766,1.01976275135021
"105FCA116_7.16.13_1",6,6.62229724765173,0.90603000373135,8,10.0047846889952,0.799617407938785,0.352851813792451,0.316237044910975,"rc","Reference",0.790532153132895,"Reference",0.790532153132895,0.848281078432123,0.79507478053584
"105FS0416_9.24.13_1",12,9.43012841739882,1.27251713538277,13,10.0047846889952,1.29937828790053,0.177908514575782,0.177412645590682,"rc","Reference",0.975820815315871,"Reference",0.975820815315871,1.12416897534932,1.1375995516082
"105FS0425_8.10.11_1",10,11.2639589262532,0.887787328191751,8,10.0047846889952,0.799617407938785,0.285837181732842,0.35078394897688,"rc","Reference",1.06455683208727,"Reference",1.06455683208727,0.976172080139511,0.932087120013028
"105FS0428_8.3.11_1",9,10.3910101557011,0.866133308036669,8,10.0047846889952,0.799617407938785,0.245630633171604,0.301355301621047,"rc","Reference",0.971947958924879,"Reference",0.971947958924879,0.919040633480774,0.885782683431832
"105NWC151_6.26.13_1",22,17.8466222664439,1.23272626447445,14,10.0047846889952,1.39933046389287,0.188698873777317,0.166434123978473,"rc","Reference",1.13191712408067,"Reference",1.13191712408067,1.18232169427756,1.26562379398677
"105PS0028_8.12.08_1",8,10.3216809286202,0.77506755491903,9,10.0047846889952,0.899569583931133,0.290566161093977,0.267623363544814,"other","Intermediate",0.913071716631828,"Intermediate",0.913071716631828,0.844069635775429,0.90632065028148
"105PS0028_8.26.08_1",13,10.8974168120848,1.19294326574565,12,10.0047846889952,1.19942611190818,0.184533007227688,0.187866927592955,"int","Intermediate",0.99523023013829,"Intermediate",0.99523023013829,1.09408674794197,1.09732817102323
"105PS0043_9.17.08_1",11,10.119850956453,1.08697253026101,11,10.0047846889952,1.09947393591583,0.202578401747339,0.20501138952164,"rc","Reference",1.00172282563984,"Reference",1.00172282563984,1.04434767795043,1.05059838077783
"105PS0067_8.24.09_1",9,12.2179054166617,0.73662380687009,9,10.0047846889952,0.899569583931133,0.34597156108974,0.300604229607251,"other","Intermediate",0.978400653347134,"Intermediate",0.978400653347134,0.857512230108612,0.938985118639133
"105PS0067_8.24.09_2",10,12.2179054166617,0.818470896522322,10,10.0047846889952,0.999521759923482,0.299259785490455,0.254006218607989,"other","Intermediate",0.934272533702004,"Intermediate",0.934272533702004,0.876371715112163,0.966897146812743
"105PS0067_9.15.09_1",11,12.2426584320474,0.898497663808495,10,10.0047846889952,0.999521759923482,0.283059132717215,0.254006218607989,"int","Intermediate",0.920062920375438,"Intermediate",0.920062920375438,0.909280292091966,0.95979234014946
"105PS0069_8.18.09_1",9,9.55553716688158,0.941862277632386,9,10.0047846889952,0.899569583931133,0.294465146386027,0.259063444108761,"int","Intermediate",1.02026529849719,"Intermediate",1.02026529849719,0.981063788064788,0.959917441214162
"105PS0083_9.8.09_1",11,10.0807419480535,1.09118952321996,13,10.0047846889952,1.29937828790053,0.22818660140974,0.179492512479201,"rc","Reference",1.12998130483186,"Reference",1.12998130483186,1.11058541402591,1.2146797963662
"105PS0090_8.25.09_1",11,9.57628304787,1.14867114359644,12,10.0047846889952,1.19942611190818,0.183456414148985,0.197869101978691,"other","Reference",1.09139284923552,"Reference",1.09139284923552,1.12003199641598,1.14540948057185
