"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"104","SMC02591","SMC02591_40745_BMI_RWB_1","7/21/11",1,0.929770024,0.33,0.975674598,0.45,0.88386545,0.26,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,2
"105","SMC02622","SMC02622_40344_BMI_RWB_1","6/15/10",1,0.416283489,0,0.517270653,0.01,0.315296325,0,199,0.3,2.19,136,NA,NA,NA,1880.9,0,1,0,0,2,0,0,2,9,136,2811.81,0.1,249,108,0,40.47,-1
"106","SMC02712","SMC02712_41067_BMI_RWB_1","6/7/12",1,0.990324669,0.48,1.251054292,0.91,0.729595045,0.07,46,0.09,0.17,2,NA,NA,NA,0,-1,3,0,0,1,0,10,0,0,1,0.5,0.01,7,6,0,0.28,1
"107","SMC02884","SMC02884_40352_BMI_RWB_1","6/23/10",1,0.580362908,0,0.645934774,0.03,0.514791041,0,225,-0.04,-0.05,163,NA,NA,NA,357.27,-212,-35,-210,1,5,3,21,124.5,18,-36,350.54,0,237,51,0,4.73,31
"108","SMC02902","SMC02902_40757_BMI_RWB_1","8/2/11",1,0.78041601,0.09,1.008922689,0.52,0.55190933,0.01,186,0.35,1.1,85,1,21.35,-9,67.94,0,1,-11,0,8,3,37.5,329,0,86,76.65,0.12,237,153,0,0,0
"109","SMC02972","SMC02972_41108_BMI_RWB_1","7/18/12",1,1.061015996,0.65,1.179361688,0.83,0.942670304,0.37,1,0.2,0.01,7,NA,NA,NA,0,0,4,2,0,0,0,0,0,0,7,0.75,0.43,80,79,0,1.6,2
"110","SMC02984","SMC02984_40352_BMI_RWB_1","6/23/10",1,0.540908922,0,0.567199849,0.01,0.514617996,0,61,0.02,3.54,70,NA,NA,NA,175.63,1,-27,0,1,4,0,21,47,0,71,315.82,0.16,64,119,1,9.49,14
"111","SMC03011","SMC03011_41438_BMI_RWB_1","6/13/13",1,0.645521408,0.01,0.789278567,0.13,0.501764249,0,41,0.05,0.45,51,NA,NA,NA,80.61,1,0,-23,1,6,1,-3,64,2,-1,47.16,0,104,153,6.78,6.22,-4
"112","SMC03216","SMC03216_40751_BMI_RWB_1","7/27/11",1,0.966241012,0.42,0.981856095,0.46,0.950625929,0.39,2,0,0.01,4,NA,NA,NA,-0.02,0,1,0,0,1,0,0,35,0,4,1.92,0,0,1,0.02,0.11,0
"113","SMC03268","SMC03268_39961_BMI_RWB_1","5/28/09",1,0.695677804,0.03,0.850225668,0.22,0.54112994,0.01,222,2.96,10.65,160,NA,NA,NA,458.31,-213,-351,-223,1,5,2,20.5,177,-1,-62,1204.95,0,237,76,19.17,28.37,39
"114","SMC03280","SMC03280_40766_BMI_RWB_1","8/11/11",1,0.931069654,0.33,0.89661147,0.29,0.965527839,0.42,1,0,0.01,6,-7,2.52,0,0.03,0,0,0,0,2,0,0,8,0,6,2.39,0,1,2,1,0.15,0
"115","SMC03304","SMC03304_40723_BMI_RWB_1","6/29/11",1,0.591738396,0.01,0.671240482,0.04,0.512236311,0,NA,NA,NA,NA,NA,NA,NA,0,-361,0,-360,1,0,3,161,0,165.5,NA,12.24,NA,176,NA,NA,NA,NA
"116","SMC03438","SMC03438_41092_BMI_RWB_1","7/2/12",1,0.831429441,0.15,1.03859787,0.58,0.624261012,0.02,57,0.02,0.46,58,NA,NA,NA,7.29,0,-26,0,0,5,0,0,26,0,87,11.27,0.01,62,62,0.49,1.1,5
"117","SMC03523","SMC03523_41436_BMI_RWB_2","6/11/13",2,0.517912075,0,0.597910067,0.02,0.437914084,0,23,0.03,0.33,51,-8,-2.41,-63,64.45,0,2,-2,0,9,0,0,68.5,-4.5,54,99.21,0,86,112,1.34,1.19,-4
"118","SMC03944","SMC03944_40371_BMI_RWB_1","7/12/10",1,0.428265381,0,0.450679454,0,0.405851308,0,40,0.02,0.54,54,NA,NA,NA,5.87,0,-17,-27,0,4,3,0,26.5,47,50,19.89,0.16,64,70,1.49,1.1,6
"119","SMC03984","SMC03984_41078_BMI_RWB_1","6/18/12",1,0.731368232,0.05,0.775013382,0.12,0.687723082,0.04,19,0.03,0.58,0,0,0.01,0,-0.03,0,0,0,0,0,0,0,0,0,0,2.52,0,0,1,0.09,0.11,0
"120","SMC04000","SMC04000_41120_BMI_RWB_1","7/30/12",1,1.024990931,0.56,1.293637544,0.94,0.756344319,0.09,1,0.01,0.01,1,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,1,12.55,0.01,0,1,0.19,0.2,0
"121","SMC04008","SMC04008_41079_BMI_RWB_1","6/19/12",1,0.871468272,0.21,1.097318517,0.7,0.645618026,0.02,23,0.29,3.92,17,0,101.59,-61,238.77,0,-11,1,1,5,1,59,40,29.5,16,232.63,0,93,169,12.35,47.29,-3
"122","SMC04134","SMC04134_40750_BMI_RWB_1","7/26/11",1,0.77333209,0.08,0.868412406,0.24,0.678251774,0.04,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2176.16,0,0,0,0,0,0
"123","SMC04175","SMC04175_39975_BMI_RWB_1","6/11/09",1,0.883390898,0.23,0.941029237,0.38,0.82575256,0.17,56,0.66,1.34,157,NA,NA,NA,36.52,0,0,0,0,0,0,0,18.5,0,157,48.78,0,199,57,0.1,1.81,9
"124","SMC04204","SMC04204_41101_BMI_RWB_1","7/11/12",1,0.971601847,0.43,1.215843863,0.87,0.727359831,0.06,18,0.8,1.42,6,NA,NA,NA,0.27,0,-64,0,0,3,0,0,93,0,8,0.67,0,59,84,0.49,0.37,3
"125","SMC04239","SMC04239_39975_BMI_RWB_1","6/11/09",1,0.872204764,0.21,1.055283193,0.61,0.689126334,0.04,15,1.02,2.04,150,NA,NA,NA,39.45,0,0,0,0,0,0,0,0,0,150,153.17,0,199,10,1.8,8.41,3
"126","SMC04264","SMC04264_40368_BMI_RWB_1","7/9/10",1,0.531260106,0,0.528422196,0.01,0.534098016,0,31,0.08,1.16,18,NA,NA,NA,92.67,-20,-11,0,0,7,0,-4.5,39.5,0,11,74.3,0,93,182,5.79,10.65,-1
"127","SMC04294","SMC04294_41466_BMI_RWB_1","7/11/13",1,0.851577738,0.18,1.05454853,0.61,0.648606947,0.02,148,-0.04,0.28,84,0,23.64,-9,161.81,0,0,-1,1,8,2,0,329,0,42,170.16,0.13,237,110,0,0,0
"128","SMC04308","SMC04308_39981_BMI_RWB_1","6/17/09",1,0.793161948,0.1,1.016949406,0.54,0.56937449,0.01,176,0.09,0.27,141,NA,NA,NA,125,0,-7,0,0,5,0,0,176,0,141,461.94,0.07,205,117,0,-0.11,-2
"129","SMC04383","SMC04383_40338_BMI_RWB_1","6/9/10",1,0.955334229,0.39,1.035430983,0.57,0.875237475,0.24,10,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0.39,0,17,0,0.28,0.32,10
"130","SMC04426","SMC04426_40749_BMI_RWB_1","7/25/11",1,0.845455533,0.17,0.782740399,0.13,0.908170666,0.3,0,0,0,0,0,0.32,0,0.53,0,1,0,0,4,0,0,119,0,3,2.05,0,0,0,0,0.12,0
"131","SMC04432","SMC04432_41086_BMI_RWB_1","6/26/12",1,0.898596438,0.26,0.872294378,0.25,0.924898497,0.34,47,0.09,0.18,2,NA,NA,NA,0,-29,30,0,0,0,0,26,0,0,1,0.01,0.01,11,11,0,0,1
"132","SMC04682","SMC04682_40749_BMI_RWB_1","7/25/11",1,1.151839335,0.83,1.204077963,0.86,1.099600708,0.71,NA,NA,NA,0,NA,NA,NA,0,0,0,-9,0,0,2,0,0,-3.5,0,0.65,0,0,2,0,0.27,0
"133","SMC04749","SMC04749_39987_BMI_RWB_1","6/23/09",1,0.612346376,0.01,0.648159101,0.03,0.576533651,0.01,120,0.15,0.51,133,-6,-18.74,-12,59.54,0,-1,0,0,8,0,0,150,0,134,113.46,0.01,216,57,0,2.4,8
"134","SMC04750","SMC04750_40729_BMI_RWB_1","7/5/11",1,1.001889098,0.5,1.173052684,0.82,0.830725512,0.17,11,0.72,6.65,61,NA,NA,NA,10.16,0,-11,0,0,4,1,0,78,20.5,63,183,0.13,76,81,2.2,61.76,5
"135","SMC04756","SMC04756_40366_BMI_RWB_1","7/7/10",1,0.556401801,0,0.639941915,0.03,0.472861687,0,223,0.03,0.04,155,NA,NA,NA,226.53,-215,-352,-228,2,5,2,-1,177,-1,-59,521.76,0,237,75,2.23,27.54,34
"136","SMC04806","SMC04806_41466_BMI_RWB_1","7/11/13",1,0.767225453,0.07,0.911586085,0.32,0.622864821,0.02,-124,0,-0.06,154,7,114.9,-9,100.74,-29,-337,-13,2,13,4,-21.5,241.5,104.5,19,839,0.03,142,165,0,0.81,9
"137","SMC04880","SMC04880_41066_BMI_RWB_1","6/6/12",1,1.004149301,0.51,1.238670239,0.9,0.769628363,0.1,42,0.2,0.17,8,NA,NA,NA,0,0,2,0,0,2,0,0,0,0,8,2.06,0.02,32,32,0.01,0.49,1
"138","SMC05146","SMC05146_41100_BMI_RWB_1","7/10/12",1,0.986255668,0.47,1.088354172,0.68,0.884157164,0.26,0,0,0,2,NA,NA,NA,0.87,0,1,0,0,1,0,0,23.5,0,2,0.81,0,0,2,0,0.09,0
"139","SMC05199","SMC05199_40730_BMI_RWB_1","7/6/11",1,1.028813813,0.57,1.160963949,0.8,0.896663678,0.28,12,0.16,0.19,158,NA,NA,NA,30.31,0,1,0,0,1,0,0,0,0,158,51.45,0,199,10,0.33,3.9,1
"140","SMC05230","SMC05230_41092_BMI_RWB_1","7/2/12",1,0.685192291,0.02,0.841807591,0.2,0.528576992,0,221,0.96,55.99,154,NA,NA,NA,5519.14,0,1,-5,0,6,1,0,150,8,83,7993.34,0,240,83,-5.1,1245.36,105
"141","SMC05296","SMC05296_41086_BMI_RWB_1","6/26/12",1,1.009413346,0.52,1.112443863,0.72,0.906382829,0.3,1,0.62,4.57,74,2,49.54,0,5.82,0,0,0,0,0,0,0,0,0,1,23.04,0,47,3,4.94,10.07,1
"142","SMC05402","SMC05402_40752_BMI_RWB_1","7/28/11",1,0.95275886,0.38,1.043211147,0.59,0.862306574,0.22,4,0.03,0.17,0,-1,15.4,-2,6.27,0,0,-2,1,1,2,0,144,10,16,3.66,0,0,86,0,2.96,3
"143","SMC05423","SMC05423_40339_BMI_RWB_1","6/10/10",1,0.762307504,0.07,0.993530304,0.49,0.531084705,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,237.87,0,160,0,0,0,0
"144","SMC05702","SMC05702_40336_BMI_RWB_1","6/7/10",1,0.5475222,0,0.657312117,0.04,0.437732284,0,167,0.18,0.87,75,1,67.04,-8,61.96,-4,-171,-3,0,11,5,19.5,259.5,129,77,203.95,0.06,237,43,-0.54,-0.46,0
"145","SMC05759","SMC05759_40350_BMI_RWB_1","6/21/10",1,0.802003816,0.11,0.886335386,0.28,0.717672246,0.06,199,7.8,57.56,131,NA,NA,NA,347.45,0,0,0,0,4,0,0,143,0,95,781.81,0,205,39,19.21,332.39,3
"146","SMC05902","SMC05902_40722_BMI_RWB_1","6/28/11",1,0.545537297,0,0.660999668,0.04,0.430074926,0,13,0.33,2.45,45,-2,19.08,-8,28.35,0,0,0,0,7,0,0,52,0,17,160.07,0.09,120,126,0.03,3.59,2
"147","SMC05956","SMC05956_41079_BMI_RWB_1","6/19/12",1,0.677897082,0.02,0.733588772,0.08,0.622205392,0.02,199,-0.03,-0.04,158,NA,NA,NA,299.76,-211,-354,-218,2,5,3,-1,177,18,-38,324.54,0,237,44,0,5.75,31
"148","SMC06079","SMC06079_41451_BMI_RWB_2","6/26/13",2,0.752621865,0.06,0.760809435,0.1,0.744434296,0.08,1,0.05,0.44,8,0,3.4,0,1.25,0,0,0,0,0,0,0,0,0,1,1.78,0.01,161,0,0.3,1.8,0
"149","SMC06216","SMC06216_39959_BMI_RWB_1","5/26/09",1,0.834034693,0.15,0.967340652,0.43,0.700728735,0.05,3,0.12,0.89,1,0,23.36,-1,15.55,0,0,0,0,1,0,0,31,0,2,109.7,0,18,18,6.59,5.54,1
"150","SMC06298","SMC06298_41107_BMI_RWB_1","7/17/12",1,1.010566495,0.53,1.08869514,0.68,0.932437851,0.35,NA,NA,NA,0,NA,NA,NA,0,0,0,2,0,0,1,0,0,0,0,0.34,0,0,0,0,0.59,0
"151","SMC06302","SMC06302_41088_BMI_RWB_1","6/28/12",1,0.582566114,0,0.712893228,0.07,0.452239,0,57,0.11,2.53,38,2,166.51,-61,258.45,0,0,0,0,1,0,0,19,0,32,306.63,0,102,152,2.18,5.02,0
"152","SMC06356","SMC06356_41435_BMI_RWB_1","6/10/13",1,0.83260841,0.15,1.012123205,0.53,0.653093615,0.03,178,0.09,0.26,141,NA,NA,NA,128.12,0,-7,0,0,5,0,0,176,0,141,464.3,0.08,205,117,0,-0.11,-2
"153","SMC06467","SMC06467_40357_BMI_RWB_1","6/28/10",1,0.848509332,0.17,0.904574803,0.31,0.79244386,0.12,0,0,0,0,NA,NA,NA,0,0,4,0,0,2,0,0,44,0,0,0.14,0,0,0,0.01,0.02,0
"154","SMC06740","SMC06740_41435_BMI_RWB_1","6/10/13",1,0.57211394,0,0.657182762,0.04,0.487045118,0,3,0.02,0.27,65,10,-0.87,-27,48.84,0,-2,-8,0,6,3,84,93,42.5,23,178.7,0,212,133,0.34,5.35,-5
"155","SMC06794","SMC06794_41108_BMI_RWB_1","7/18/12",1,0.972985463,0.43,0.920559985,0.34,1.02541094,0.56,0,0.02,0.01,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0.96,0,0,4,0.02,1.23,0
"156","SMC06863","SMC06863_40745_BMI_RWB_1","7/21/11",1,1.033017142,0.58,1.187720075,0.84,0.878314208,0.25,1,0,0.02,0,0,0.65,0,0.25,0,0,0,0,0,0,0,0,0,0,0.91,0,17,0,0.06,0.43,1
"157","SMC06918","SMC06918_41106_BMI_RWB_1","7/16/12",1,0.621776147,0.01,0.782600603,0.13,0.460951692,0,-76,-0.05,-0.08,84,NA,NA,NA,105.82,0,0,-2,0,6,0,-1,153,23,29,132.49,0.12,237,132,0.01,0.11,-18
"158","SMC06926","SMC06926_39995_BMI_RWB_1","7/1/09",1,0.757616152,0.07,0.932918475,0.36,0.582313829,0.01,0,0,0,9,NA,NA,NA,0,1,0,-344,1,0,3,0,0,218,10,18.65,0,177,2,0,1.49,0
"159","SMC07126","SMC07126_41102_BMI_RWB_1","7/12/12",1,0.389572009,0,0.454375503,0,0.324768515,0,47,0.44,130.86,124,NA,NA,NA,320.22,-11,-21,-26,3,8,5,0,102.5,103.5,116,1000.4,0.16,196,167,10,39.99,33
"160","SMC08094","SMC08094_41088_BMI_RWB_1","6/28/12",1,0.484394064,0,0.584840066,0.01,0.383948062,0,145,-0.06,-0.08,84,NA,NA,NA,75.37,1,0,0,1,1,0,-1,15,0,85,136.8,0.17,197,101,0,0.28,-2
"161","SMC08150","SMC08150_40332_BMI_RWB_1","6/3/10",1,0.720531728,0.04,0.788491753,0.13,0.652571704,0.03,123,5.87,10.65,152,1,-732.45,-7,217.39,0,-92,-1,1,8,1,0,329,0,152,509.94,0,238,125,0,1.01,0
"162","SMC08335","SMC08335_41449_BMI_RWB_1","6/24/13",4,0.83712331,0.15,0.998876636,0.5,0.675369983,0.03,NA,NA,NA,0,NA,NA,NA,0,0,0,-351,0,0,4,0,0,175,0,147.78,0,182,5,0,0.04,0
"163","SMC08655","SMC08655_41081_BMI_RWB_1","6/21/12",1,1.107137242,0.75,1.199722006,0.85,1.014552478,0.53,1,0.11,0.01,4,1,0.97,0,0.02,0,0,0,0,0,0,0,0,0,4,0.41,0,0,15,0.04,0.36,0
"164","SMC08766","SMC08766_39959_BMI_RWB_1","5/26/09",1,0.348630471,0,0.256491183,0,0.440769759,0,289,0.78,3.25,142,NA,NA,NA,1354.25,0,0,0,0,2,0,0,15,0,142,3547.36,0.13,249,93,0,8.3,-1
"165","SMC08845","SMC08845_39986_BMI_RWB_1","6/22/09",1,0.500582554,0,0.5137712,0.01,0.487393908,0,5,0,0.13,10,NA,NA,NA,0.57,-19,-19,-17,1,6,3,-36,18,-30,15,1.76,0.1,37,39,0.01,0.4,12
"166","SMC09118","SMC09118_41416_BMI_RWB_1","5/22/13",1,0.440438387,0,0.497516271,0,0.383360503,0,141,-0.08,-0.13,84,NA,NA,NA,111.72,2,0,0,2,1,0,-2,15,0,72,190.76,0.17,197,94,0,0.29,0
"167","SMC09286","SMC09286_40338_BMI_RWB_1","6/9/10",1,0.580848886,0,0.619380653,0.02,0.542317119,0.01,206,0.61,2.01,102,NA,NA,NA,225.83,-2,-207,1,0,9,1,1,176.5,0,14,552.44,0.04,238,144,0,4.8,-1
"168","SMC09325","SMC09325_41081_BMI_RWB_2","6/21/12",2,0.79303143,0.1,1.022327546,0.55,0.563735315,0.01,NA,NA,NA,0,NA,NA,NA,0,-358,0,0,2,0,0,146,0,0,0,9.09,0,146,5,0,0,-5
"169","SMC09503","SMC09503_41064_BMI_RWB_1","6/4/12",1,0.940144292,0.35,1.174029958,0.82,0.706258626,0.05,1,0.01,0.02,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0.57,0,17,0,0.4,0.32,1
"170","SMC09534","SMC09534_39981_BMI_RWB_1","6/17/09",1,0.376993482,0,0.33917505,0,0.414811914,0,228,1.21,7.46,196,NA,NA,NA,1411.03,0,-212,-1,1,5,2,0,179,0,137,4988.47,0.02,238,184,0,32.51,-1
"171","SMC10685","SMC10685_40360_BMI_RWB_1","7/1/10",1,0.843410215,0.16,1.100004844,0.7,0.586815586,0.01,53,0.03,89.02,125,NA,NA,NA,956.92,0,-23,-27,0,5,4,0,49,22.5,194,3424.16,0,44,86,7.09,114.27,30
"172","SMC11343","SMC11343_41064_BMI_RWB_1","6/4/12",1,0.853593354,0.18,0.979407792,0.46,0.727778917,0.06,50,1.54,3.88,156,0,117.64,0,17.94,0,0,0,0,0,0,0,0,0,98,68.61,0.04,197,101,3.09,6.74,0
"173","SMC11384","SMC11384_40722_BMI_RWB_1","6/28/11",1,1.185298038,0.88,1.280136406,0.93,1.09045967,0.69,52,0.02,0.71,58,NA,NA,NA,2.14,0,-8,0,0,4,0,0,48,0,61,5.85,0.02,27,55,0.68,1.1,4
"174","SMC11727","SMC11727_40338_BMI_RWB_1","6/9/10",1,0.968715275,0.42,1.232530412,0.89,0.704900137,0.05,0,0.01,0.01,13,1,2.95,0,0.96,0,0,0,0,0,0,0,0,0,1,2.07,0,179,1,0.13,1.42,0
"175","SMC12814","SMC12814_40746_BMI_RWB_1","7/22/11",1,0.864390814,0.2,0.877566481,0.26,0.851215148,0.2,58,0.02,0.43,59,NA,NA,NA,0.17,0,1,0,0,3,0,0,33.5,0,62,1.62,0,5,37,0.89,1.26,5
"176","SMC12862","SMC12862_40721_BMI_RWB_1","6/27/11",1,0.381841026,0,0.38473878,0,0.378943272,0,100,1.77,26.42,186,NA,NA,NA,3316.56,0,0,0,0,1,0,8,3,0,186,3165.53,0.13,249,103,0,29.93,-1
"177","SMC13062","SMC13062_41478_BMI_RWB_1","7/23/13",1,0.553188065,0,0.6801308,0.05,0.42624533,0,63,-0.06,-0.09,141,NA,NA,NA,133.58,0,0,-1,0,4,0,0,153,0,63,140.9,0.01,237,122,0.02,0.22,-13
"178","SMC13076","SMC13076_41088_BMI_RWB_1","6/28/12",1,1.097872396,0.73,1.226560053,0.88,0.96918474,0.43,35,0.16,0.36,7,NA,NA,NA,0.83,-119,-115,-117,0,2,2,63,78,78,7,1.45,0.05,83,82,0.36,1.6,26
"179","SMC13214","SMC13214_41416_BMI_RWB_1","5/22/13",1,0.489214421,0,0.577292698,0.01,0.401136144,0,-4,0.76,259.02,137,NA,NA,NA,5718.72,0,-242,1,0,5,0,1,159,0.5,138,19037.75,0.21,0,39,557.73,521.64,-1
"180","SMC13599","SMC13599_41064_BMI_RWB_1","6/4/12",1,0.961241964,0.4,1.102228483,0.7,0.820255444,0.16,10,0.01,0.01,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.55,0,17,0,0.38,0.44,10
"181","SMC13630","SMC13630_41081_BMI_RWB_1","6/21/12",1,0.617674687,0.01,0.763749026,0.11,0.471600347,0,292,1.07,3.12,100,NA,NA,NA,2695.97,1,0,1,1,2,1,0,143,0,84,2776.4,0.02,249,91,0,46.03,-2
"182","SMC14099","SMC14099_41438_BMI_RWB_1","6/13/13",1,0.562806485,0,0.76557106,0.11,0.36004191,0,49,0.01,0.2,42,NA,NA,NA,67.1,-1,0,-8,-1,4,1,-31,55.5,0,-3,38.57,0,104,152,1.45,2.51,-5
"183","SMC15464","SMC15464_41075_BMI_RWB_1","6/15/12",1,1.04791012,0.62,1.167822078,0.81,0.927998162,0.34,-11,0,0.16,19,NA,NA,NA,0,-32,1,-23,2,1,2,38,48,96,18,2.52,0.15,66,101,0.73,0,1
"184","SMC15678","SMC15678_41450_BMI_RWB_1","6/25/13",1,0.216981821,0,0.232589261,0,0.201374381,0,205,1.34,8.76,169,NA,NA,NA,699.92,0,0,0,2,7,1,0,357,15.5,132,5062.39,0.05,238,184,0,21.19,-2
"185","SMC16446","SMC16446_41081_BMI_RWB_1","6/21/12",1,0.853414567,0.18,0.979781664,0.46,0.72704747,0.06,177,0.24,0.52,58,NA,NA,NA,25.07,0,0,0,0,4,0,0,42.5,0,18,38.93,0,226,45,0.18,3.29,0
"186","SMC16832","SMC16832_40347_BMI_RWB_2","6/18/10",2,0.303398421,0,0.33970974,0,0.267087101,0,291,3.82,8.73,150,NA,NA,NA,2221.38,0,-3,0,0,4,0,0,59,0,150,3072.58,0.08,249,80,0,-0.2,-2
"187","SMC16980","SMC16980_40730_BMI_RWB_1","7/6/11",1,1.026129641,0.56,1.123680636,0.74,0.928578647,0.35,195,0.17,0.36,1,NA,NA,NA,9.15,0,3,0,0,6,0,0,181.5,0,1,32.67,0,226,8,0,0.55,0
"188","SMC18116","SMC18116_41088_BMI_RWB_1","6/28/12",1,0.671199731,0.02,0.843299207,0.21,0.499100256,0,37,0.01,0.1,29,14,-1.46,-28,15.06,-1,-159,-21,0,6,1,0,72,88,-17,13.95,0,76,170,0.49,2.09,7
"189","SMC18545","SMC18545_41450_BMI_RWB_1","6/25/13",1,0.836556051,0.15,1.093177438,0.69,0.579934665,0.01,0,0,0,1,0,0.07,0,-0.03,0,0,0,0,0,0,0,0,0,1,0.55,0,152,0,0.05,0.3,0
"190","SMC19697","SMC19697_41449_BMI_RWB_1","6/24/13",1,0.833755949,0.15,1.112905109,0.72,0.55460679,0.01,NA,NA,NA,0,NA,NA,NA,0,0,0,-351,0,0,5,0,0,171,0,146.81,0,180,4,0,0.04,0
"191","SMC19809","SMC19809_41450_BMI_RWB_1","6/25/13",1,1.015798461,0.54,1.31183034,0.95,0.719766583,0.06,0,0.06,0.01,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.4,0,17,9,0.29,0.33,0
"192","SMC19945","SMC19945_41450_BMI_RWB_1","6/25/13",1,1.022751897,0.56,1.117726057,0.73,0.927777736,0.34,2,0.03,0.02,2,0,0.73,0,0.01,0,0,0,0,0,0,0,0,0,2,0.4,0.01,0,3,0.04,0.38,0
"193","SMC20032","SMC20032_40347_BMI_RWB_1","6/18/10",1,0.289992483,0,0.256384709,0,0.323600257,0,291,0.66,1.51,91,NA,NA,NA,2080.96,0,-2,0,0,4,0,0,59,0,91,2975.82,0.08,249,76,0,2.82,-2
"194","SMC20994","SMC20994_41442_BMI_RWB_1","6/17/13",1,0.609251064,0.01,0.786869135,0.13,0.431632994,0,55,0.75,6.97,153,NA,NA,NA,24.68,0,-27,0,0,5,0,0,55,15.5,117,72.15,0.47,75,121,2.73,2.55,2
"195","SMC21796","SMC21796_41439_BMI_RWB_1","6/14/13",1,0.543757456,0,0.629369926,0.03,0.458144986,0,62,17.61,37.39,94,0,1418.68,-11,2212.77,0,1,-8,1,6,0,0,124,7,18,19167.77,0.35,248,158,34.67,20.71,-1
"196","SMC21822","SMC21822_40350_BMI_RWB_1","6/21/10",1,0.80750553,0.11,1.007268189,0.52,0.607742872,0.01,-4,0.13,240.6,189,7,1740.99,-12,4812.66,0,-231,0,0,5,0,0,178,0.5,189,5059.21,0.35,36,49,116.81,317.26,-1
"197","SMC24222","SMC24222_40350_BMI_RWB_1","6/21/10",1,0.730689578,0.05,0.892516117,0.29,0.568863039,0.01,-4,0.14,260.57,114,NA,NA,NA,4731.64,0,-229,0,0,4,0,0,178,0,114,5192.89,0.36,36,48,114.85,299.57,-1
"198","SMC26909","SMC26909_40329_BMI_RWB_1","5/31/10",1,0.571835254,0,0.727957328,0.08,0.415713181,0,197,3.38,8.61,0,NA,NA,NA,371.47,0,-22,1,0,6,1,0,153,0,1,5565.45,0,191,7,0,165.3,-2
"199","SMC27709","SMC27709_40329_BMI_RWB_1","5/31/10",1,0.458302475,0,0.560464398,0.01,0.356140553,0,197,3.23,8.42,9,NA,NA,NA,374.98,0,-17,1,0,6,1,0,153,0.5,1,5635.24,0,191,7,0,146.23,-2
"200","SMC29064","SMC29064_41085_BMI_RWB_1","6/25/12",1,0.898369508,0.26,0.867271051,0.24,0.929467964,0.35,41,0.07,0.16,14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0.12,0,11,11,0,1.3,12
"201","SMC32897","SMC32897_40350_BMI_RWB_1","6/21/10",1,0.551570687,0,0.602498784,0.02,0.50064259,0,NA,NA,NA,15,NA,NA,NA,1.12,-27,-179,-202,3,5,4,118,148,142,NA,NA,NA,NA,NA,NA,NA,NA
"202","SMC34888","SMC34888_40353_BMI_RWB_1","6/24/10",1,0.896039132,0.26,1.093553406,0.69,0.698524859,0.05,1,0.08,0.26,29,0,-12.73,-20,2.74,0,0,0,0,1,0,0,130,1,7,7.46,0,70,2,0.54,4.66,2
"203","SMC35837","SMC35837_41085_BMI_RWB_1","6/25/12",1,0.634498732,0.01,0.509282964,0,0.7597145,0.09,15,0.07,0.16,2,NA,NA,NA,5.31,0,1,0,0,3,0,0,164,0,2,4.69,0,51,34,0.01,2.05,17
"204","SMC40887","SMC40887_41437_BMI_RWB_1","6/12/13",1,1.074134966,0.68,1.264081038,0.92,0.884188893,0.26,266,37.06,63.89,159,NA,NA,NA,333.64,0,-75,0,0,7,0,0,200,0.5,8,2925.67,0,209,170,0.64,21.34,52
"205","SMCR8_007","SMCR8_007_38890_BMI_RWB_1","6/22/06",1,0.583756542,0,0.425809941,0,0.741703144,0.07,0,0,0.03,1,NA,NA,NA,-0.01,0,1,0,0,1,0,0,34.5,0,4,1.3,0,0,16,0.54,0.84,0
"206","SMCR8_011","SMCR8_011_38883_BMI_RWB_1","6/15/06",1,0.656928701,0.02,0.640058725,0.03,0.673798678,0.03,11,-0.01,-0.03,111,13,26.27,-2,20.79,0,0,1,0,1,1,0,7,0,111,26.21,0.09,40,69,0,0.81,11
"207","SMCR8_012","SMCR8_012_38868_BMI_RWB_1","5/31/06",1,0.596845796,0.01,0.35944321,0,0.834248381,0.18,47,0.02,1.47,54,NA,NA,NA,5.93,0,-17,-27,0,5,2,0,27,47,50,20.36,0.16,64,83,2.64,1.48,6
