"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"11","901DCCSMC","901DCCSMC406791BMI_RWB","5/16/11",1,1.135279907,0.8,1.168165087,0.81,1.102394728,0.72,5,0.05,0.21,1,NA,NA,NA,2.61,0,2,0,0,0,0,0,77,0,2,49.19,0,129,0,1.94,3.06,0
"12","909SSWR03","909SSWR03399231BMI_RWB","4/20/09",5,0.888283956,0.24,0.777623756,0.12,0.998944156,0.5,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0.91,0,0,2,0,-0.08,0
"13","LALT501","LALT501410811NR","6/21/12",1,0.583713304,0,0.542260268,0.01,0.625166341,0.02,16,67.44,209.77,188,1,1882.48,-3,2879.42,-1,2,1,0,5,1,-1,44,4,20,2110.38,0.01,250,120,256.43,511.39,-3
"14","SGLT506","SGLT506410781NR","6/18/12",1,0.586312859,0,0.613777159,0.02,0.558848559,0.01,188,0.27,18.41,122,6,395.32,-4,942.84,-1,0,1,-1,3,0,-1.5,14.5,0,122,1165.29,0.01,248,145,16.25,1955.37,0
"15","SGUR010","SGUR010407211NR","6/27/11",2,0.983273925,0.46,1.120381158,0.74,0.846166691,0.2,10,0.24,0.15,9,0,6.75,0,-0.18,0,0,0,0,0,0,0,0,0,0,15.49,0.01,33,0,2.57,9.91,8
"16","SGUR103","SGUR103411081NR","7/18/12",3,1.086108165,0.7,1.156517482,0.79,1.015698847,0.53,1,0.01,0.22,43,1,-0.13,0,-0.03,0,0,1,0,0,1,0,0,0,44,0.61,0,0,6,0.16,2.33,1
"17","SGUT501","SGUT501410791NR","6/19/12",1,1.26732273,0.95,1.389128234,0.98,1.145517226,0.79,56,0.11,0.26,7,NA,NA,NA,0,0,6,0,0,3,0,0,0,0,17,3.99,0.01,11,11,0.03,0.59,1
"18","SGUT502","SGUT502410781NR","6/18/12",3,0.988249271,0.47,1.116139719,0.73,0.860358823,0.22,1,0,0,0,NA,NA,NA,0.58,0,0,0,0,1,0,0,17.5,0,0,3.11,0,160,0,0.07,0.41,1
"19","SGUT503","SGUT503410731NR","6/13/12",3,1.011042826,0.53,1.178230504,0.83,0.843855149,0.19,0,0,0,1,NA,NA,NA,0,1,1,1,0,0,1,0,0,0,1,0.1,0,0,1,0.39,0.31,0
"20","SGUT504","SGUT504410791NR","6/19/12",1,0.989711373,0.47,1.109322382,0.72,0.870100364,0.23,4,0.29,0.64,13,8,0.63,0,0.35,0,1,0,0,2,1,0,6,0,27,3,0.01,42,44,0.46,0.7,2
"21","SGUT505","SGUT505410781NR","6/18/12",1,0.877810932,0.22,1.045087959,0.59,0.710533905,0.05,0,0,0,0,NA,NA,NA,-0.06,0,0,0,0,0,0,0,0,0,0,4.84,0,0,0,4.35,5.03,0
"22","SMC00080","SMC00080_41066_BMI_RWB_1","6/6/12",3,0.803837262,0.11,0.847270181,0.21,0.760404342,0.09,44,0.08,0.8,2,NA,NA,NA,0,0,16,-1,0,0,1,0,0,22,1,0.1,0,11,11,0,0,1
"23","SMC00105","SMC00105_39945_BMI_RWB_1","5/12/09",1,0.972364495,0.43,1.137145755,0.76,0.807583235,0.14,NA,NA,NA,0,NA,NA,NA,0,0,0,-13,0,0,3,0,0,-4,0,0.15,0,0,0,0,0.16,11
"24","SMC00135","SMC00135_40336_BMI_RWB_1","6/7/10",1,0.865721111,0.2,1.017497643,0.54,0.713944579,0.06,14,0.03,0.01,2,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,1,0.11,0.04,6,20,0,0.02,1
"25","SMC00198","SMC00198_39953_BMI_RWB_1","5/20/09",1,0.723663686,0.04,0.912419114,0.32,0.534908259,0,148,-0.04,0.28,86,1,21.8,-9,160.43,0,0,0,1,8,2,0,329,0,44,168.68,0.13,237,110,0,0,0
"26","SMC00271","SMC00271_39968_BMI_RWB_1","6/4/09",1,0.951285257,0.38,1.023822198,0.55,0.878748317,0.25,1,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.36,0.02,1
"27","SMC00282","SMC00282_39973_BMI_RWB_1","6/9/09",1,0.981521189,0.45,1.158815862,0.8,0.804226516,0.14,0,0,0,1,NA,NA,NA,0.38,0,0,0,0,1,0,0,23.5,0,1,0.36,0,0,1,0,0,0
"28","SMC00288","SMC00288_39982_BMI_RWB_1","6/18/09",1,0.673631567,0.02,0.83622953,0.19,0.511033603,0,-4,0,0.01,96,NA,NA,NA,3.28,0,0,0,0,3,0,0,53,1,96,5.96,0,77,112,0.08,0.44,11
"29","SMC00318","SMC00318_40344_BMI_RWB_1","6/15/10",1,0.382262467,0,0.513006828,0.01,0.251518107,0,209,-0.01,0.95,134,NA,NA,NA,4837.7,0,-7,0,0,3,0,0,40.5,0,115,5211.8,0.03,249,102,0,34.34,0
"30","SMC00382","SMC00382_39987_BMI_RWB_1","6/23/09",1,0.362996662,0,0.383239623,0,0.342753702,0,22,0,0.03,80,NA,NA,NA,8.96,-91,1,-1,7,6,7,47,85,48,12,9.49,0.02,112,130,3.5,2.08,20
"31","SMC00428","SMC00428_41465_BMI_RWB_1","7/10/13",4,0.92157076,0.31,0.757236396,0.1,1.085905124,0.68,22,0.2,0.36,6,-4,-0.97,-44,0.92,0,-96,-97,0,2,2,0,103,103,17,2.2,0.05,63,66,0.78,4.77,26
"32","SMC00436","SMC00436_39959_BMI_RWB_1","5/26/09",1,0.595858368,0.01,0.723073189,0.07,0.468643546,0,222,3.29,60.9,140,2,4081.42,0,2257.62,0,-3,0,0,4,0,0,60.5,0,140,2430.48,0.09,249,76,0,41.62,-1
"33","SMC00464","SMC00464_39941_BMI_RWB_1","5/8/09",1,0.916498553,0.3,0.868997721,0.25,0.963999384,0.42,57,0.11,0.6,8,NA,NA,NA,-0.01,0,8,0,0,1,0,0,0,0,1,4.88,0.03,33,33,0.01,0.38,1
"34","SMC00476","SMC00476_39972_BMI_RWB_1","6/8/09",1,1.148016241,0.82,1.269379807,0.92,1.026652675,0.56,28,0.1,0.9,4,NA,NA,NA,0,0,10,5,0,0,0,0,0,0,4,0,0.03,16,4,0.9,1.8,28
"35","SMC00479","SMC00479_40737_BMI_RWB_2","7/13/11",2,0.452731714,0,0.52730343,0.01,0.378159997,0,64,0.01,0.07,35,-4,14.25,-6,13.36,0,2,0,0,5,0,0,94,0,36,19.56,0,115,123,0,0.63,8
"36","SMC00480","SMC00480_39946_BMI_RWB_2","5/13/09",2,1.059491984,0.64,1.097036925,0.69,1.021947043,0.55,0,0,0,0,NA,NA,NA,0,0,0,3,0,0,2,0,1,0.5,0,0.42,0,168,0,0.01,0.05,0
"37","SMC00520","SMC00520_41072_BMI_RWB_1","6/12/12",4,0.930797734,0.33,0.973645324,0.44,0.887950144,0.27,7,0.06,0.38,0,0,4.98,-1,3.57,0,0,0,0,1,0,0,36,0,1,5.34,0,0,8,2.33,0.92,1
"38","SMC00544","SMC00544_40716_BMI_RWB_1","6/22/11",1,1.08409149,0.7,1.184380837,0.83,0.983802143,0.46,72,0.01,0.01,1,-9,-0.07,0,0.02,0,0,0,0,1,0,0,15,0,1,0.38,0,0,8,0.06,0.07,2
"39","SMC00608","SMC00608_40721_BMI_RWB_1","6/27/11",1,0.720595219,0.04,0.83374274,0.19,0.607447699,0.01,90,2.47,8.67,29,1,152.08,0,75.17,-1,1,0,1,2,0,12.5,13,8,-5,174.48,0,126,163,33.7,4.97,2
"40","SMC00632","SMC00632_40707_BMI_RWB_2","6/13/11",2,0.549301949,0,0.725270028,0.07,0.373333871,0,55,0.03,0.05,31,16,0.42,-14,7.58,0,0,0,0,3,0,0,15,0,19,8.11,0.04,76,97,1.34,1.7,12
"41","SMC00684","SMC00684_40721_BMI_RWB_1","6/27/11",1,0.436533265,0,0.444357593,0,0.428708937,0,49,0.05,0.42,137,-4,37.98,-3,96.33,-70,1,-8,5,4,4,26.5,40,26,59,67.85,0.02,113,131,22.25,111.07,-2
"42","SMC00710","SMC00710_39952_BMI_RWB_1","5/19/09",1,0.66088512,0.02,0.789535937,0.13,0.532234303,0,-41,0,-0.01,147,1,104.69,-7,89.25,-24,-336,-12,2,12,3,-21.5,233,95,2,750.8,0,142,137,0,1.65,-1
"43","SMC00748","SMC00748_40715_BMI_RWB_1","6/21/11",1,0.277914767,0,0.234293392,0,0.321536142,0,29,0.25,1.22,67,-2,182.89,-3,323.34,1,0,0,1,3,5,22,94,25.5,27,213.22,0.91,203,108,6.53,26.61,-2
"44","SMC00827","SMC00827_39979_BMI_RWB_1","6/15/09",1,1.024966561,0.56,1.255078406,0.91,0.794854717,0.13,2,0.12,0.11,6,0,5.24,0,3.47,0,0,0,0,0,0,0,0,0,1,6.44,0.02,0,1,0.21,1.33,1
"45","SMC00873","SMC00873_39952_BMI_RWB_1","5/19/09",1,0.671871653,0.02,0.859490192,0.23,0.484253114,0,20,0.12,0.44,140,2,8.24,-47,47.54,0,-25,0,0,8,0,0,85,8,57,64.96,0.87,151,148,1.46,1.33,3
"46","SMC00899","SMC00899_40736_BMI_RWB_1","7/12/11",1,0.318738524,0,0.338965497,0,0.298511551,0,158,-0.12,-0.1,109,NA,NA,NA,75.26,-121,-149,-202,0,6,1,-64,142,-3,-20,54.35,0,201,117,0,-0.23,75
"47","SMC00911","SMC00911_39968_BMI_RWB_1","6/4/09",1,1.009778711,0.52,1.292700876,0.94,0.726856545,0.06,1,0.01,0.04,0,0,0.57,0,0.46,0,0,0,0,0,0,0,0,0,0,0.3,0,8,0,0.04,0.39,1
"48","SMC00924","SMC00924_41072_BMI_RWB_1","6/12/12",4,0.80979286,0.12,0.784739638,0.13,0.834846081,0.18,50,0.16,0.36,6,-1,0.33,0,2.14,0,-88,-96,0,6,3,0,64,51.5,125,2.66,0.08,126,124,2.66,1.6,28
"49","SMC00957","SMC00957_40350_BMI_RWB_1","6/21/10",1,0.773190704,0.08,0.925608641,0.35,0.620772767,0.02,183,0.03,0.24,112,-5,317.69,0,114.99,1,-196,1,1,4,1,0,163.5,0,112,318.35,0,173,71,0.11,0.33,0
"50","SMC00958","SMC00958_40743_BMI_RWB_1","7/19/11",1,0.253333106,0,0.218268008,0,0.288398205,0,61,0.02,1.35,61,NA,NA,NA,80.14,0,1,0,0,1,0,0,24,0,50,106.63,0.11,81,140,0.06,0.46,-2
"51","SMC01040","SMC01040_39973_BMI_RWB_1","6/9/09",1,1.198422928,0.89,1.314497154,0.95,1.082348702,0.68,10,0.04,0.2,1,0,0.41,0,-0.06,0,1,0,0,0,0,0,1,0,2,0.9,0,0,1,2.83,0.64,11
"52","SMC01046","SMC01046_39954_BMI_RWB_1","5/21/09",1,0.651900132,0.01,0.797682095,0.14,0.506118169,0,26,0,0.6,45,5,22.77,-1,84.07,-2,-3,1,0,6,1,0,0,25,20,135.73,0.58,92,98,3.8,2.84,3
"53","SMC01096","SMC01096_40336_BMI_RWB_1","6/7/10",1,0.58731115,0.01,0.706004476,0.06,0.468617825,0,4,0.06,0.4,1,0,5.75,-1,3.54,0,-1,1,0,1,0,0,36,0,1,6.66,0,2,3,3.31,4.7,1
"54","SMC01155","SMC01155_39945_BMI_RWB_1","5/12/09",1,1.007788071,0.52,1.23785983,0.89,0.777716312,0.11,6,0.12,0.16,28,0,0.01,-1,-0.01,0,1,0,0,0,0,0,0,0,1,7.32,0,197,63,2.11,3.32,0
"55","SMC01161","SMC01161_40325_BMI_RWB_1","5/27/10",1,1.001322822,0.5,1.29238977,0.94,0.710255874,0.05,43,0.16,0.32,115,NA,NA,NA,2.86,0,1,0,0,4,0,0,129,0,115,11.41,0.01,190,26,0.02,0.6,2
"56","SMC01172","SMC01172_39988_BMI_RWB_2","6/24/09",2,0.740059326,0.05,0.765754015,0.11,0.714364636,0.06,58,0.02,0.48,59,NA,NA,NA,0.01,0,2,0,0,4,0,0,26,0,98,1.67,0.01,9,33,0.5,1.1,5
"57","SMC01196","SMC01196_40373_BMI_RWB_1","7/14/10",1,0.774740666,0.08,0.849111102,0.21,0.70037023,0.05,NA,NA,NA,0,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,1.15,0,0,1,0,0.29,13
"58","SMC01208","SMC01208_40337_BMI_RWB_1","6/8/10",1,0.48967418,0,0.516031075,0.01,0.463317285,0,70,1.27,86.86,96,13,506.36,-4,846.09,0,1,0,0,3,0,0,20.5,0,-2,1902.2,0.02,248,162,17.34,79.83,35
"59","SMC01215","SMC01215_40737_BMI_RWB_1","7/13/11",1,0.851367778,0.18,1.048584436,0.6,0.65415112,0.03,6,24.88,45.4,95,2,765.84,0,462.83,0,0,0,0,0,0,0,0,0,91,626.09,0.03,207,16,125.96,89.64,0
"60","SMC01248","SMC01248_40750_BMI_RWB_1","7/26/11",1,1.071042685,0.67,1.202956752,0.86,0.939128619,0.37,0,0,0,0,NA,NA,NA,0.75,0,0,0,0,5,0,0,156,0,0,2.49,0,168,2,0,0.6,0
"61","SMC01257","SMC01257_40710_BMI_RWB_1","6/16/11",1,0.682498654,0.02,0.878579603,0.26,0.486417705,0,75,0.03,0.45,125,-5,8.4,-47,47.07,0,1,0,0,8,0,37,74.5,7.5,58,66.49,0,123,124,1.16,1.37,-3
"62","SMC01260","SMC01260_41106_BMI_RWB_1","7/16/12",1,0.522869031,0,0.622019238,0.02,0.423718824,0,226,0.16,10.99,124,6,275.7,-4,879.39,0,1,0,0,4,0,0,16,0,124,8666.67,0.02,248,122,0.49,5.07,0
"63","SMC01320","SMC01320_40336_BMI_RWB_1","6/7/10",1,0.601658146,0.01,0.772235524,0.12,0.431080768,0,1,0.02,0.17,0,1,2.72,0,0.28,0,1,0,0,0,1,0,0,63.5,38,13.75,0,0,4,0.58,2.36,0
"64","SMC01341","SMC01341_39986_BMI_RWB_1","6/22/09",1,0.348940083,0,0.336635123,0,0.361245042,0,NA,NA,NA,83,NA,NA,NA,3013.98,NA,-254,-1,NA,6,-1,NA,44,17.5,NA,NA,NA,NA,NA,NA,NA,-2
"65","SMC01358","SMC01358_40715_BMI_RWB_1","6/21/11",1,0.396114756,0,0.513906759,0.01,0.278322752,0,48,0.01,0.16,28,NA,NA,NA,15.32,0,2,-11,0,6,-1,0,43.5,-16,4,18.46,0,122,168,0,0.37,3
"66","SMC01413","SMC01413_41102_BMI_RWB_1","7/12/12",3,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","SMC01424","SMC01424_39995_BMI_RWB_1","7/1/09",1,0.850777633,0.18,0.801513325,0.15,0.900041941,0.29,0,0,0,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,2,2.73,0,163,0,0,2.26,0
"68","SMC01452","SMC01452_40374_BMI_RWB_1","7/15/10",1,0.391205247,0,0.439246769,0,0.343163724,0,NA,NA,NA,57,NA,NA,NA,7.74,-19,0,-32,10,5,8,36,59,26,4,8.5,0.16,134,144,1.87,5.16,13
"69","SMC01454","SMC01454_41106_BMI_RWB_2","7/16/12",2,0.694017063,0.03,0.810956433,0.16,0.577077692,0.01,31,0.03,0.5,37,-5,27.71,-3,56.71,0,0,1,0,4,1,1,107,0,-1,104.76,0.02,126,123,0,8.22,3
"70","SMC01504","SMC01504_40722_BMI_RWB_1","6/28/11",1,0.904233718,0.28,0.90734173,0.31,0.901125706,0.29,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","SMC01544","SMC01544_40373_BMI_RWB_1","7/14/10",1,0.799508611,0.11,0.900984067,0.3,0.698033155,0.05,2,0.02,0.17,2,1,2.75,0,0.29,0,1,-1,0,0,0,0,0,3,20,9.25,0,0,4,0.05,2.58,0
"72","SMC01550","SMC01550_39989_BMI_RWB_1","6/25/09",1,0.641042929,0.01,0.647990348,0.03,0.634095509,0.02,58,0.02,0.46,59,NA,NA,NA,0.11,0,0,1,0,3,0,0,33.5,0,62,1.66,0.01,9,39,0.88,1.1,5
"73","SMC01567","SMC01567_40338_BMI_RWB_1","6/9/10",1,0.658765169,0.02,0.953862683,0.4,0.363667656,0,0,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0.15,0,17,0,0.09,0.13,0
"74","SMC01606","SMC01606_39959_BMI_RWB_1","5/26/09",1,0.688425845,0.03,0.865521978,0.24,0.511329712,0,183,-0.03,0.22,66,1,50.51,-8,27.34,-5,4,-4,1,11,3,2,259.5,333,-4,100.17,0,237,106,-0.3,-0.27,-1
"75","SMC01640","SMC01640_39993_BMI_RWB_1","6/29/09",1,0.357048831,0,0.330126871,0,0.38397079,0,NA,NA,NA,NA,NA,NA,NA,0,-359,0,0,0,0,0,161,0,0,NA,19.95,NA,166,NA,NA,NA,NA
"76","SMC01656","SMC01656_41066_BMI_RWB_1","6/6/12",1,0.686240789,0.03,0.835844727,0.19,0.53663685,0,57,0.03,3.41,-3,17,6.06,-4,21.56,0,0,0,0,1,0,0,23.5,1,1,121.16,0,65,93,0.19,3.63,40
"77","SMC01662","SMC01662_41099_BMI_RWB_1","7/9/12",1,0.578502378,0,0.699027832,0.06,0.457976923,0,39,0.06,0.67,60,-19,5.08,-30,139.59,0,0,1,0,2,1,0,74,0,63,162,0,81,146,0,5.41,-5
"78","SMC01692","SMC01692_40714_BMI_RWB_1","6/20/11",1,0.812922676,0.12,1.003022127,0.51,0.622823226,0.02,NA,NA,NA,0,NA,NA,NA,0,1,0,-319,0,0,7,0,0,226,0,12.25,0,153,7,0,0,0
"79","SMC01694","SMC01694_40357_BMI_RWB_1","6/28/10",1,0.388297325,0,0.358334771,0,0.418259879,0,69,0.03,0.71,104,NA,NA,NA,53.59,0,-23,-27,0,6,4,0,119,42,98,128.18,0.2,73,96,0.48,10.62,9
"80","SMC01726","SMC01726_40359_BMI_RWB_1","6/30/10",1,0.588948765,0.01,0.668371896,0.04,0.509525634,0,222,-0.15,0.55,95,NA,NA,NA,667.48,1,0,0,1,2,0,0,0,30,94,1596.14,0.16,237,75,-0.2,-0.1,-1
"81","SMC01748","SMC01748_39967_BMI_RWB_1","6/3/09",1,0.711801082,0.04,0.843264207,0.21,0.580337956,0.01,6,0.47,6.71,21,1,95.19,-15,268.21,0,-11,0,1,5,1,5,37.5,59,24,281.66,0,75,167,42.23,67.82,-3
"82","SMC01772","SMC01772_41101_BMI_RWB_1","7/11/12",1,0.596048426,0.01,0.673523331,0.04,0.518573522,0,27,0,0.02,28,1,1.71,-13,5.43,-12,0,-14,0,5,1,0,42,20.5,-3,15.39,0.01,113,118,0.05,0.6,6
"83","SMC01808","SMC01808_40707_BMI_RWB_1","6/13/11",1,0.812240229,0.12,0.934783777,0.37,0.689696681,0.04,1,0,0,0,NA,NA,NA,0,0,12,0,0,3,0,0,1,0,0,1.94,0,181,0,0.17,0.12,1
"84","SMC01860","SMC01860_39961_BMI_RWB_1","5/28/09",1,0.576501537,0,0.643112823,0.03,0.509890251,0,225,-0.04,-0.06,164,NA,NA,NA,252.53,-207,-352,-212,3,6,4,18,205.5,-6,-37,338.23,0,237,52,0,4.09,31
"85","SMC01912","SMC01912_41102_BMI_RWB_1","7/12/12",1,0.409708088,0,0.431699651,0,0.387716525,0,69,0,0.04,37,NA,NA,NA,5.21,0,1,0,0,4,0,0,15.5,0,-27,4.52,0.02,98,117,0.02,0.08,63
"86","SMC01934","SMC01934_41075_BMI_RWB_1","6/15/12",1,0.562595219,0,0.67890659,0.05,0.446283848,0,12,1.79,36.62,53,NA,NA,NA,240.68,-22,-13,-1,0,8,0,0,156,15.5,-2,239.71,0,103,153,114,86.88,-2
"87","SMC01960","SMC01960_40352_BMI_RWB_1","6/23/10",1,0.482040341,0,0.474645402,0,0.48943528,0,4,0.28,2.58,4,NA,NA,NA,115.98,0,0,0,0,6,0,20,43.5,0,-2,82.02,0,75,143,22.8,33.06,-1
"88","SMC01987","SMC01987_41075_BMI_RWB_2","6/15/12",2,0.657233154,0.02,0.831100835,0.19,0.483365473,0,-57,0.05,-0.03,44,1,2.41,-28,94.75,-6,0,-33,1,7,2,16,188,34,1,117.79,0,91,149,1.06,2.29,-4
"89","SMC01990","SMC01990_39954_BMI_RWB_1","5/21/09",1,0.607291967,0.01,0.676875129,0.04,0.537708806,0,214,-0.4,-0.7,96,0,25.35,-8,30.11,-3,-54,-5,1,9,3,23,151,6,14,75.82,0.03,237,132,0,0,-1
"90","SMC02028","SMC02028_41102_BMI_RWB_1","7/12/12",1,0.670937641,0.02,0.811309397,0.16,0.530565885,0,14,2.4,1.25,21,3,278.73,-1,59.63,-9,2,-25,2,7,1,11,51.5,7.5,20,87.45,0.02,112,168,2.32,38.83,-1
"91","SMC02075","SMC02075_41107_BMI_RWB_1","7/17/12",1,0.847725191,0.17,0.914043167,0.33,0.781407214,0.11,0,0,0,0,NA,NA,NA,0.1,0,0,0,0,1,0,0,118,0,0,0,0,0,0,0.1,0.01,0
"92","SMC02088","SMC02088_40708_BMI_RWB_1","6/14/11",1,0.8118037,0.12,1.026116662,0.55,0.597490739,0.01,70,1.15,0.57,7,1,9.39,3,7.8,0,-87,-94,0,5,4,0,76,88,20,11.27,0.08,54,48,2.3,1.6,28
"93","SMC02092","SMC02092_40708_BMI_RWB_1","6/14/11",1,0.835424967,0.15,1.019237288,0.54,0.651612645,0.03,NA,NA,NA,0,NA,NA,NA,0,0,0,2,0,0,1,0,0,0,0,6.05,0,0,1,0.01,0.36,0
"94","SMC02139","SMC02139_41107_BMI_RWB_1","7/17/12",1,1.118239994,0.77,1.190035878,0.84,1.046444111,0.6,0,0,0,0,NA,NA,NA,0.03,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0.04,0.01,0
"95","SMC02152","SMC02152_40373_BMI_RWB_1","7/14/10",1,0.604122906,0.01,0.657952035,0.04,0.550293777,0.01,95,0.04,3.63,85,NA,NA,NA,198.46,1,-25,-27,0,6,4,0,96,34,85,292.2,0.14,114,162,2.73,31.1,26
"96","SMC02206","SMC02206_40743_BMI_RWB_1","7/19/11",1,0.510156172,0,0.555804673,0.01,0.464507671,0,85,0.12,1.72,55,-1,62.46,-1,28.12,-2,-1,-21,3,10,6,50.5,57,120,-9,35.25,0.22,122,147,0.49,0.24,1
"97","SMC02228","SMC02228_39987_BMI_RWB_1","6/23/09",1,0.669102653,0.02,0.824669024,0.18,0.513536282,0,210,3.45,9.34,156,0,-2294.04,-9,4471.13,0,0,0,0,0,0,16,15.5,1,136,4000.69,0.11,250,121,11.2,-3.11,0
"98","SMC02270","SMC02270_40359_BMI_RWB_1","6/30/10",1,0.622621618,0.01,0.805000641,0.15,0.440242596,0,118,0,0.05,87,NA,NA,NA,0.46,0,-310,1,0,18,1,0,163,26.5,75,3.24,0.34,76,86,0.06,0.19,72
"99","SMC02302","SMC02302_41470_BMI_RWB_1","7/15/13",1,0.1885897,0,0.115593348,0,0.261586052,0,91,0.03,0.62,70,NA,NA,NA,101.7,-60,-140,1,5,6,4,42,74,67,-12,145.82,0.26,170,184,0.88,1.81,-6
"100","SMC02436","SMC02436_39961_BMI_RWB_1","5/28/09",1,0.610104155,0.01,0.76270814,0.11,0.45750017,0,213,0.09,0.13,165,NA,NA,NA,310.35,-211,-349,-216,1,6,5,21.5,179,17.5,-72,582.61,0,237,71,12.77,9.5,31
"101","SMC02536","SMC02536_40723_BMI_RWB_1","6/29/11",1,0.61035672,0.01,0.687994522,0.05,0.532718918,0,51,0.02,0.71,70,NA,NA,NA,20.31,0,-27,1,0,5,0,0,47,0,71,86.23,0.16,64,60,2.72,2.2,10
"102","SMC02548","SMC02548_40368_BMI_RWB_1","7/9/10",1,0.999637309,0.5,0.966563298,0.43,1.03271132,0.57,2,0.02,0,0,-1,-0.01,1,1.16,0,-54,0,0,0,0,0,70.5,0,0,1.13,0,1,3,0.23,0.5,0
"103","SMC02568","SMC02568_41072_BMI_RWB_2","6/12/12",2,0.877339609,0.22,1.023085638,0.55,0.73159358,0.07,13,0.51,3.73,24,NA,NA,NA,0,0,31,6,0,2,4,0,50,0,33,6.5,0.1,0,8,1.5,2.44,1
