"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"104","412WE0563","412WE0563_06212001_BMI_CSBP_Trans_1","6/21/01",1.24511685,1.0295481,1.13733248,34.34716,-118.04869,10,0.04,0.1,2,NA,NA,NA,0,0,4,-4,0,1,1,0,0,22.5,1,0.7,0.05,11,11,0,0.42,1
"105","412WE0896","412WE0896_09022015_BMI_RWB_1","9/2/15",0.99087917,0.77948508,0.88518212,34.28771,-118.23008,7,0.05,1.07,2,1,2.29,0,0.55,0,0,-1,0,1,0,0,0,3,2,7.05,0,0,85,0.2,4.5,5
"106","481S05856","481S05856_06132013_BMI_RWB_1","6/13/13",1.33319724,1.1046872,1.21894222,34.19152,-117.67601,NA,NA,NA,0,NA,NA,NA,0,-16,0,2,0,0,2,0,0,69,0,-0.01,0,0,1,0.76,-0.06,-1
"107","722ABSPPC","722ABSPPC_04132015_BMI_RWB_1","4/13/15",1.13904804,0.71047081,0.92475942,33.27851,-116.42925,NA,NA,NA,0,NA,NA,NA,0.19,0,1,0,0,2,0,0,161,0,0,0.06,0,0,1,0.01,0,0
"108","722PS0535","722PS0535_04082015_BMI_RWB_1","4/8/15",1.16765702,0.61824308,0.89295005,33.36921,-116.42223,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0
"109","722PS0611","722PS0611_06082010_BMI_RWB_1","6/8/10",0.58976735,0.67270937,0.63123836,33.11256,-116.4447,0,-0.01,-0.01,0,NA,NA,NA,2.18,0,1,0,0,1,0,0,145.5,0,0,4.31,0,179,2,7.39,1.08,0
"110","801CE0152","801CE0152_07202005_BMI_RWB_1","7/20/05",1.19958438,0.90088726,1.05023582,34.18783,-117.1803,26,0,0.12,9,NA,NA,NA,0.74,-7,0,0,5,1,3,5,18.5,30.5,10,0.65,0,2,7,0.02,2.48,27
"111","801LYC271","801LYC271_06102014_BMI_RWB_1","6/10/14",1.09673446,0.80212795,0.94943121,34.22931,-117.47362,0,0,0,42,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,39,0,0,0,18,11.23,5.04,4
"112","801MIC042","801MIC042_06092014_BMI_RWB_1","6/9/14",0.39845887,0.41813884,0.40829885,33.94623,-117.61423,268,0.28,1.21,159,NA,NA,NA,477.63,-16,-32,-6,0,5,3,5,143,9,-32,525.79,0,237,93,-0.42,1.69,94
"113","801RB8361","801RB8361_06122014_BMI_RWB_MCM_1","6/12/14",0.94115258,0.6633591,0.80225584,33.96825,-117.44789,NA,NA,NA,88,NA,NA,NA,1123.55,-1,-258,-260,-1,5,5,6,43,43,NA,NA,NA,NA,NA,NA,NA,-16
"114","801RB8501","801RB8501_06182013_BMI_RWB_1","6/18/13",1.12350903,0.71801694,0.92076299,34.09189,-116.94243,2,0.1,0.1,14,NA,NA,NA,0.44,0,2,-1,0,3,0,0,123.5,0,13,0.79,0.18,74,72,0.01,0.42,2
"115","801S08727","801S08727_06052013_BMI_RWB_1","6/5/13",1.04471789,0.93890552,0.9918117,34.2171,-117.46178,5,0.1,0.1,16,NA,NA,NA,0,-109,0,0,1,0,4,-22,0,131,13,8.42,0,123,118,1.4,0,5
"116","801WE0550","801WE0550_06272000_BMI_CSBP_Trans_1","6/27/00",1.18741016,1.17019451,1.17880233,34.16471,-116.97444,3,0.06,0.28,1,0,0.04,0,9.87,0,0,0,0,0,0,0,0,0,1,12.53,0,0,1,5.06,1.91,1
"117","801WE0669","801WE0669_06262001_BMI_CSBP_Trans_1","6/26/01",1.21608202,1.25837704,1.23722953,34.23169,-116.99915,94,0.02,4.32,73,NA,NA,NA,89.22,1,0,0,0,1,0,0,11.5,6,73,152.05,0.01,19,66,1.64,36.3,0
"118","801WE0674","801WE0674_05142013_BMI_RWB_1","5/14/13",1.21294887,1.16850057,1.19072472,34.17617,-116.9839,28,0.11,0.57,41,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,41,0.19,0.03,3,3,0.8,0.7,45
"119","801WE0989","801WE0989_06182002_BMI_RWB_1","6/18/02",0.8697001,0.62846723,0.74908367,33.91889,-117.60776,132,0.06,4.68,132,NA,NA,NA,4006.01,0,-25,1,0,6,1,0,23.5,15,132,3957.73,0.48,72,73,2.4,404.88,82
"120","801WE1008","801WE1008_06292016_BMI_RWB_1","6/29/16",0.89480661,0.7446729,0.81973976,34.18128,-116.91197,2,0.1,0.1,12,NA,NA,NA,0,0,13,-37,0,0,2,100,0,163,12,0.23,0,86,84,0.08,0.1,2
"121","801WE1013","801WE1013_05152002_BMI_RWB_1","5/15/02",1.1699735,0.9501494,1.06006145,34.10098,-117.01071,2,0.02,0.24,11,NA,NA,NA,1.12,0,0,0,0,1,0,0,1,0,5,2.35,0,0,3,1.07,1.33,2
"122","801WE1020","801WE1020_06142005_BMI_CSBP_Comp_1","6/14/05",0.62480521,1.03102943,0.82791732,34.25257,-117.53174,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","801WE1032","801WE1032_06042002_BMI_RWB_1","6/4/02",0.65599068,0.62548919,0.64073994,33.96165,-117.50039,NA,NA,NA,69,NA,NA,NA,1569.11,0,-235,-30,0,6,5,0,131,9,69,8041.98,0.11,0,11,16.41,124.76,-5
"124","801WE1043","801WE1043_05012007_BMI_TRC_1","5/1/07",0.84428889,1.15130685,0.99779787,34.17289,-117.18064,41,0.04,0.11,1,-1,5.41,-1,1.14,0,0,0,0,1,1,0,0,5,2,6.76,0,0,9,0,10.93,7
"125","801WE1127","801WE1127_06132002_BMI_RWB_1","6/13/02",1.14004617,1.24086963,1.1904579,34.18401,-117.25876,18,0.01,0.05,4,5,3.39,0,0.88,0,0,0,0,2,1,0,90,1.5,5,4.5,0,226,5,0.53,0.29,7
"126","801WE1132","801WE1132_04202015_BMI_RWB_1","4/20/15",1.11545892,1.14749908,1.131479,34.13332,-116.84289,112,0.38,2.3,2,NA,NA,NA,0.05,-14,26,-13,1,0,2,10,0,21,1,117.9,0.27,11,11,1.1,0.7,89
"127","802SJR116","802SJR116_06122014_BMI_RWB_1","6/12/14",0.87349684,0.39144727,0.63247206,33.66396,-117.2787,197,3.35,8.61,0,NA,NA,NA,370.64,0,-21,1,0,6,1,0,151,0.5,1,5594.7,0,191,7,0,162.69,-2
"128","802WE0539","802WE0539_07192000_BMI_RWB_1","7/19/00",0.88644814,0.89855991,0.89250403,33.77174,-116.7696,5,0.01,0.08,1,0,0.44,0,0.02,0,0,0,0,0,0,0,0,0,4,0.16,0,0,2,0.01,0.55,5
"129","802WE0658","802WE0658_04212015_BMI_RWB_1","4/21/15",1.01523621,0.89775454,0.95649537,33.79824,-116.74831,4,0.02,0.07,1,5,0.98,0,0.06,0,0,0,0,0,0,0,0,0,1,0.72,0,0,5,0.09,0.6,4
"130","802WE0794","802WE0794_05102001_BMI_RWB_1","5/10/01",0.93697443,0.82507825,0.88102634,33.72962,-116.6735,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,8
"131","901DCCSMC","901DCCSMC_05162011_BMI_RWB_1","5/16/11",1.17584545,1.08280734,1.1293264,33.47303,-117.4659,5,0.05,0.21,1,NA,NA,NA,2.61,0,2,0,0,0,0,0,77,0,2,49.19,0,129,0,1.94,3.06,0
"132","901S00313","901S00313_04302009_BMI_RWB_1","4/30/09",0.78222348,0.5596484,0.67093594,33.60642,-117.44623,12,0.05,3.02,5,0,0.23,0,0,2,3,-11,2,1,3,-5,0,20,34,0.81,0,0,11,1.5,1.5,0
"133","901S00997","901S00997_05142009_BMI_RWB_1","5/14/09",0.56525695,0.3720908,0.46867387,33.44002,-117.61937,12,0.02,0.69,70,NA,NA,NA,31.73,4,-94,-25,2,11,0,42,76,43.5,23,20.94,0.17,105,151,0.68,1.15,-2
"134","901S01705","901S01705_05092017_BMI_RWB_1","5/9/17",1.07855517,0.89395534,0.98625526,33.60369,-117.51,0,0,0,0,NA,NA,NA,0,0,1,0,0,1,0,0,3.5,0,0,0.02,0,0,0,0,0,10
"135","901S01811","901S01811_05072009_BMI_RWB_1","5/7/09",0.89413886,0.43343419,0.66378652,33.56418,-117.71792,28,0.37,3.37,39,2,9.92,-47,128.07,0,-37,-23,0,7,2,10.5,74,34,19,190.39,0.02,82,121,6.01,8.33,-6
"136","901S01849","901S01849_05102017_BMI_RWB_1","5/10/17",1.19172239,1.03686062,1.11429151,33.55523,-117.39779,4,0.01,0.04,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,34,0.15,-0.01,-26,-21,0.01,1.5,0
"137","901S04409","901S04409_05192011_BMI_RWB_1","5/19/11",1.02084484,0.8790989,0.94997187,33.60347,-117.45314,4,0.06,1.5,5,0,0.23,0,0,2,3,-11,1,1,3,-5,0,20,34,0.84,0,0,0,1.5,1.5,1
"138","901S06851","901S06851_05192011_BMI_RWB_1","5/19/11",0.90864304,0.47509683,0.69186994,33.55052,-117.67542,-9,0.07,1.02,50,NA,NA,NA,101.95,-4,-14,-30,2,7,1,-76,69,32,53,125.99,0,91,166,2.47,1.55,-4
"139","901S06969","901S06969_05312012_BMI_RWB_1","5/31/12",0.85281563,0.76090336,0.8068595,33.55334,-117.39579,4,0.01,0.04,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,34,3.12,-0.01,-26,-18,0.01,1.5,0
"140","901SJC74x","901SJC74x_04222009_BMI_RWB_1","4/22/09",0.49188019,0.39939368,0.44563694,33.51917,-117.62372,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,45.04,NA,149,NA,NA,NA,NA
"141","902S01097","902S01097_05112009_BMI_RWB_1","5/11/09",1.29787326,0.80264027,1.05025676,33.48724,-117.25537,74,0.13,0.29,222,NA,NA,NA,3.7,0,1,0,0,5,0,0,129,0,222,8.26,0,190,29,0.01,0.83,6
"142","903M20235","903M20235_06122018_BMI_RWB_1","6/12/18",0.78813251,0.65973673,0.72393462,33.24759,-116.78551,1,-0.03,0.45,12,NA,NA,NA,4.1,0,0,0,0,0,0,0,0,0,1,19.99,0,0,1,-0.01,1.36,0
"143","903WE0798","903WE0798_05042016_BMI_RWB_1","5/4/16",1.01056442,0.77545445,0.89300943,33.33669,-116.82848,3,0.01,0.01,1,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,1,0.56,0,0,0,0.04,0.35,3
"144","903WE0900","903WE0900_05042016_BMI_RWB_1","5/4/16",1.23393264,0.82614786,1.03004025,33.33052,-116.81511,172,0,0.05,1,0,-0.11,0,-0.01,0,1,0,0,0,0,0,0,0,7,0.9,0.19,0,0,0.04,0.15,0
"145","905CE0512","905CE0512_04202004_BMI_RWB_1","4/20/04",1.22510636,0.94344596,1.08427616,33.11137,-116.74386,4,0.01,0.04,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,34,0,-0.01,-29,-21,0.01,1.5,0
"146","905M21756","905M21756_05042017_BMI_RWB_1","5/4/17",0.96651634,0.44670785,0.70661209,33.05619,-117.04124,NA,NA,NA,72,NA,NA,NA,78.04,0,-147,0,0,4,0,0,70,0,-12,9.74,0.01,237,2,1.87,7.58,-1
"147","905S02561","905S02561_05252011_BMI_RWB_1","5/25/11",1.00161487,1.19546283,1.09853885,33.12974,-116.63591,17,0.08,1.5,5,0,0.23,0,0,0,14,0,0,3,0,0,0,0,21,0.77,0,0,26,2,1.88,15
"148","905WE0679","905WE0679_05042017_BMI_RWB_1","5/4/17",0.92801724,1.24502608,1.08652166,33.13163,-116.6544,4,0.07,1.5,5,0,0.22,0,0,0,4,-2,0,2,2,0,0,0,30,1.03,0,0,27,0.2,1.51,0
"149","905WE1018","905WE1018_06092015_BMI_RWB_1","6/9/15",0.96784781,0.44184056,0.70484419,33.12423,-116.68157,9,0.18,2.24,5,0,0.22,0,0,-1,3,-30,2,1,4,-1,0,30,34,0.72,0,0,26,0.2,1.5,0
"150","907M23330","907M23330_06092016_BMI_RWB_1","6/9/16",1.08504827,0.84298849,0.96401838,33.00358,-116.70228,NA,NA,NA,0,NA,NA,NA,0,0,10,10,0,1,1,0,0,0,0,0.14,0,0,0,0,-0.01,0
"151","907M23331","907M23331_06082016_BMI_RWB_1","6/8/16",0.86023158,0.68067171,0.77045165,32.84058,-116.90771,NA,NA,NA,135,NA,NA,NA,78.5,0,-190,0,0,3,2,0,241,334,-23,18.58,0,237,46,-0.26,-0.24,95
"152","907M23362","907M23362_05092017_BMI_RWB_1","5/9/17",0.92094118,0.98319826,0.95206972,32.9918,-116.71432,NA,NA,NA,NA,NA,NA,NA,0,NA,0,-364,NA,2,0,NA,155,0,NA,NA,NA,NA,NA,NA,NA,NA
"153","907M23367","907M23367_05292018_BMI_RWB_1","5/29/18",1.00799082,0.82843648,0.91821365,32.96335,-116.66364,38,0.4,0.16,0,NA,NA,NA,11.22,0,0,0,0,1,0,0,0,0,1,14.15,0,0,120,0,-0.96,0
"154","907S00577","907S00577_05122009_BMI_RWB_1","5/12/09",1.26180663,0.8564385,1.05912257,33.0767,-116.67455,26,0.09,1.31,19,NA,NA,NA,0,0,2,0,0,1,0,0,0,0.5,21,1.67,0.07,1,46,5.5,2.05,12
"155","907S01418","907S01418_05122009_BMI_RWB_1","5/12/09",1.28016597,1.16963302,1.2248995,32.99254,-116.71771,3,0,0,0,NA,NA,NA,0.58,0,2,1,0,5,1,0,125,0,45,1.69,0,0,1,0.01,0.01,0
"156","907S01434","907S01434_05132009_BMI_RWB_1","5/13/09",1.0880936,0.8580051,0.97304935,32.90475,-116.62501,4,0.01,0.2,5,0,0.22,0,0,0,0,0,0,0,1,43,0,43,30,0.09,0,2,8,0.21,1.5,0
"157","907S01610","907S01610_05042015_BMI_RWB_1","5/4/15",1.08364884,0.77737617,0.9305125,32.96675,-116.65275,54,0,-0.01,0,NA,NA,NA,0.86,0,0,0,0,2,0,0,121.5,0,2,2.74,0,1,108,0,0.06,0
"158","907S03210","907S03210_05182011_BMI_RWB_1","5/18/11",0.87816142,1.00570687,0.94193415,33.00312,-116.72918,NA,NA,NA,NA,NA,NA,NA,0,-360,0,0,2,0,0,193,0,0,NA,3.52,NA,182,NA,NA,NA,NA
"159","907S03786","907S03786_05302012_BMI_RWB_1","5/30/12",1.20517323,1.20699832,1.20608577,32.89421,-116.65844,4,0.01,0.2,27,-1,0.21,0,0,0,2,0,0,1,1,43,0,43,31,1.13,0,0,17,0.2,1.5,0
"160","909M24925","909M24925_05102016_BMI_RWB_1","5/10/16",1.07587691,0.59669067,0.83628379,32.83848,-116.63814,1,0.01,0.16,0,NA,NA,NA,7.87,0,-1,0,0,1,0,0,145,0,0,-0.06,0,0,0,0,21.42,1
"161","909M24937","909M24937_06222016_BMI_RWB_1","6/22/16",0.92231154,0.83076448,0.87653801,32.81935,-116.70775,NA,NA,NA,4,NA,NA,NA,7.46,0,-11,0,0,0,0,0,0,0,5,8.29,0,0,27,1.12,2.55,0
"162","909SSWR03","909SSWR03_04202009_BMI_RWB_1","4/20/09",0.77761683,1.00064442,0.88913062,32.83521,-116.62203,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0.91,0,0,2,0,-0.08,0
"163","909WE0662","909WE0662_06102019_BMI_RWB_1","6/10/19",0.9872586,0.63381972,0.81053916,32.89957,-116.58789,-2,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,-0.01,0,0,2,2.11,0.1,0
"164","909WE0780","909WE0780_05152001_BMI_RWB_1","5/15/01",1.18991554,0.84993517,1.01992536,32.92981,-116.55901,NA,NA,NA,0,NA,NA,NA,0,0,0,-9,0,0,1,0,0,-3,0,0.3,0,0,0,0,0.17,6
"165","911M24934","911M24934_04042017_BMI_RWB_1","4/4/17",0.68475636,0.94089244,0.8128244,32.76761,-116.65057,NA,NA,NA,NA,NA,NA,NA,0,-33,0,0,1,0,0,135,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"166","911M24949","911M24949_04112018_BMI_RWB_1","4/11/18",0.92510753,0.94477543,0.93494148,32.80946,-116.43979,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"167","911S00538","911S00538_05052009_BMI_RWB_1","5/5/09",1.18079619,0.92886087,1.05482853,32.78123,-116.63207,6,0.04,0.22,1,0,16.6,0,5.62,0,0,-1,1,2,1,0,126,40,2,5.44,0,82,1,0.17,3.1,3
"168","911S00858","911S00858_05092017_BMI_RWB_1","5/9/17",1.03707731,0.8747066,0.95589196,32.90282,-116.49337,NA,NA,NA,0,NA,NA,NA,0,-356,0,0,4,0,0,166,0,0,0,0.52,0,170,-7,0,0,7
"169","911S01142","911S01142_04192016_BMI_RWB_1","4/19/16",1.043975,0.75510049,0.89953775,32.73547,-116.65268,5,0.04,0.07,5,NA,NA,NA,13.29,0,-53,0,0,1,1,0,182.5,34,8,9.78,0,86,12,0.25,16.5,4
"170","911S01818","911S01818_05062009_BMI_RWB_1","5/6/09",1.1338377,0.97161437,1.05272603,32.86215,-116.52037,21,0.02,0.49,6,NA,NA,NA,0,0,2,0,0,1,0,0,0,4.5,6,4.75,0.02,64,89,3.08,0.49,9
"171","911S02058","911S02058_05052009_BMI_RWB_1","5/5/09",1.18913156,0.90379534,1.04646345,32.76142,-116.64257,7,0.04,0.35,7,NA,NA,NA,8.65,0,0,-3,0,2,0,0.5,169,1,3,5.53,0,82,2,0.28,5.36,2
"172","911S03354","911S03354_05052009_BMI_RWB_1","5/5/09",1.23616257,1.06459563,1.1503791,32.79112,-116.61677,NA,NA,NA,0,NA,NA,NA,0,-343,0,-334,5,0,6,166,0,166,0,15.49,0,170,6,0,0.44,-6
"173","911S04086","911S04086_05062009_BMI_RWB_1","5/6/09",0.98181077,0.74680691,0.86430884,32.67454,-116.57777,33,0.07,0.18,10,NA,NA,NA,4.56,0,1,-4,0,1,1,0,126,12.5,4,21.3,0,149,22,0.01,2.81,3
"174","LALT501","LALT501_07032018_BMI_RWB_1","7/3/18",0.78514768,0.52379135,0.65446951,34.08009,-118.22419,16,67.44,209.77,188,1,1882.48,-3,2879.42,-1,2,1,0,5,1,-1,44,4,20,2110.38,0.01,250,120,256.43,511.39,-3
"175","SGLT506","SGLT506_07022018_BMI_RWB_1","7/2/18",0.51148097,0.51768928,0.51458513,34.06173,-117.99129,188,0.27,18.41,122,6,395.32,-4,942.84,-1,0,1,-1,3,0,-1.5,14.5,0,122,1165.29,0.01,248,145,16.25,1955.37,0
"176","SGUR010","SGUR010_06272011_BMI_RWB_1","6/27/11",1.12038116,0.8412268,0.98080398,34.19498,-117.86114,10,0.24,0.15,9,0,6.75,0,-0.18,0,0,0,0,0,0,0,0,0,0,15.49,0.01,33,0,2.57,9.91,8
"177","SGUR103","SGUR103_05152014_BMI_RWB_1","5/15/14",1.34085153,0.83116748,1.0860095,34.23218,-118.05822,1,0.01,0.22,43,1,-0.13,0,-0.03,0,0,1,0,0,1,0,0,0,44,0.61,0,0,6,0.16,2.33,1
"178","SGUT501","SGUT501_07052016_BMI_RWB_1","7/5/16",1.30974948,1.06056457,1.18515703,34.2408,-117.8833,56,0.11,0.26,7,NA,NA,NA,0,0,6,0,0,3,0,0,0,0,17,3.99,0.01,11,11,0.03,0.59,1
"179","SGUT502","SGUT502_06092016_BMI_RWB_1","6/9/16",0.40431592,0.61935232,0.51183412,34.2283,-117.76593,1,0,0,0,NA,NA,NA,0.58,0,0,0,0,1,0,0,17.5,0,0,3.11,0,160,0,0.07,0.41,1
"180","SGUT503","SGUT503_07112016_BMI_RWB_1","7/11/16",1.11199092,0.99119782,1.05159437,34.29216,-117.83856,0,0,0,1,NA,NA,NA,0,1,1,1,0,0,1,0,0,0,1,0.1,0,0,1,0.39,0.31,0
"181","SGUT504","SGUT504_07072016_BMI_RWB_1","7/7/16",1.0567298,0.70185628,0.87929304,34.2377,-117.8203,4,0.29,0.64,13,8,0.63,0,0.35,0,1,0,0,2,1,0,6,0,27,3,0.01,42,44,0.46,0.7,2
"182","SGUT505","SGUT505_06262014_BMI_RWB_1","6/26/14",0.91445196,0.63870126,0.77657661,34.16939,-117.88932,0,0,0,0,NA,NA,NA,-0.06,0,0,0,0,0,0,0,0,0,0,4.84,0,0,0,4.35,5.03,0
"183","SMC00080","SMC00080_06062012_BMI_RWB_MCM_1","6/6/12",0.85453806,0.75984062,0.80718934,34.32909,-118.08188,44,0.08,0.8,2,NA,NA,NA,0,0,16,-1,0,0,1,0,0,22,1,0.1,0,11,11,0,0,1
"184","SMC00105","SMC00105_04122017_BMI_RWB_1","4/12/17",0.93219507,0.66263644,0.79741575,33.74651,-117.58423,NA,NA,NA,0,NA,NA,NA,0,0,0,-13,0,0,3,0,0,-4,0,0.15,0,0,0,0,0.16,11
"185","SMC00198","SMC00198_07092014_BMI_RWB_1","7/9/14",0.97324705,0.65625936,0.81475321,32.93709,-117.13851,148,-0.04,0.28,86,1,21.8,-9,160.43,0,0,0,1,8,2,0,329,0,44,168.68,0.13,237,110,0,0,0
"186","SMC00271","SMC00271_06252018_BMI_RWB_1","6/25/18",1.06833621,0.88872797,0.97853209,34.5485,-119.16547,1,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.36,0.02,1
"187","SMC00282","SMC00282_06092009_BMI_RWB_1","6/9/09",1.15106251,0.81032509,0.9806938,32.8718,-116.61357,0,0,0,1,NA,NA,NA,0.38,0,0,0,0,1,0,0,23.5,0,1,0.36,0,0,1,0,0,0
"188","SMC00288","SMC00288_06042014_BMI_RWB_1","6/4/14",0.68350335,0.52783324,0.6056683,34.13118,-117.76,-4,0,0.01,96,NA,NA,NA,3.28,0,0,0,0,3,0,0,53,1,96,5.96,0,77,112,0.08,0.44,11
"189","SMC00318","SMC00318_06152010_BMI_RWB_1","6/15/10",0.50659424,0.25220035,0.3793973,33.81287,-118.20558,209,-0.01,0.95,134,NA,NA,NA,4837.7,0,-7,0,0,3,0,0,40.5,0,115,5211.8,0.03,249,102,0,34.34,0
"190","SMC00382","SMC00382_06212018_BMI_RWB_1","6/21/18",0.39645478,0.30883195,0.35264336,34.04437,-117.99413,22,0,0.03,80,NA,NA,NA,8.96,-91,1,-1,7,6,7,47,85,48,12,9.49,0.02,112,130,3.5,2.08,20
"191","SMC00428","SMC00428_06012016_BMI_RWB_1","6/1/16",1.03589939,0.80367303,0.91978621,34.2481,-118.04976,22,0.2,0.36,6,-4,-0.97,-44,0.92,0,-96,-97,0,2,2,0,103,103,17,2.2,0.05,63,66,0.78,4.77,26
"192","SMC00436","SMC00436_05312017_BMI_RWB_1","5/31/17",0.72958736,0.49112596,0.61035666,34.149,-118.27863,222,3.29,60.9,140,2,4081.42,0,2257.62,0,-3,0,0,4,0,0,60.5,0,140,2430.48,0.09,249,76,0,41.62,-1
"193","SMC00464","SMC00464_06042014_BMI_RWB_1","6/4/14",1.11154985,0.76085623,0.93620304,34.24152,-117.86683,57,0.11,0.6,8,NA,NA,NA,-0.01,0,8,0,0,1,0,0,0,0,1,4.88,0.03,33,33,0.01,0.38,1
"194","SMC00476","SMC00476_06082009_BMI_RWB_1","6/8/09",1.26937981,1.01520689,1.14229335,34.24209,-118.13381,28,0.1,0.9,4,NA,NA,NA,0,0,10,5,0,0,0,0,0,0,4,0,0.03,16,4,0.9,1.8,28
"195","SMC00479","SMC00479_07132011_BMI_RWB_1","7/13/11",0.60644694,0.39761767,0.50203231,34.2634,-119.24095,64,0.01,0.07,35,-4,14.25,-6,13.36,0,2,0,0,5,0,0,94,0,36,19.56,0,115,123,0,0.63,8
"196","SMC00480","SMC00480_07022018_BMI_RWB_1","7/2/18",1.06256675,0.88517182,0.97386928,34.23434,-117.73155,0,0,0,0,NA,NA,NA,0,0,0,3,0,0,2,0,1,0.5,0,0.42,0,168,0,0.01,0.05,0
"197","SMC00520","SMC00520_06142017_BMI_RWB_1","6/14/17",0.8845536,0.67421387,0.77938373,34.29626,-118.28252,7,0.06,0.38,0,0,4.98,-1,3.57,0,0,0,0,1,0,0,36,0,1,5.34,0,0,8,2.33,0.92,1
"198","SMC00544","SMC00544_06222011_BMI_RWB_1","6/22/11",1.18438084,0.98677618,1.08557851,34.14677,-117.74153,72,0.01,0.01,1,-9,-0.07,0,0.02,0,0,0,0,1,0,0,15,0,1,0.38,0,0,8,0.06,0.07,2
"199","SMC00608","SMC00608_06272018_BMI_RWB_1","6/27/18",0.50749558,0.39259579,0.45004569,34.12344,-117.90223,90,2.47,8.67,29,1,152.08,0,75.17,-1,1,0,1,2,0,12.5,13,8,-5,174.48,0,126,163,33.7,4.97,2
"200","SMC00632","SMC00632_06132011_BMI_RWB_1","6/13/11",0.56409891,0.41666899,0.49038395,34.14874,-118.55604,55,0.03,0.05,31,16,0.42,-14,7.58,0,0,0,0,3,0,0,15,0,19,8.11,0.04,76,97,1.34,1.7,12
"201","SMC00684","SMC00684_06272011_BMI_RWB_1","6/27/11",0.44435759,0.42906154,0.43670957,34.09698,-118.02373,49,0.05,0.42,137,-4,37.98,-3,96.33,-70,1,-8,5,4,4,26.5,40,26,59,67.85,0.02,113,131,22.25,111.07,-2
"202","SMC00710","SMC00710_05192009_BMI_RWB_1","5/19/09",0.78953594,0.5304247,0.65998032,32.88934,-117.20028,-41,0,-0.01,147,1,104.69,-7,89.25,-24,-336,-12,2,12,3,-21.5,233,95,2,750.8,0,142,137,0,1.65,-1
"203","SMC00748","SMC00748_06212011_BMI_RWB_1","6/21/11",0.23429339,0.31867358,0.27648349,34.07548,-118.0788,29,0.25,1.22,67,-2,182.89,-3,323.34,1,0,0,1,3,5,22,94,25.5,27,213.22,0.91,203,108,6.53,26.61,-2
"204","SMC00827","SMC00827_06152009_BMI_RWB_1","6/15/09",1.24870745,0.78695006,1.01782875,34.55734,-119.18833,2,0.12,0.11,6,0,5.24,0,3.47,0,0,0,0,0,0,0,0,0,1,6.44,0.02,0,1,0.21,1.33,1
"205","SMC00873","SMC00873_04122017_BMI_RWB_1","4/12/17",0.73483131,0.38448802,0.55965967,33.59849,-117.62668,20,0.12,0.44,140,2,8.24,-47,47.54,0,-25,0,0,8,0,0,85,8,57,64.96,0.87,151,148,1.46,1.33,3
"206","SMC00899","SMC00899_07122011_BMI_RWB_1","7/12/11",0.3389655,0.29779591,0.3183807,33.71747,-117.7888,158,-0.12,-0.1,109,NA,NA,NA,75.26,-121,-149,-202,0,6,1,-64,142,-3,-20,54.35,0,201,117,0,-0.23,75
"207","SMC00911","SMC00911_06042009_BMI_RWB_1","6/4/09",1.2731145,0.72741732,1.00026591,34.50797,-119.29854,1,0.01,0.04,0,0,0.57,0,0.46,0,0,0,0,0,0,0,0,0,0,0.3,0,8,0,0.04,0.39,1
"208","SMC00924","SMC00924_05242017_BMI_RWB_1","5/24/17",0.90842002,0.9201868,0.91430341,34.22394,-118.18053,50,0.16,0.36,6,-1,0.33,0,2.14,0,-88,-96,0,6,3,0,64,51.5,125,2.66,0.08,126,124,2.66,1.6,28
"209","SMC00957","SMC00957_06212010_BMI_RWB_1","6/21/10",0.94796634,0.61961235,0.78378935,33.96195,-117.37075,183,0.03,0.24,112,-5,317.69,0,114.99,1,-196,1,1,4,1,0,163.5,0,112,318.35,0,173,71,0.11,0.33,0
