"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"97","SMC02228","SMC02228_39987_BMI_RWB_1","6/23/09",1,0.669102653,0.02,0.824669024,0.18,0.513536282,0,-158,-39.84,-73.9,-250,0,-2294.04,-9,4471.13,-1,-8,-1,-1,-1,-1,-29.5,-9.5,0,-249,-3347.05,-0.1,-27,-25,-31.09,-199.44,-58
"98","SMC02270","SMC02270_40359_BMI_RWB_1","6/30/10",1,0.622621618,0.01,0.805000641,0.15,0.440242596,0,-58,0,-0.02,-115,NA,NA,NA,0.46,0,-359,-2,0,4,0,0,96.5,0,-115,-0.95,0,0,-72,0,-0.01,-11
"99","SMC02302","SMC02302_41470_BMI_RWB_1","7/15/13",1,0.1885897,0,0.115593348,0,0.261586052,0,-96,0,0.17,-105,NA,NA,NA,101.7,-60,-334,-97,5,-1,1,42,-8,-74.5,-100,19.08,0,-6,41,0,-3.11,-60
"100","SMC02436","SMC02436_39961_BMI_RWB_1","5/28/09",1,0.610104155,0.01,0.76270814,0.11,0.45750017,0,120,-1.01,-0.99,-201,NA,NA,NA,310.35,-211,-364,-216,1,0,5,21.5,13,17.5,-98,-78.97,0,-159,-155,-0.96,-1.17,-9
"101","SMC02536","SMC02536_40723_BMI_RWB_1","6/29/11",1,0.61035672,0.01,0.687994522,0.05,0.532718918,0,-99,0,-0.36,-64,NA,NA,NA,20.31,0,-60,-2,0,-1,0,-1,-5,-0.5,-75,-20.8,-0.69,-8,-11,-2.07,-8.2,-43
"102","SMC02548","SMC02548_40368_BMI_RWB_1","7/9/10",1,0.999637309,0.5,0.966563298,0.43,1.03271132,0.57,-2,0,-0.04,-2,-1,-0.01,1,1.16,0,-114,0,0,-1,0,0,0,0,-3,-0.05,0,-1,-1,-0.01,-1.24,-2
"103","SMC02568","SMC02568_41072_BMI_RWB_2","6/12/12",2,0.877339609,0.22,1.023085638,0.55,0.73159358,0.07,-32,-0.02,-0.18,-21,NA,NA,NA,0,0,0,0,0,0,0,0,-15.5,-33,-21,-0.61,-0.03,-9,-1,0,0,-9
"104","SMC02591","SMC02591_40745_BMI_RWB_1","7/21/11",1,0.929770024,0.33,0.975674598,0.45,0.88386545,0.26,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,-2,0,0,0
"105","SMC02622","SMC02622_40344_BMI_RWB_1","6/15/10",1,0.416283489,0,0.517270653,0.01,0.315296325,0,-196,-40.1,-76.31,-295,NA,NA,NA,1880.9,0,-9,-3,0,-1,-2,-3,-65,-1.5,-164,-3205.41,-0.1,-5,1,-17.87,-182.83,-76
"106","SMC02712","SMC02712_41067_BMI_RWB_1","6/7/12",1,0.990324669,0.48,1.251054292,0.91,0.729595045,0.07,-2,0,-0.07,-46,NA,NA,NA,0,-31,0,0,-1,0,0,-4.5,-9,0,-46,-0.05,-0.02,0,0,-0.3,0,-1
"107","SMC02884","SMC02884_40352_BMI_RWB_1","6/23/10",1,0.580362908,0,0.645934774,0.03,0.514791041,0,134,-0.76,-0.75,-201,NA,NA,NA,357.27,-212,-364,-210,1,0,3,21,-179,18,-65,49.68,0,-159,-160,-0.73,-0.83,-21
"108","SMC02902","SMC02902_40757_BMI_RWB_1","8/2/11",1,0.78041601,0.09,1.008922689,0.52,0.55190933,0.01,128,-0.01,0.13,-248,1,21.35,-9,67.94,-9,-364,-209,0,0,-1,-1,-19,-18.5,-2,16.25,-0.08,-1,0,-1.18,-1.22,-107
"109","SMC02972","SMC02972_41108_BMI_RWB_1","7/18/12",1,1.061015996,0.65,1.179361688,0.83,0.942670304,0.37,-8,-0.01,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,-0.5,-1,-77,0,-0.02,-1,-2,0,-1.4,-4
"110","SMC02984","SMC02984_40352_BMI_RWB_1","6/23/10",1,0.540908922,0,0.567199849,0.01,0.514617996,0,-93,-0.01,-0.44,-69,NA,NA,NA,175.63,0,-76,0,0,0,0,-1,-3.5,0,-81,-43.66,-0.72,-30,-6,-1.94,-73.37,-57
"111","SMC03011","SMC03011_41438_BMI_RWB_1","6/13/13",1,0.645521408,0.01,0.789278567,0.13,0.501764249,0,-83,0.01,-0.11,-45,NA,NA,NA,80.61,-13,-167,-43,-2,0,-1,-62,-17,-78.5,-86,-27.81,0,-3,8,-0.17,-2.47,-106
"112","SMC03216","SMC03216_40751_BMI_RWB_1","7/27/11",1,0.966241012,0.42,0.981856095,0.46,0.950625929,0.39,-1,-0.03,-0.06,-2,NA,NA,NA,-0.02,0,0,0,0,0,0,0,-1,0,-2,-0.04,0,-1,-1,-0.75,-0.26,-1
"113","SMC03268","SMC03268_39961_BMI_RWB_1","5/28/09",1,0.695677804,0.03,0.850225668,0.22,0.54112994,0.01,-51,-1.25,-1.23,-200,NA,NA,NA,458.31,-213,-364,-223,1,0,2,20.5,112,-1,-95,-78.37,0,-158,-164,-1.18,-1.4,-85
"114","SMC03280","SMC03280_40766_BMI_RWB_1","8/11/11",1,0.931069654,0.33,0.89661147,0.29,0.965527839,0.42,-6,-0.03,-0.12,-1,-7,2.52,0,0.03,0,-11,0,0,0,0,0,0,0,-1,-0.17,0,-1,0,-0.04,-0.54,-3
"115","SMC03304","SMC03304_40723_BMI_RWB_1","6/29/11",1,0.591738396,0.01,0.671240482,0.04,0.512236311,0,NA,NA,NA,NA,NA,NA,NA,0,-364,0,-363,0,0,0,141,0,140,NA,0,NA,0,NA,NA,NA,NA
"116","SMC03438","SMC03438_41092_BMI_RWB_1","7/2/12",1,0.831429441,0.15,1.03859787,0.58,0.624261012,0.02,-85,-0.01,-0.34,-58,NA,NA,NA,7.29,0,-47,0,0,-2,0,0,-19,0,-61,-2,-0.75,-38,-37,-0.33,-1.73,-35
"117","SMC03523","SMC03523_41436_BMI_RWB_2","6/11/13",2,0.517912075,0,0.597910067,0.02,0.437914084,0,-105,-0.05,-0.33,-34,-8,-2.41,-63,64.45,0,-259,-53,0,0,-1,0,-91,-61,-96,-22.36,0,-3,8,-0.36,-14.97,-92
"118","SMC03944","SMC03944_40371_BMI_RWB_1","7/12/10",1,0.428265381,0,0.450679454,0,0.405851308,0,-88,0,-0.34,-60,NA,NA,NA,5.87,-1,-38,-55,0,0,0,0,0,11,-77,-2.31,-0.77,-5,-5,-0.23,-2.63,-34
"119","SMC03984","SMC03984_41078_BMI_RWB_1","6/18/12",1,0.731368232,0.05,0.775013382,0.12,0.687723082,0.04,0,-0.05,-0.05,-19,0,0.01,0,-0.03,0,0,0,0,0,0,0,0,0,0,-0.24,0,0,0,-0.05,-4.36,-1
"120","SMC04000","SMC04000_41120_BMI_RWB_1","7/30/12",1,1.024990931,0.56,1.293637544,0.94,0.756344319,0.09,0,-0.03,-0.01,-4,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,-1,-0.05,0,-1,-1,-0.01,-0.07,-1
"121","SMC04008","SMC04008_41079_BMI_RWB_1","6/19/12",1,0.871468272,0.21,1.097318517,0.7,0.645618026,0.02,-34,0.05,-0.43,-44,0,101.59,-61,238.77,-19,-83,-47,0,-1,0,6,-43.5,-63,-103,-109.68,0,-6,-1,-21.87,-45.39,-90
"122","SMC04134","SMC04134_40750_BMI_RWB_1","7/26/11",1,0.77333209,0.08,0.868412406,0.24,0.678251774,0.04,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0
"123","SMC04175","SMC04175_39975_BMI_RWB_1","6/11/09",1,0.883390898,0.23,0.941029237,0.38,0.82575256,0.17,-157,-2.47,-5.45,-59,NA,NA,NA,36.52,0,-1,0,0,-1,0,0,0,0,-59,-337.36,0,0,-9,-0.39,-0.5,-8
"124","SMC04204","SMC04204_41101_BMI_RWB_1","7/11/12",1,0.971601847,0.43,1.215843863,0.87,0.727359831,0.06,-34,-0.12,-0.62,-15,NA,NA,NA,0.27,0,-120,0,0,0,0,0,-55,0,-53,0,-0.71,-2,-3,-0.62,0,-28
"125","SMC04239","SMC04239_39975_BMI_RWB_1","6/11/09",1,0.872204764,0.21,1.055283193,0.61,0.689126334,0.04,-150,-3.85,-9.17,-215,NA,NA,NA,39.45,0,0,0,0,0,0,0,0,0,-56,-2.11,0,0,-3,-0.6,-4.82,-10
"126","SMC04264","SMC04264_40368_BMI_RWB_1","7/9/10",1,0.531260106,0,0.528422196,0.01,0.534098016,0,-30,0.01,-0.18,-51,NA,NA,NA,92.67,-20,-87,-38,0,-1,0,-4.5,-31.5,-63,-93,-25.45,0,-3,-1,0,-12.9,-108
"127","SMC04294","SMC04294_41466_BMI_RWB_1","7/11/13",1,0.851577738,0.18,1.05454853,0.61,0.648606947,0.02,-15,-2.73,-3.15,-215,0,23.64,-9,161.81,-3,-364,-25,0,-1,-1,-23,-52.5,-19,-85,-15.79,-0.09,-12,0,-3.07,-2.96,-64
"128","SMC04308","SMC04308_39981_BMI_RWB_1","6/17/09",1,0.793161948,0.1,1.016949406,0.54,0.56937449,0.01,-70,-0.75,-1.2,-192,NA,NA,NA,125,0,-361,-1,0,0,0,0,-31.5,0,-207,-21.18,-0.12,-1,2,-0.85,-3.21,-89
"129","SMC04383","SMC04383_40338_BMI_RWB_1","6/9/10",1,0.955334229,0.39,1.035430983,0.57,0.875237475,0.24,-1,-0.07,-0.02,-4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.01,0,-10,0,-0.04,0
"130","SMC04426","SMC04426_40749_BMI_RWB_1","7/25/11",1,0.845455533,0.17,0.782740399,0.13,0.908170666,0.3,0,-0.01,-0.01,-158,0,0.32,0,0.53,0,-155,0,0,0,0,0,-209,0,0,-0.01,0,-3,0,-0.01,-0.01,0
"131","SMC04432","SMC04432_41086_BMI_RWB_1","6/26/12",1,0.898596438,0.26,0.872294378,0.25,0.924898497,0.34,-2,0,0,-47,NA,NA,NA,0,-30,0,0,0,0,0,0,0,0,-47,0,-0.01,0,0,0,0,0
"132","SMC04682","SMC04682_40749_BMI_RWB_1","7/25/11",1,1.151839335,0.83,1.204077963,0.86,1.099600708,0.71,NA,NA,NA,-2,NA,NA,NA,0,0,0,-27,0,0,1,0,0,-37.5,-2,-0.02,0,0,0,0,-0.34,-2
"133","SMC04749","SMC04749_39987_BMI_RWB_1","6/23/09",1,0.612346376,0.01,0.648159101,0.03,0.576533651,0.01,-28,-0.11,-0.24,-200,-6,-18.74,-12,59.54,0,-254,-2,0,0,-1,0,-59,-18,-120,-70.4,-0.16,-2,-10,-0.17,-33.86,-57
"134","SMC04750","SMC04750_40729_BMI_RWB_1","7/5/11",1,1.001889098,0.5,1.173052684,0.82,0.830725512,0.17,-93,0,-0.35,-12,NA,NA,NA,10.16,0,-40,-1,0,-1,0,0,-5,0,-75,-233.06,-0.73,-4,-3,-0.23,-1.45,-38
"135","SMC04756","SMC04756_40366_BMI_RWB_1","7/7/10",1,0.556401801,0,0.639941915,0.03,0.472861687,0,117,-0.47,-0.46,-201,NA,NA,NA,226.53,-215,-364,-228,2,0,2,-1,82,-1,-91,-36.84,0,-159,-165,-0.45,-0.55,-14
"136","SMC04806","SMC04806_41466_BMI_RWB_1","7/11/13",1,0.767225453,0.07,0.911586085,0.32,0.622864821,0.02,-162,-0.01,-0.54,-22,-11,-0.39,-45,100.74,-29,-364,-219,2,0,-1,-21.5,77,-44,-93,8.19,0,0,-9,-8.13,-12.96,-103
"137","SMC04880","SMC04880_41066_BMI_RWB_1","6/6/12",1,1.004149301,0.51,1.238670239,0.9,0.769628363,0.1,-8,-0.01,-0.7,-41,NA,NA,NA,0,0,-2,0,0,0,0,0,-18,0,-42,-1.1,-0.01,0,-1,-0.91,-0.01,-3
"138","SMC05146","SMC05146_41100_BMI_RWB_1","7/10/12",1,0.986255668,0.47,1.088354172,0.68,0.884157164,0.26,-2,-0.01,-0.01,0,NA,NA,NA,0.87,-1,-61,-1,0,0,0,0,-3,0,0,-0.36,0,0,0,0,-1.12,-2
"139","SMC05199","SMC05199_40730_BMI_RWB_1","7/6/11",1,1.028813813,0.57,1.160963949,0.8,0.896663678,0.28,-158,-3.06,-6.79,-50,NA,NA,NA,30.31,0,-1,0,0,-1,0,0,-45.5,0,-4,-0.48,0,0,-1,-0.2,-1.59,-10
"140","SMC05230","SMC05230_41092_BMI_RWB_1","7/2/12",1,0.685192291,0.02,0.841807591,0.2,0.528576992,0,-241,-24.48,-125.45,-185,NA,NA,NA,5519.14,0,-363,-114,0,0,-2,0,4,-17,-45,-3676.67,0,-4,11,-28.43,110.23,-87
"141","SMC05296","SMC05296_41086_BMI_RWB_1","6/26/12",1,1.009413346,0.52,1.112443863,0.72,0.906382829,0.3,-75,-0.02,-0.6,-1,-1,-76.57,-61,5.82,0,-1,0,0,0,0,0,0,0,-1,-2.5,0,-1,-2,-0.17,-43.9,-3
"142","SMC05402","SMC05402_40752_BMI_RWB_1","7/28/11",1,0.95275886,0.38,1.043211147,0.59,0.862306574,0.22,-83,-0.18,-0.18,-6,-1,15.4,-2,6.27,-3,-271,-26,0,0,-3,-14,0,-32,-5,-0.12,0,-18,-15,-4.88,-6.37,-87
"143","SMC05423","SMC05423_40339_BMI_RWB_1","6/10/10",1,0.762307504,0.07,0.993530304,0.49,0.531084705,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","SMC05702","SMC05702_40336_BMI_RWB_1","6/7/10",1,0.5475222,0,0.657312117,0.04,0.437732284,0,150,-0.04,0.12,-248,1,67.04,-8,61.96,-24,-364,-236,0,0,0,0,19,-23.5,-2,24.09,-0.01,-2,4,-3.17,-2.75,-45
"145","SMC05759","SMC05759_40350_BMI_RWB_1","6/21/10",1,0.802003816,0.11,0.886335386,0.28,0.717672246,0.06,-131,-101.66,-195.66,-236,NA,NA,NA,347.45,0,-229,0,0,0,0,0,-3.5,0,-20,-6282.3,0,0,0,-1.01,-7.77,-14
"146","SMC05902","SMC05902_40722_BMI_RWB_1","6/28/11",1,0.545537297,0,0.660999668,0.04,0.430074926,0,-45,0,-1.45,-24,-7,3.93,-21,28.35,0,-114,-18,0,-1,0,0,-25,0,-85,-213.5,0,-2,-4,-0.22,-9.76,-67
"147","SMC05956","SMC05956_41079_BMI_RWB_1","6/19/12",1,0.677897082,0.02,0.733588772,0.08,0.622205392,0.02,136,-0.63,-0.63,-201,NA,NA,NA,299.76,-211,-364,-218,2,0,3,-1,113.5,18,-66,47.9,0,-159,-159,-0.6,-0.69,-14
"148","SMC06079","SMC06079_41451_BMI_RWB_2","6/26/13",2,0.752621865,0.06,0.760809435,0.1,0.744434296,0.08,-8,-0.02,-0.18,-1,-13,1.14,0,1.25,0,0,0,0,0,0,0,0,0,-1,-2.26,0,0,0,-0.03,-0.12,0
"149","SMC06216","SMC06216_39959_BMI_RWB_1","5/26/09",1,0.834034693,0.15,0.967340652,0.43,0.700728735,0.05,-3,-0.24,-0.81,-2,0,23.36,-1,15.55,0,-13,0,0,-1,0,0,0,0,-18,-2.27,0,-2,-3,-0.23,-7.56,-4
"150","SMC06298","SMC06298_41107_BMI_RWB_1","7/17/12",1,1.010566495,0.53,1.08869514,0.68,0.932437851,0.35,NA,NA,NA,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,-8.5,0,-0.14,0,-1,-1,0,0.14,0
"151","SMC06302","SMC06302_41088_BMI_RWB_1","6/28/12",1,0.582566114,0,0.712893228,0.07,0.452239,0,-92,-0.19,-28.25,-57,2,166.51,-61,258.45,-2,-67,-3,-2,-1,-2,0,-64.5,-2,-108,-12.98,0,-9,4,-7.48,-51.31,-89
"152","SMC06356","SMC06356_41435_BMI_RWB_1","6/10/13",1,0.83260841,0.15,1.012123205,0.53,0.653093615,0.03,-70,-0.77,-1.23,-196,NA,NA,NA,128.12,0,-361,-1,0,0,0,0,-31.5,0,-158,-21.17,-0.12,-1,2,-0.87,-3.23,-89
"153","SMC06467","SMC06467_40357_BMI_RWB_1","6/28/10",1,0.848509332,0.17,0.904574803,0.31,0.79244386,0.12,0,0,0,-10,NA,NA,NA,0,0,0,0,0,0,0,0,-1.5,0,0,-0.01,0,0,0,0,0,0
"154","SMC06740","SMC06740_41435_BMI_RWB_1","6/10/13",1,0.57211394,0,0.657182762,0.04,0.487045118,0,-73,0,-4.98,-61,10,-0.87,-27,48.84,-21,-288,-32,0,0,0,0,-2,-21.5,-81,-13.98,0,-8,-3,-3.16,-24.07,-65
"155","SMC06794","SMC06794_41108_BMI_RWB_1","7/18/12",1,0.972985463,0.43,0.920559985,0.34,1.02541094,0.56,-4,0,0,0,NA,NA,NA,0,-1,0,-6,0,0,-1,0,0,-1,0,-0.46,0,0,0,0,-1.65,-4
"156","SMC06863","SMC06863_40745_BMI_RWB_1","7/21/11",1,1.033017142,0.58,1.187720075,0.84,0.878314208,0.25,0,-0.01,-0.01,-11,0,0.64,0,0.25,0,0,0,0,0,0,0,0,0,-1,-0.19,-0.01,0,-1,-0.01,-0.03,0
"157","SMC06918","SMC06918_41106_BMI_RWB_1","7/16/12",1,0.621776147,0.01,0.782600603,0.13,0.460951692,0,-111,-0.11,-0.17,-149,NA,NA,NA,105.82,-1,-328,-10,-1,-1,-1,-60,-64.5,0,-24,-47.41,-0.16,-1,24,-0.15,-0.67,-73
"158","SMC06926","SMC06926_39995_BMI_RWB_1","7/1/09",1,0.757616152,0.07,0.932918475,0.36,0.582313829,0.01,0,0,0,0,NA,NA,NA,0,-1,0,-363,0,0,0,-2.5,0,132.5,0,0,0,-1,0,0,0,-2
"159","SMC07126","SMC07126_41102_BMI_RWB_1","7/12/12",1,0.389572009,0,0.454375503,0,0.324768515,0,-146,0,-0.36,-59,NA,NA,NA,320.22,-40,-81,-104,0,-1,-1,-15,-28,-33,-84,-129.32,-0.71,-14,-3,-0.25,-2.02,-71
"160","SMC08094","SMC08094_41088_BMI_RWB_1","6/28/12",1,0.484394064,0,0.584840066,0.01,0.383948062,0,-99,-0.62,-0.97,-186,NA,NA,NA,75.37,1,-11,0,1,-2,0,-1,-64,-3,-163,-119.33,-0.18,-2,1,-0.36,-11.59,-77
"161","SMC08150","SMC08150_40332_BMI_RWB_1","6/3/10",1,0.720531728,0.04,0.788491753,0.13,0.652571704,0.03,56,-7.9,-255.45,-214,1,-732.45,-7,217.39,-7,-364,-184,0,0,0,-16.5,14,-32,-2,-39.47,-0.14,0,0,-4.99,-4.56,-78
"162","SMC08335","SMC08335_41449_BMI_RWB_1","6/24/13",4,0.83712331,0.15,0.998876636,0.5,0.675369983,0.03,NA,NA,NA,0,NA,NA,NA,0,0,0,-364,0,0,0,0,0,140,0,-1.12,0,0,0,0,0,-5
"163","SMC08655","SMC08655_41081_BMI_RWB_1","6/21/12",1,1.107137242,0.75,1.199722006,0.85,1.014552478,0.53,0,-0.02,-0.4,-29,0,0.26,0,0.02,0,0,0,0,0,0,0,0,0,-1,-0.22,-0.03,0,0,-0.16,-0.23,-15
"164","SMC08766","SMC08766_39959_BMI_RWB_1","5/26/09",1,0.348630471,0,0.256491183,0,0.440769759,0,-207,-29.93,-60.91,-330,NA,NA,NA,1354.25,0,-7,0,0,0,0,0,-5,0,-203,-8752.48,-0.13,-5,1,-11.57,-1359.24,-76
"165","SMC08845","SMC08845_39986_BMI_RWB_1","6/22/09",1,0.500582554,0,0.5137712,0.01,0.487393908,0,-11,0,0,-5,NA,NA,NA,0.57,-29,-30,-28,1,0,2,-37,-49,-44,-39,0,-0.31,-5,-13,0.01,0.06,-11
"166","SMC09118","SMC09118_41416_BMI_RWB_1","5/22/13",1,0.440438387,0,0.497516271,0,0.383360503,0,-98,-0.93,-1.42,-183,NA,NA,NA,111.72,2,-11,0,2,-2,0,-2,-64,-3,-37,-146.15,-0.15,-2,12,-0.54,-8.68,-75
"167","SMC09286","SMC09286_40338_BMI_RWB_1","6/9/10",1,0.580848886,0,0.619380653,0.02,0.542317119,0.01,-109,-30.68,-10.09,-222,NA,NA,NA,225.83,-15,-364,-6,-1,0,-1,-18,22.5,-16,-3,-69.65,-0.13,0,49,-21.94,-15.82,-72
"168","SMC09325","SMC09325_41081_BMI_RWB_2","6/21/12",2,0.79303143,0.1,1.022327546,0.55,0.563735315,0.01,NA,NA,NA,0,NA,NA,NA,0,-364,0,0,0,0,0,119.5,0,0,0,0,0,0,5,0,0,-5
"169","SMC09503","SMC09503_41064_BMI_RWB_1","6/4/12",1,0.940144292,0.35,1.174029958,0.82,0.706258626,0.05,-1,-0.01,-0.01,-6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.01,0,-1,0,-0.01,0
"170","SMC09534","SMC09534_39981_BMI_RWB_1","6/17/09",1,0.376993482,0,0.33917505,0,0.414811914,0,-49,-7.86,-12.08,-270,NA,NA,NA,1411.03,-4,-363,-2,0,0,0,-15.5,-60,-37,-5,-2362.59,-0.11,-1,2,-9,-40.84,-83
"171","SMC10685","SMC10685_40360_BMI_RWB_1","7/1/10",1,0.843410215,0.16,1.100004844,0.7,0.586815586,0.01,-152,-0.01,-0.02,-68,NA,NA,NA,956.92,0,-83,-95,0,0,0,0,-42,-5,-27,107.27,-0.46,-113,-67,-1.6,-2.7,-54
"172","SMC11343","SMC11343_41064_BMI_RWB_1","6/4/12",1,0.853593354,0.18,0.979407792,0.46,0.727778917,0.06,-184,-0.56,-6.69,-50,-5,70.73,0,17.94,0,0,0,0,0,0,0,0,0,-39,-950.01,-0.08,-1,0,-2.42,-179.92,-28
"173","SMC11384","SMC11384_40722_BMI_RWB_1","6/28/11",1,1.185298038,0.88,1.280136406,0.93,1.09045967,0.69,-89,0,-0.34,-54,NA,NA,NA,2.14,0,-37,0,0,-1,0,0,0,0,-57,-1.96,-0.79,-3,-5,-0.23,-1.3,-32
"174","SMC11727","SMC11727_40338_BMI_RWB_1","6/9/10",1,0.968715275,0.42,1.232530412,0.89,0.704900137,0.05,-1,-0.02,-0.16,-17,0,0.02,0,0.96,0,-1,0,0,0,0,0,0,0,0,-0.33,0,0,0,-0.02,-1.74,-1
"175","SMC12814","SMC12814_40746_BMI_RWB_1","7/22/11",1,0.864390814,0.2,0.877566481,0.26,0.851215148,0.2,-89,-0.01,-0.34,-53,NA,NA,NA,0.17,0,-27,-1,0,0,0,0,-1.5,0,-56,0.05,-0.8,-38,-8,-0.23,-2.07,-33
"176","SMC12862","SMC12862_40721_BMI_RWB_1","6/27/11",1,0.381841026,0,0.38473878,0,0.378943272,0,-199,-26.8,-55.56,-183,NA,NA,NA,3316.56,-1,-15,0,-1,-3,0,0,-73,0,-119,-10913.65,-0.11,-4,0,-17.77,-848.3,-74
"177","SMC13062","SMC13062_41478_BMI_RWB_1","7/23/13",1,0.553188065,0,0.6801308,0.05,0.42624533,0,-154,-0.13,-0.19,-149,NA,NA,NA,133.58,0,-280,-4,0,0,-1,-59.5,-47,-39.5,-8,-19.09,-0.19,-1,19,-0.3,-1.32,-72
"178","SMC13076","SMC13076_41088_BMI_RWB_1","6/28/12",1,1.097872396,0.73,1.226560053,0.88,0.96918474,0.43,-7,0,0.01,-9,NA,NA,NA,0.83,-119,-120,-119,0,0,0,8,1,8,-80,0,-0.38,0,-2,-0.24,0.2,-4
"179","SMC13214","SMC13214_41416_BMI_RWB_1","5/22/13",1,0.489214421,0,0.577292698,0.01,0.401136144,0,-142,0,254.25,1,NA,NA,NA,5718.72,-1,-361,-1,0,0,0,0,46,0,1,-721.82,0,-1,1,0,-1057.48,-40
"180","SMC13599","SMC13599_41064_BMI_RWB_1","6/4/12",1,0.961241964,0.4,1.102228483,0.7,0.820255444,0.16,-2,-0.07,-0.02,-5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,-10,0,-0.03,0
"181","SMC13630","SMC13630_41081_BMI_RWB_1","6/21/12",1,0.617674687,0.01,0.763749026,0.11,0.471600347,0,-86,-13.7,-98.93,-330,NA,NA,NA,2695.97,0,-280,0,0,0,0,-15.5,-5,-15.5,-197,-6744.91,-0.13,-6,3,-5.92,-441.86,-76
"182","SMC14099","SMC14099_41438_BMI_RWB_1","6/13/13",1,0.562806485,0,0.76557106,0.11,0.36004191,0,-54,-0.01,-0.05,-54,NA,NA,NA,67.1,-1,-129,-39,-1,-4,-3,-31,-37,-66,-112,-8.87,0,12,29,-0.44,-1.82,-104
"183","SMC15464","SMC15464_41075_BMI_RWB_1","6/15/12",1,1.04791012,0.62,1.167822078,0.81,0.927998162,0.34,-62,-0.01,-0.34,0,NA,NA,NA,0,-58,0,-58,0,0,0,6,-11.5,5,-51,-4.07,-0.01,0,-1,-0.57,-3.3,-48
"184","SMC15678","SMC15678_41450_BMI_RWB_1","6/25/13",1,0.216981821,0,0.232589261,0,0.201374381,0,158,-0.06,-79.17,-327,NA,NA,NA,699.92,0,-363,-11,0,0,0,-1,-31.5,-5.5,-7,-318.95,-0.12,-1,6,-11.89,-89.82,-83
"185","SMC16446","SMC16446_41081_BMI_RWB_1","6/21/12",1,0.853414567,0.18,0.979781664,0.46,0.72704747,0.06,-58,-0.46,-0.95,-177,NA,NA,NA,25.07,0,-243,-1,0,-1,-1,0,-11,-6.5,-36,-1565.6,0,-2,0,-0.07,-5.06,-10
"186","SMC16832","SMC16832_40347_BMI_RWB_2","6/18/10",2,0.303398421,0,0.33970974,0,0.267087101,0,-94,-14.85,-25.1,-330,NA,NA,NA,2221.38,0,-262,0,0,0,0,0,-65,0,-4,-5973.71,-0.13,-5,1,-6.9,-768.43,-81
"187","SMC16980","SMC16980_40730_BMI_RWB_1","7/6/11",1,1.026129641,0.56,1.123680636,0.74,0.928578647,0.35,-8,-0.05,-0.04,-214,NA,NA,NA,9.15,-1,-364,0,0,0,0,0,-6,0,-62,-61.47,0,0,0,-0.07,-0.21,-8
"188","SMC18116","SMC18116_41088_BMI_RWB_1","6/28/12",1,0.671199731,0.02,0.843299207,0.21,0.499100256,0,-32,0,-1.96,-77,14,-1.46,-28,15.06,-7,-326,-49,0,0,-2,-15,-2,1,-113,-7.2,0,-4,-2,-0.08,-2.79,-94
"189","SMC18545","SMC18545_41450_BMI_RWB_1","6/25/13",1,0.836556051,0.15,1.093177438,0.69,0.579934665,0.01,0,-0.01,-0.01,-5,0,0.07,0,-0.03,0,0,0,0,0,0,0,0,0,0,-0.12,-0.01,0,0,-0.01,-0.02,0
"190","SMC19697","SMC19697_41449_BMI_RWB_1","6/24/13",1,0.833755949,0.15,1.112905109,0.72,0.55460679,0.01,NA,NA,NA,0,NA,NA,NA,0,0,0,-364,0,0,0,0,0,140,0,-1.13,0,0,0,0,0,-4
"191","SMC19809","SMC19809_41450_BMI_RWB_1","6/25/13",1,1.015798461,0.54,1.31183034,0.95,0.719766583,0.06,-9,0,0,-4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,-0.01,-9
"192","SMC19945","SMC19945_41450_BMI_RWB_1","6/25/13",1,1.022751897,0.56,1.117726057,0.73,0.927777736,0.34,-3,-0.02,-0.02,-2,0,0.33,0,0.01,0,0,0,0,0,0,0,0,0,-1,-0.2,0,0,0,-0.01,-0.04,-3
