"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"98","SMC02270","SMC02270_40359_BMI_RWB_1","6/30/10",1,0.622621618,0.01,0.805000641,0.15,0.440242596,0,-35,0,0.01,18.5,NA,NA,NA,0.46,0,-353,0,0,5,0,0,96.5,0,-30.5,0.365,0,40.5,31.5,0.015,0.065,15
"99","SMC02302","SMC02302_41470_BMI_RWB_1","7/15/13",1,0.1885897,0,0.115593348,0,0.261586052,0,-7,0.005,0.5,15,NA,NA,NA,101.7,-60,-286.5,-23,5,-1,1,42,34.25,-74.5,-43,62.66,0,43,64,0,-1.6,-60
"100","SMC02436","SMC02436_39961_BMI_RWB_1","5/28/09",1,0.610104155,0.01,0.76270814,0.11,0.45750017,0,161.5,-0.215,-0.14,-110.5,NA,NA,NA,310.35,-211,-363,-216,1,0.5,5,21.5,121.75,17.5,-85,117.37,0,162,-42,5.905,4.165,16
"101","SMC02536","SMC02536_40723_BMI_RWB_1","6/29/11",1,0.61035672,0.01,0.687994522,0.05,0.532718918,0,-95,0,-0.33,-12,NA,NA,NA,20.31,0,-30.5,-2,0,0,0,-0.5,11.25,0,-65,2.06,-0.01,-1,-11,0.2,-0.7,-43
"102","SMC02548","SMC02548_40368_BMI_RWB_1","7/9/10",1,0.999637309,0.5,0.966563298,0.43,1.03271132,0.57,-2,0.005,0,-1,-1,-0.01,1,1.16,0,-89,0,0,0,0,0,0,0,0,0.2,0,0,0,0,-0.03,-1
"103","SMC02568","SMC02568_41072_BMI_RWB_2","6/12/12",2,0.877339609,0.22,1.023085638,0.55,0.73159358,0.07,-10,0.01,0.015,-2,NA,NA,NA,0,0,0,3.5,0,0,1,0,0,-10,0,0,-0.03,0,0,0.01,1.5,-8
"104","SMC02591","SMC02591_40745_BMI_RWB_1","7/21/11",1,0.929770024,0.33,0.975674598,0.45,0.88386545,0.26,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","SMC02622","SMC02622_40344_BMI_RWB_1","6/15/10",1,0.416283489,0,0.517270653,0.01,0.315296325,0,-66.5,-5.855,-10.55,10,NA,NA,NA,1880.9,0,-4,-1.5,0,0,-0.5,-1.5,-3.25,-1.5,8.5,942.06,-0.03,40,55,-3.66,-4.48,-76
"106","SMC02712","SMC02712_41067_BMI_RWB_1","6/7/12",1,0.990324669,0.48,1.251054292,0.91,0.729595045,0.07,-1,0,0,-1,NA,NA,NA,0,-30,0,0,-1,0,0,-4.5,0,0,-46,0,0,0,0,0,0,0
"107","SMC02884","SMC02884_40352_BMI_RWB_1","6/23/10",1,0.580362908,0,0.645934774,0.03,0.514791041,0,150,-0.21,-0.75,-124,NA,NA,NA,357.27,-212,-271,-210,1,0,3,21,114,18,-50.5,250.53,0,162,-54.5,-0.365,1.95,20
"108","SMC02902","SMC02902_40757_BMI_RWB_1","8/2/11",1,0.78041601,0.09,1.008922689,0.52,0.55190933,0.01,157,0.17,0.615,-46.5,1,21.35,-9,67.94,-2,-358,-12,0,0,0,0,129,-7,-0.5,49.625,-0.005,90.5,12.5,-0.215,-0.295,-13
"109","SMC02972","SMC02972_41108_BMI_RWB_1","7/18/12",1,1.061015996,0.65,1.179361688,0.83,0.942670304,0.37,-7,0,0.01,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-4
"110","SMC02984","SMC02984_40352_BMI_RWB_1","6/23/10",1,0.540908922,0,0.567199849,0.01,0.514617996,0,-15,0,-0.34,-69,NA,NA,NA,175.63,0,-43,0,0,0.5,0,0,21,0,-81,19.66,-0.18,20,26,-0.23,0.2,-57
"111","SMC03011","SMC03011_41438_BMI_RWB_1","6/13/13",1,0.645521408,0.01,0.789278567,0.13,0.501764249,0,-18,0.01,0.26,-45,NA,NA,NA,80.61,-6,-64.5,-24,-0.5,0,0,-32.5,-2,0,-70,-2.48,0,47,87,0,3.13,-18
"112","SMC03216","SMC03216_40751_BMI_RWB_1","7/27/11",1,0.966241012,0.42,0.981856095,0.46,0.950625929,0.39,-1,-0.01,-0.02,0,NA,NA,NA,-0.02,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,0,-0.13,-0.25,-1
"113","SMC03268","SMC03268_39961_BMI_RWB_1","5/28/09",1,0.695677804,0.03,0.850225668,0.22,0.54112994,0.01,166.5,-0.345,-0.185,-123,NA,NA,NA,458.31,-213,-363,-223,1,0.5,2,20.5,121.75,-1,-78.5,299.39,0,154,-44,8.995,13.485,22
"114","SMC03280","SMC03280_40766_BMI_RWB_1","8/11/11",1,0.931069654,0.33,0.89661147,0.29,0.965527839,0.42,-1,-0.03,-0.02,0,-7,2.52,0,0.03,0,-1,0,0,0,0,0,0,0,0,-0.04,0,0,0,-0.03,-0.38,0
"115","SMC03304","SMC03304_40723_BMI_RWB_1","6/29/11",1,0.591738396,0.01,0.671240482,0.04,0.512236311,0,NA,NA,NA,NA,NA,NA,NA,0,-363,0,-363,0,0,0,144,0,144,NA,0,NA,0,NA,NA,NA,NA
"116","SMC03438","SMC03438_41092_BMI_RWB_1","7/2/12",1,0.831429441,0.15,1.03859787,0.58,0.624261012,0.02,-64,0,-0.32,-3,NA,NA,NA,7.29,0,-28.5,0,0,0.5,0,0,9.25,0,-46,-0.92,-0.26,-5,-4,0.46,-0.7,-15
"117","SMC03523","SMC03523_41436_BMI_RWB_2","6/11/13",2,0.517912075,0,0.597910067,0.02,0.437914084,0,-36,0.02,-0.33,-5,-8,-2.41,-63,64.45,0,-179.5,-30,0,0,-0.5,0,6.75,-41.75,-48,-9.9,0,61,90,0,-3.87,-92
"118","SMC03944","SMC03944_40371_BMI_RWB_1","7/12/10",1,0.428265381,0,0.450679454,0,0.405851308,0,-13,0,0.04,-2,NA,NA,NA,5.87,-1,-37,-33,0,0.5,0,0,17,11,-77,-1.85,-0.75,-1,-5,0.21,0.2,-4
"119","SMC03984","SMC03984_41078_BMI_RWB_1","6/18/12",1,0.731368232,0.05,0.775013382,0.12,0.687723082,0.04,0,-0.05,-0.05,0,0,0.01,0,-0.03,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,-0.05,0
"120","SMC04000","SMC04000_41120_BMI_RWB_1","7/30/12",1,1.024990931,0.56,1.293637544,0.94,0.756344319,0.09,0,0,0,-1,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","SMC04008","SMC04008_41079_BMI_RWB_1","6/19/12",1,0.871468272,0.21,1.097318517,0.7,0.645618026,0.02,0,0.11,0.94,-44,0,101.59,-61,238.77,-9.5,-50,0,0.5,0,0,32.5,-43.5,0,-49.5,61.405,0,26,37,0,-2.63,-90
"122","SMC04134","SMC04134_40750_BMI_RWB_1","7/26/11",1,0.77333209,0.08,0.868412406,0.24,0.678251774,0.04,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-0.005,0,0,0,0,0
"123","SMC04175","SMC04175_39975_BMI_RWB_1","6/11/09",1,0.883390898,0.23,0.941029237,0.38,0.82575256,0.17,-145,-2.47,-5.45,-49,NA,NA,NA,36.52,0,0,0,0,0,0,0,0,0,-5,12.47,0,0,0,-0.18,-0.06,-1
"124","SMC04204","SMC04204_41101_BMI_RWB_1","7/11/12",1,0.971601847,0.43,1.215843863,0.87,0.727359831,0.06,-31,-0.02,0,-9,NA,NA,NA,0.27,0,-115.5,0,0,0,0,0,-55,0,-23,0.01,0,0,0,-0.51,0,-25
"125","SMC04239","SMC04239_39975_BMI_RWB_1","6/11/09",1,0.872204764,0.21,1.055283193,0.61,0.689126334,0.04,0.5,0.17,0.18,-24,NA,NA,NA,39.45,0,0,0,0,0,0,0,0,0,-3,33.06,0,0,0,-0.6,-0.03,-1
"126","SMC04264","SMC04264_40368_BMI_RWB_1","7/9/10",1,0.531260106,0,0.528422196,0.01,0.534098016,0,0,0.01,0.32,-10.5,NA,NA,NA,92.67,-20,-87,-7,0,-1,0,-4.5,-9,-1,-53.5,16,0,-3,41,0,-1.605,-8.5
"127","SMC04294","SMC04294_41466_BMI_RWB_1","7/11/13",1,0.851577738,0.18,1.05454853,0.61,0.648606947,0.02,-15,-0.8,-1.1,-19,0,23.64,-9,161.81,-1,-355,-5,0,1,-0.5,-1,125.5,-10.5,0.5,78.23,0,47,48.5,-0.49,-0.775,-26.5
"128","SMC04308","SMC04308_39981_BMI_RWB_1","6/17/09",1,0.793161948,0.1,1.016949406,0.54,0.56937449,0.01,52,-0.02,-0.04,-192,NA,NA,NA,125,0,-126.5,0,0,0,0,0,22.25,0,-123,78.95,-0.04,35,2,-0.195,-1.16,-20.5
"129","SMC04383","SMC04383_40338_BMI_RWB_1","6/9/10",1,0.955334229,0.39,1.035430983,0.57,0.875237475,0.24,0,0,0,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
"130","SMC04426","SMC04426_40749_BMI_RWB_1","7/25/11",1,0.845455533,0.17,0.782740399,0.13,0.908170666,0.3,0,-0.005,-0.005,0,0,0.32,0,0.53,0,-8,0,0,0,0,0,-98,0,0,-0.01,0,0,0,0,0.005,0
"131","SMC04432","SMC04432_41086_BMI_RWB_1","6/26/12",1,0.898596438,0.26,0.872294378,0.25,0.924898497,0.34,-2,0,0,-41,NA,NA,NA,0,-30,0,0,0,0,0,10,0,0,-47,0,0,1,0,0,0,0
"132","SMC04682","SMC04682_40749_BMI_RWB_1","7/25/11",1,1.151839335,0.83,1.204077963,0.86,1.099600708,0.71,NA,NA,NA,-2,NA,NA,NA,0,0,0,-26.5,0,0,1,0,0,-8,-2,-0.01,0,0,0.5,0,-0.045,-0.5
"133","SMC04749","SMC04749_39987_BMI_RWB_1","6/23/09",1,0.612346376,0.01,0.648159101,0.03,0.576533651,0.01,104.5,0.03,0.07,-188,-6,-18.74,-12,59.54,0,-141,0,0,1,0,0,6,0,6,36.7,0,0,-10,-0.02,-0.06,-57
"134","SMC04750","SMC04750_40729_BMI_RWB_1","7/5/11",1,1.001889098,0.5,1.173052684,0.82,0.830725512,0.17,-93,0,0.14,-12,NA,NA,NA,10.16,0,-32,-1,0,0,0,0,40.5,0,-72,-233.06,-0.33,-2,35,-0.17,0.02,-16
"135","SMC04756","SMC04756_40366_BMI_RWB_1","7/7/10",1,0.556401801,0,0.639941915,0.03,0.472861687,0,171,-0.16,-0.05,-123,NA,NA,NA,226.53,-215,-364,-228,2,0,2,-1,124,-1,-75,89.9,0,162,-45,0.89,13.495,21
"136","SMC04806","SMC04806_41466_BMI_RWB_1","7/11/13",1,0.767225453,0.07,0.911586085,0.32,0.622864821,0.02,-143,-0.005,-0.3,43.5,-2,57.255,-27,100.74,-29,-362.5,-33,2,1.5,0,-21.5,143.5,-10.5,-22,35.855,0,75,123,-0.83,0.23,-35
"137","SMC04880","SMC04880_41066_BMI_RWB_1","6/6/12",1,1.004149301,0.51,1.238670239,0.9,0.769628363,0.1,-5,0,0,-10,NA,NA,NA,0,0,0,0,0,0,0,0,-5,0,-41,0,0,0,0,0,0,0
"138","SMC05146","SMC05146_41100_BMI_RWB_1","7/10/12",1,0.986255668,0.47,1.088354172,0.68,0.884157164,0.26,-1,0,0,0,NA,NA,NA,0.87,-0.5,-30,-1,0,0,0,0,0,0,0,-0.015,0,0,0.5,0,-0.38,-0.5
"139","SMC05199","SMC05199_40730_BMI_RWB_1","7/6/11",1,1.028813813,0.57,1.160963949,0.8,0.896663678,0.28,-144,-3.06,-0.145,-2,NA,NA,NA,30.31,0,0,0,0,0,0,0,0,0,0,15.57,0,0,0,-0.08,-0.09,0
"140","SMC05230","SMC05230_41092_BMI_RWB_1","7/2/12",1,0.685192291,0.02,0.841807591,0.2,0.528576992,0,130,-2.71,-1.82,-76,NA,NA,NA,5519.14,0,-356,-108,0,0,0,0,138,-16.5,-1,1410.62,0,180,26.5,-16.42,530.95,-83
"141","SMC05296","SMC05296_41086_BMI_RWB_1","6/26/12",1,1.009413346,0.52,1.112443863,0.72,0.906382829,0.3,-3,0,-0.01,0,0,11.25,-61,5.82,0,-1,0,0,0,0,0,0,0,0,-0.39,0,0,0,-0.01,-0.675,0
"142","SMC05402","SMC05402_40752_BMI_RWB_1","7/28/11",1,0.95275886,0.38,1.043211147,0.59,0.862306574,0.22,0,-0.16,-0.02,-4,-1,15.4,-2,6.27,-3,0,-13,0,0,-3,-14,0,0,-3,1.29,0,-1,-6,-0.12,-6.37,-3
"143","SMC05423","SMC05423_40339_BMI_RWB_1","6/10/10",1,0.762307504,0.07,0.993530304,0.49,0.531084705,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","SMC05702","SMC05702_40336_BMI_RWB_1","6/7/10",1,0.5475222,0,0.657312117,0.04,0.437732284,0,158.5,0.07,0.495,-186,1,67.04,-8,61.96,-14,-358.5,-63,0,0,0.5,9.75,122.5,16,37.5,60.74,0.025,154,23.5,-1.855,-1.605,-45
"145","SMC05759","SMC05759_40350_BMI_RWB_1","6/21/10",1,0.802003816,0.11,0.886335386,0.28,0.717672246,0.06,-131,-0.29,-0.2,-7.5,NA,NA,NA,347.45,0,-124,0,0,0,0,0,13.5,0,-10,123.62,0,36,0,-0.55,1.62,-11
"146","SMC05902","SMC05902_40722_BMI_RWB_1","6/28/11",1,0.545537297,0,0.660999668,0.04,0.430074926,0,8.5,0.06,0.33,-8,-4.5,11.505,-14.5,28.35,0,-45,-4,0,1,0,0,13,0,-27,2.11,0,36,46,0,0.43,-67
"147","SMC05956","SMC05956_41079_BMI_RWB_1","6/19/12",1,0.677897082,0.02,0.733588772,0.08,0.622205392,0.02,149,-0.17,-0.63,-126.5,NA,NA,NA,299.76,-211,-364,-218,2,0,3,-1,124.5,18,-52,236.21,0,162,-57.5,-0.3,2.53,11.5
"148","SMC06079","SMC06079_41451_BMI_RWB_2","6/26/13",2,0.752621865,0.06,0.760809435,0.1,0.744434296,0.08,0,0,-0.04,0,-1.5,2.22,0,1.25,0,0,0,0,0,0,0,0,0,0,0.535,0,0,0,0,-0.12,0
"149","SMC06216","SMC06216_39959_BMI_RWB_1","5/26/09",1,0.834034693,0.15,0.967340652,0.43,0.700728735,0.05,-3,-0.24,-0.81,-1,0,23.36,-1,15.55,0,-8.5,0,0,0,0,0,0,0,-1,0.67,0,-1,-1,-0.07,-0.535,-1
"150","SMC06298","SMC06298_41107_BMI_RWB_1","7/17/12",1,1.010566495,0.53,1.08869514,0.68,0.932437851,0.35,NA,NA,NA,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,-2.5,0,-0.01,0,-1,-0.5,0,0.365,0
"151","SMC06302","SMC06302_41088_BMI_RWB_1","6/28/12",1,0.582566114,0,0.712893228,0.07,0.452239,0,-28.5,-0.19,0.115,-17.5,2,166.51,-61,258.45,-1,-11,-3,-1,0,-2,0,-64.5,-2,-60.5,100.265,0,37.5,66.5,0,-7.515,-24.5
"152","SMC06356","SMC06356_41435_BMI_RWB_1","6/10/13",1,0.83260841,0.15,1.012123205,0.53,0.653093615,0.03,49,-0.02,-0.09,-196,NA,NA,NA,128.12,0,-125.5,0,0,0,0,0,22.25,0,-158,78.325,-0.04,35,31.5,-0.87,-1.175,-20.5
"153","SMC06467","SMC06467_40357_BMI_RWB_1","6/28/10",1,0.848509332,0.17,0.904574803,0.31,0.79244386,0.12,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0
"154","SMC06740","SMC06740_41435_BMI_RWB_1","6/10/13",1,0.57211394,0,0.657182762,0.04,0.487045118,0,-4,0,0.07,-8,10,-0.87,-27,48.84,-10.5,-201,-21,0,2,1,42,7,-0.5,-49.5,9.28,0,62,56.5,0,-0.165,-14
"155","SMC06794","SMC06794_41108_BMI_RWB_1","7/18/12",1,0.972985463,0.43,0.920559985,0.34,1.02541094,0.56,-3,0.01,0,0,NA,NA,NA,0,-1,0,-6,0,0,0,0,0,0,0,-0.02,0,0,2,0,-0.795,-2
"156","SMC06863","SMC06863_40745_BMI_RWB_1","7/21/11",1,1.033017142,0.58,1.187720075,0.84,0.878314208,0.25,0,0,-0.01,0,0,0.645,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,-0.03,0
"157","SMC06918","SMC06918_41106_BMI_RWB_1","7/16/12",1,0.621776147,0.01,0.782600603,0.13,0.460951692,0,-93.5,-0.08,-0.125,35,NA,NA,NA,105.82,-0.5,-14,-6,-0.5,0.5,-0.5,-30.5,3,11.5,-7,61.085,-0.16,41.5,68,-0.03,-0.04,-31
"158","SMC06926","SMC06926_39995_BMI_RWB_1","7/1/09",1,0.757616152,0.07,0.932918475,0.36,0.582313829,0.01,0,0,0,0.5,NA,NA,NA,0,0,0,-360,0,0,0,-2.5,0,158,0.5,0,0,0,0.5,0,0,-2
"159","SMC07126","SMC07126_41102_BMI_RWB_1","7/12/12",1,0.389572009,0,0.454375503,0,0.324768515,0,-42,0,0.665,-59,NA,NA,NA,320.22,-25.5,-53,-39,1.5,0,0,-7.5,19.5,14.5,-38,22.27,0,54,84,-0.23,0.24,-71
"160","SMC08094","SMC08094_41088_BMI_RWB_1","6/28/12",1,0.484394064,0,0.584840066,0.01,0.383948062,0,-55.5,-0.14,-0.245,28,NA,NA,NA,75.37,1,-3.5,0,1,-1,0,-1,-0.5,-3,-4.5,20.95,-0.015,-2,1,-0.36,-0.11,-77
"161","SMC08150","SMC08150_40332_BMI_RWB_1","6/3/10",1,0.720531728,0.04,0.788491753,0.13,0.652571704,0.03,81,0.14,1.48,-64,1,-732.45,-7,217.39,-1,-353,-11.5,0,1.5,0.5,-16.5,114,-18,-2,104.29,-0.01,163,20.5,-0.65,0.24,-20.5
"162","SMC08335","SMC08335_41449_BMI_RWB_1","6/24/13",4,0.83712331,0.15,0.998876636,0.5,0.675369983,0.03,NA,NA,NA,0,NA,NA,NA,0,0,0,-357,0,0,0,0,0,160,0,0,0,0,0,0,0,-5
"163","SMC08655","SMC08655_41081_BMI_RWB_1","6/21/12",1,1.107137242,0.75,1.199722006,0.85,1.014552478,0.53,0,0,-0.01,0,0,0.405,0,0.02,0,0,0,0,0,0,0,0,0,0,-0.22,0,0,0,0,-0.02,0
"164","SMC08766","SMC08766_39959_BMI_RWB_1","5/26/09",1,0.348630471,0,0.256491183,0,0.440769759,0,-42,-5.235,-8.395,-1.5,NA,NA,NA,1354.25,0,-3,0,0,0,0,0,-4,0,-86,560.15,-0.005,27,53,-3.01,-6.83,-22
"165","SMC08845","SMC08845_39986_BMI_RWB_1","6/22/09",1,0.500582554,0,0.5137712,0.01,0.487393908,0,-9,0,0,-5,NA,NA,NA,0.57,-24,-29.5,-22.5,1,0.5,2.5,-36.5,-21.5,-37,-20,0.07,-0.06,-1,-7,0.01,0.4,-11
"166","SMC09118","SMC09118_41416_BMI_RWB_1","5/22/13",1,0.440438387,0,0.497516271,0,0.383360503,0,-55,-0.215,-0.36,28,NA,NA,NA,111.72,2,-3.5,0,2,-0.5,0,-2,-0.75,-3,-4,32.38,-0.15,26,12,-0.15,-0.09,-16
"167","SMC09286","SMC09286_40338_BMI_RWB_1","6/9/10",1,0.580848886,0,0.619380653,0.02,0.542317119,0.01,-69,-1.03,-2.72,-70,NA,NA,NA,225.83,-8.5,-350,-6,-0.5,0,0,-8.5,117.5,-2.5,-3,220.46,-0.03,134,63,-0.54,-0.68,-27.5
"168","SMC09325","SMC09325_41081_BMI_RWB_2","6/21/12",2,0.79303143,0.1,1.022327546,0.55,0.563735315,0.01,NA,NA,NA,0,NA,NA,NA,0,-363,0,0,1,0,0,143,0,0,0,0,0,0,5,0,0,-5
"169","SMC09503","SMC09503_41064_BMI_RWB_1","6/4/12",1,0.940144292,0.35,1.174029958,0.82,0.706258626,0.05,0,0,0,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0
"170","SMC09534","SMC09534_39981_BMI_RWB_1","6/17/09",1,0.376993482,0,0.33917505,0,0.414811914,0,148,0.09,-2.72,-78,NA,NA,NA,1411.03,-1,-354.5,-1,0,2.5,0,-2,108,-1,76,537.93,-0.055,124,63,-2.49,-2.41,-10
"171","SMC10685","SMC10685_40360_BMI_RWB_1","7/1/10",1,0.843410215,0.16,1.100004844,0.7,0.586815586,0.01,-48,0,2.35,-68,NA,NA,NA,956.92,0,-66,-69,0,0.5,1,0,12.75,-5,-21,625.74,-0.165,-9.5,6.5,-0.26,5.37,-20
"172","SMC11343","SMC11343_41064_BMI_RWB_1","6/4/12",1,0.853593354,0.18,0.979407792,0.46,0.727778917,0.06,-0.5,0.42,0.35,-4,-5,89.29,0,17.94,0,0,0,0,0,0,0,0,0,-3,26.04,0,0,0,0.03,0.69,-1
"173","SMC11384","SMC11384_40722_BMI_RWB_1","6/28/11",1,1.185298038,0.88,1.280136406,0.93,1.09045967,0.69,-54,0,0.27,-53,NA,NA,NA,2.14,0,-27.5,0,0,0,0,0,22.5,0,-57,-1.12,-0.79,-1,21,-0.22,-0.7,-31
"174","SMC11727","SMC11727_40338_BMI_RWB_1","6/9/10",1,0.968715275,0.42,1.232530412,0.89,0.704900137,0.05,0,-0.02,-0.08,0,0.5,1.485,0,0.96,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,0,-0.01,-0.04,0
"175","SMC12814","SMC12814_40746_BMI_RWB_1","7/22/11",1,0.864390814,0.2,0.877566481,0.26,0.851215148,0.2,-55,0,-0.32,-53,NA,NA,NA,0.17,0,-23,0,0,0,0,0,11.5,0,-56,0.05,-0.79,0,-5,-0.23,-0.7,-33
"176","SMC12862","SMC12862_40721_BMI_RWB_1","6/27/11",1,0.381841026,0,0.38473878,0,0.378943272,0,-63,-4.37,-8.65,20,NA,NA,NA,3316.56,-0.5,-3.5,0,-0.5,-2,0,4,-37,0,12,339.26,-0.11,0,39,-3.29,-1.91,-26
"177","SMC13062","SMC13062_41478_BMI_RWB_1","7/23/13",1,0.553188065,0,0.6801308,0.05,0.42624533,0,-90,-0.12,-0.13,34,NA,NA,NA,133.58,0,-14,-4,0,0.5,-1,-29.75,6.5,-39.5,-1,71.83,-0.05,47,68,-0.3,-0.07,-21
"178","SMC13076","SMC13076_41088_BMI_RWB_1","6/28/12",1,1.097872396,0.73,1.226560053,0.88,0.96918474,0.43,-7,0,0.01,2,NA,NA,NA,0.83,-119,-120,-119,0,0,0,9,31.25,63,-80,0.69,-0.04,35,-2,0.12,0.2,-4
"179","SMC13214","SMC13214_41416_BMI_RWB_1","5/22/13",1,0.489214421,0,0.577292698,0.01,0.401136144,0,-73,0.38,256.635,43,NA,NA,NA,5718.72,-0.5,-361,-1,0,0,0,0.5,98,0,43,1756.96,0.04,-1,4,0.47,294.21,-5
"180","SMC13599","SMC13599_41064_BMI_RWB_1","6/4/12",1,0.961241964,0.4,1.102228483,0.7,0.820255444,0.16,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
"181","SMC13630","SMC13630_41081_BMI_RWB_1","6/21/12",1,0.617674687,0.01,0.763749026,0.11,0.471600347,0,130,0.09,0.5,-167,NA,NA,NA,2695.97,0,-180.5,0.5,0,0,0,-15.5,5.25,-0.5,-11,398.67,-0.13,121,69.5,-1.12,-11.205,-15.5
"182","SMC14099","SMC14099_41438_BMI_RWB_1","6/13/13",1,0.562806485,0,0.76557106,0.11,0.36004191,0,-14,0.005,0.085,-27.5,NA,NA,NA,67.1,-1,-53,-25,-1,0,-0.5,-31,-1,-20.5,-67,8.135,0,53,74,0,-1.065,-18
"183","SMC15464","SMC15464_41075_BMI_RWB_1","6/15/12",1,1.04791012,0.62,1.167822078,0.81,0.927998162,0.34,-59,0,-0.34,0,NA,NA,NA,0,-34,0,-58,0,0,0,18,0,32,-30,0,-0.01,0,37,-0.57,-3.3,-42
"184","SMC15678","SMC15678_41450_BMI_RWB_1","6/25/13",1,0.216981821,0,0.232589261,0,0.201374381,0,182,0.26,0.405,-164,NA,NA,NA,699.92,0,-272,-11,0,1,0,-1,109,0,81,431.03,-0.06,153,82,-0.44,-0.02,-11
"185","SMC16446","SMC16446_41081_BMI_RWB_1","6/21/12",1,0.853414567,0.18,0.979781664,0.46,0.72704747,0.06,-10,-0.02,-0.02,-5,NA,NA,NA,25.07,0,-84,0,0,0,0,0,1.5,0,-10,11.44,0,29,0,-0.02,-5.06,-0.5
"186","SMC16832","SMC16832_40347_BMI_RWB_2","6/18/10",2,0.303398421,0,0.33970974,0,0.267087101,0,-11,-2.26,-3.515,-73.5,NA,NA,NA,2221.38,0,-20,0,0,0,0,0,2.5,0,26,851.73,-0.13,59,51,-1.82,-6.5,-20
"187","SMC16980","SMC16980_40730_BMI_RWB_1","7/6/11",1,1.026129641,0.56,1.123680636,0.74,0.928578647,0.35,9.5,0.035,0.055,-18,NA,NA,NA,9.15,-1,-243,0,0,0,0,0,94,0,-62,11.49,0,29.5,1,-0.02,0.01,-1
"188","SMC18116","SMC18116_41088_BMI_RWB_1","6/28/12",1,0.671199731,0.02,0.843299207,0.21,0.499100256,0,1,0,0.05,-17.5,14,-1.46,-28,15.06,-4,-221.5,-35.5,0,0,-2,-7.5,8,11.5,-67.5,1.01,0,52,70.5,0,0.08,-26
"189","SMC18545","SMC18545_41450_BMI_RWB_1","6/25/13",1,0.836556051,0.15,1.093177438,0.69,0.579934665,0.01,0,0,0,0,0,0.07,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
"190","SMC19697","SMC19697_41449_BMI_RWB_1","6/24/13",1,0.833755949,0.15,1.112905109,0.72,0.55460679,0.01,NA,NA,NA,0,NA,NA,NA,0,0,0,-357,0,0,0,0,0,159.5,0,0,0,0,0,0,0,-4
"191","SMC19809","SMC19809_41450_BMI_RWB_1","6/25/13",1,1.015798461,0.54,1.31183034,0.95,0.719766583,0.06,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","SMC19945","SMC19945_41450_BMI_RWB_1","6/25/13",1,1.022751897,0.56,1.117726057,0.73,0.927777736,0.34,0,0,-0.005,0,0,0.46,0,0.01,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,-0.02,0
"193","SMC20032","SMC20032_40347_BMI_RWB_1","6/18/10",1,0.289992483,0,0.256384709,0,0.323600257,0,14,-1.455,-1.845,-98,NA,NA,NA,2080.96,0,-20,0,0,0,0,0,-30.5,0,-52,839.93,-0.04,59,51,-1.16,-7.92,-3
"194","SMC20994","SMC20994_41442_BMI_RWB_1","6/17/13",1,0.609251064,0.01,0.786869135,0.13,0.431632994,0,-33,0,0.13,-12,NA,NA,NA,24.68,-1,-36.5,-1,0,0.5,-1,0,-85,0,-81,1.49,-0.025,9,38,-0.23,-2.91,-22
"195","SMC21796","SMC21796_41439_BMI_RWB_1","6/14/13",1,0.543757456,0,0.629369926,0.03,0.458144986,0,-42,0.53,1.54,-18,-31,683.59,-25,2212.77,-1.5,-81,-16.5,0.5,-4,-1,-6,28,-6,-70,829,0,44,79.5,-2.98,-34.07,-28.5
