"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"11","901DCCSMC","901DCCSMC406791BMI_RWB","5/16/11",1,1.135279907,0.8,1.168165087,0.81,1.102394728,0.72,5,0.05,0.21,-30,NA,NA,NA,2.61,0,-229,0,0,0,0,0,0,0,0,-0.01,0,0,-1,0.13,-0.04,0
"12","909SSWR03","909SSWR03399231BMI_RWB","4/20/09",5,0.888283956,0.24,0.777623756,0.12,0.998944156,0.5,-1,0,0,0,NA,NA,NA,0,-1,0,0,0,0,0,0,0,-1,0,-0.02,0,0,0,0,-0.755,-2
"13","LALT501","LALT501410811NR","6/21/12",1,0.583713304,0,0.542260268,0.01,0.625166341,0.02,-194,1.42,5.77,0.5,-1,976.73,-27,2879.42,-1,-39,-21,0,0,0,-1,0.25,-29.5,-56.5,74.315,0,45.5,3,3.135,18.65,-12
"14","SGLT506","SGLT506410781NR","6/18/12",1,0.586312859,0,0.613777159,0.02,0.558848559,0.01,-132,-3.45,-4.05,-143,0,-34.67,-27,942.84,-2,-1,0,-1,-1,0,-11,-0.25,0,-2,381.56,-0.025,-1,18,-2.5,-7.305,-8.5
"15","SGUR010","SGUR010407211NR","6/27/11",2,0.983273925,0.46,1.120381158,0.74,0.846166691,0.2,0,0.02,-0.04,0,0,6.75,0,-0.18,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.15,-0.51,0
"16","SGUR103","SGUR103411081NR","7/18/12",3,1.086108165,0.7,1.156517482,0.79,1.015698847,0.53,-9,0,0,0,1,-0.13,0,-0.03,0,0,0,0,0,0,0,0,0,0,-0.09,0,0,-1,0,-0.03,-2
"17","SGUT501","SGUT501410791NR","6/19/12",1,1.26732273,0.95,1.389128234,0.98,1.145517226,0.79,-1,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0
"18","SGUT502","SGUT502410781NR","6/18/12",3,0.988249271,0.47,1.116139719,0.73,0.860358823,0.22,0,-0.01,-0.01,0,NA,NA,NA,0.58,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0
"19","SGUT503","SGUT503410731NR","6/13/12",3,1.011042826,0.53,1.178230504,0.83,0.843855149,0.19,-0.5,-0.005,-0.005,0,NA,NA,NA,0,0.5,0,0,0,0,0,-0.5,0,0,0,-0.015,0,0,0,-0.01,0.16,-1
"20","SGUT504","SGUT504410791NR","6/19/12",1,0.989711373,0.47,1.109322382,0.72,0.870100364,0.23,-15,0.1,0,1,2.5,0.3,-2.5,0.35,-6,-21,-6,-0.5,0,0,-5.75,-1,-1,-12,0.25,0,-2,-3,0,0,-3
"21","SGUT505","SGUT505410781NR","6/18/12",1,0.877810932,0.22,1.045087959,0.59,0.710533905,0.05,0,-0.02,-0.03,0,NA,NA,NA,-0.06,0,0,-0.5,0,0,0,0,0,0,0,-0.05,0,0,0,0,-0.32,0
"22","SMC00080","SMC00080_41066_BMI_RWB_1","6/6/12",3,0.803837262,0.11,0.847270181,0.21,0.760404342,0.09,-2,0,0,-3,NA,NA,NA,0,0,0,-16,0,0,0,0,0,4,-13,0,0,0,0,0,0,0
"23","SMC00105","SMC00105_39945_BMI_RWB_1","5/12/09",1,0.972364495,0.43,1.137145755,0.76,0.807583235,0.14,NA,NA,NA,-9,NA,NA,NA,0,0,0,-30,0,0,1,0,0,-5.5,-9,0.04,0,0,-11,0,0.03,0
"24","SMC00135","SMC00135_40336_BMI_RWB_1","6/7/10",1,0.865721111,0.2,1.017497643,0.54,0.713944579,0.06,3,0,0,-14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0
"25","SMC00198","SMC00198_39953_BMI_RWB_1","5/20/09",1,0.723663686,0.04,0.912419114,0.32,0.534908259,0,-10,-0.86,-1.27,-15,1,21.8,-9,160.43,-1,-355,-5,0,1,-1,-1,125.5,-9.25,0.5,77.27,0,47,48.5,-0.49,-0.765,-27
"26","SMC00271","SMC00271_39968_BMI_RWB_1","6/4/09",1,0.951285257,0.38,1.023822198,0.55,0.878748317,0.25,0,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","SMC00282","SMC00282_39973_BMI_RWB_1","6/9/09",1,0.981521189,0.45,1.158815862,0.8,0.804226516,0.14,-0.5,0,-0.005,0,NA,NA,NA,0.38,-0.5,-47,0,0,0,0,0,0,0,-1,-0.01,0,0,1,0,-0.345,-1
"28","SMC00288","SMC00288_39982_BMI_RWB_1","6/18/09",1,0.673631567,0.02,0.83622953,0.19,0.511033603,0,-25.5,0,-0.005,-37,NA,NA,NA,3.28,0,-23,-4,0,1.5,-1,0,-0.75,0,-39,-0.31,0,42,47.5,0,0.025,-4.5
"29","SMC00318","SMC00318_40344_BMI_RWB_1","6/15/10",1,0.382262467,0,0.513006828,0.01,0.251518107,0,-10.5,-12.17,-18.355,-32.5,NA,NA,NA,4837.7,-1,-25,0,0,0,0,0,-7,0,-12,1547.37,-0.03,33,41,-8.28,-11.45,-16
"30","SMC00382","SMC00382_39987_BMI_RWB_1","6/23/09",1,0.362996662,0,0.383239623,0,0.342753702,0,6,0,0.005,-28.5,NA,NA,NA,8.96,-91,-28,-33,7,-1,-1,47,7,-20.5,-63.5,2.135,0,37,52,0,0.03,-7
"31","SMC00428","SMC00428_41465_BMI_RWB_1","7/10/13",4,0.92157076,0.31,0.757236396,0.1,1.085905124,0.68,-7,0,0.01,1,-4,-0.97,-44,0.92,0,-120,-111,0,0,0,0,46,49,-4,0.55,0,-13,-14,0,0.2,-4
"32","SMC00436","SMC00436_39959_BMI_RWB_1","5/26/09",1,0.595858368,0.01,0.723073189,0.07,0.468643546,0,-19.5,-6.675,-3.945,-1.5,0,-13.51,-26,2257.62,-1,-28,0,0,0,0,0,11,0,15,947.45,-0.04,29,18,-4.77,-15.97,-9
"33","SMC00464","SMC00464_39941_BMI_RWB_1","5/8/09",1,0.916498553,0.3,0.868997721,0.25,0.963999384,0.42,-1,0,0,-2,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,-0.5,-0.02,0,0,0,0,0,0
"34","SMC00476","SMC00476_39972_BMI_RWB_1","6/8/09",1,1.148016241,0.82,1.269379807,0.92,1.026652675,0.56,-1,0,0.87,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,-27,0,0,0
"35","SMC00479","SMC00479_40737_BMI_RWB_2","7/13/11",2,0.452731714,0,0.52730343,0.01,0.378159997,0,29,0,0.03,-32.5,-4,14.25,-6,13.36,0,-28.5,-10.5,0,0,-1.5,-0.5,-0.5,-12.25,-34.5,9.135,0,-10,15,0,-0.08,-6.5
"36","SMC00480","SMC00480_39946_BMI_RWB_2","5/13/09",2,1.059491984,0.64,1.097036925,0.69,1.021947043,0.55,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,-15,0,0,0,0,0,0,0.02,0
"37","SMC00520","SMC00520_41072_BMI_RWB_1","6/12/12",4,0.930797734,0.33,0.973645324,0.44,0.887950144,0.27,-5,-0.13,-0.51,-1,0,4.98,-1,3.57,0,-5,0,0,0,0,0,0,0,0,-0.08,0,0,0,-0.01,-0.14,-1
"38","SMC00544","SMC00544_40716_BMI_RWB_1","6/22/11",1,1.08409149,0.7,1.184380837,0.83,0.983802143,0.46,-2,0,0,0,-9,-0.07,0,0.02,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-2
"39","SMC00608","SMC00608_40721_BMI_RWB_1","6/27/11",1,0.720595219,0.04,0.83374274,0.19,0.607447699,0.01,-66,-0.01,-0.54,-9.5,-2.5,55.31,-0.5,75.17,-16,-1,0,0,-1,0,-4.25,0,0,-21,15.545,0,-16,10.5,0.015,-0.64,-2.5
"40","SMC00632","SMC00632_40707_BMI_RWB_2","6/13/11",2,0.549301949,0,0.725270028,0.07,0.373333871,0,1.5,0,-0.2,-12.5,7.5,0.135,-20.5,7.58,0,-4,0,0,0,0,0,0,0,-28,1.695,0,14.5,20.5,0,-0.01,-17
"41","SMC00684","SMC00684_40721_BMI_RWB_1","6/27/11",1,0.436533265,0,0.444357593,0,0.428708937,0,-20,0,-0.99,-21,-5,35.62,-29,96.33,-70,-13.5,-43,5,0,0,26.5,6.25,1,-63,14.8,0,42,63.5,-0.045,-0.84,-13.5
"42","SMC00710","SMC00710_39952_BMI_RWB_1","5/19/09",1,0.66088512,0.02,0.789535937,0.13,0.532234303,0,-118.5,-0.005,-0.37,24,1,104.69,-7,89.25,-24,-360.5,-40,2,2,0,-21.5,124.5,-1,-38.5,87.5,0,75,114,0,-0.035,-33
"43","SMC00748","SMC00748_40715_BMI_RWB_1","6/21/11",1,0.277914767,0,0.234293392,0,0.321536142,0,-60,0.05,-0.58,-15,-8,81.22,-26,323.34,-21,-30,-1,1,-1,0,-4,-46,0,-45,25.82,0,31,-5,-1.03,0.45,-11
"44","SMC00827","SMC00827_39979_BMI_RWB_1","6/15/09",1,1.024966561,0.56,1.255078406,0.91,0.794854717,0.13,0,-0.01,-0.04,0,0,4.925,0,3.47,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.2,0
"45","SMC00873","SMC00873_39952_BMI_RWB_1","5/19/09",1,0.671871653,0.02,0.859490192,0.23,0.484253114,0,-16,0,0.09,-6,2,8.24,-47,47.54,-0.5,-77,-1.5,0,0,-0.5,0,17,0,-37,11.68,0,35,70,0,-0.93,-92
"46","SMC00899","SMC00899_40736_BMI_RWB_1","7/12/11",1,0.318738524,0,0.338965497,0,0.298511551,0,120.5,-0.225,-0.215,-65.5,NA,NA,NA,75.26,-121,-359,-206,0,1.5,0.5,-64,90.5,-33,-83,19.97,0,85,92,-0.24,-0.26,15
"47","SMC00911","SMC00911_39968_BMI_RWB_1","6/4/09",1,1.009778711,0.52,1.292700876,0.94,0.726856545,0.06,0,0,0,0,0,0.51,0,0.46,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,-0.02,0
"48","SMC00924","SMC00924_41072_BMI_RWB_1","6/12/12",4,0.80979286,0.12,0.784739638,0.13,0.834846081,0.18,-8,0,0.01,-2,-3.5,0.305,0,2.14,0,-117.5,-112,0,0,0,0,10.5,23.5,-17,0.36,-0.04,17,17,0.12,0.06,-4
"49","SMC00957","SMC00957_40350_BMI_RWB_1","6/21/10",1,0.773190704,0.08,0.925608641,0.35,0.620772767,0.02,54.5,-0.065,-0.01,27,-5,317.69,0,114.99,0,-356.5,-1,0,0.5,0,-14,117,0,0,68.89,-0.07,0,11,-0.13,-0.11,-11
"50","SMC00958","SMC00958_40743_BMI_RWB_1","7/19/11",1,0.253333106,0,0.218268008,0,0.288398205,0,-31,0,0.07,-24,NA,NA,NA,80.14,0,-35,-11,0,0,-0.5,0,-0.5,-10.75,-51.5,29.34,0,38,60,0,-0.985,-31.5
"51","SMC01040","SMC01040_39973_BMI_RWB_1","6/9/09",1,1.198422928,0.89,1.314497154,0.95,1.082348702,0.68,0,-0.01,-0.02,0,-0.5,-0.215,-1,-0.06,-0.5,0,0,0,0,0,0,0,0,-1,-0.14,0,0,0,-0.03,-0.04,0
"52","SMC01046","SMC01046_39954_BMI_RWB_1","5/21/09",1,0.651900132,0.01,0.797682095,0.14,0.506118169,0,-33,-0.99,0.42,-5,-1,0.59,-34,84.07,-7,-57,-24,-1,0.5,0,0,-6.25,0,-8.5,14.01,0,8.5,18.5,2.325,0.785,-20
"53","SMC01096","SMC01096_40336_BMI_RWB_1","6/7/10",1,0.58731115,0.01,0.706004476,0.06,0.468617825,0,-1,-0.04,0,-1,0,5.75,-1,3.54,0,-4,0,0,0,0,0,0,0,-1,-0.07,0,0,0,-0.12,-0.05,-1
"54","SMC01155","SMC01155_39945_BMI_RWB_1","5/12/09",1,1.007788071,0.52,1.23785983,0.89,0.777716312,0.11,-1,0,0.02,-1,0,0.01,-1,-0.01,0,0,0,0,0,0,0,0,0,-1,-0.04,0,0,0,0,-0.105,-1
"55","SMC01161","SMC01161_40325_BMI_RWB_1","5/27/10",1,1.001322822,0.5,1.29238977,0.94,0.710255874,0.05,-0.5,0.01,-0.005,-64,NA,NA,NA,2.86,0,0,0,0,0,0,0,0,0,-47,4.01,0,0,-1,0,-0.01,-15
"56","SMC01172","SMC01172_39988_BMI_RWB_2","6/24/09",2,0.740059326,0.05,0.765754015,0.11,0.714364636,0.06,-26,0,0.02,-2,NA,NA,NA,0.01,0,-22.5,0,0,0,0,0,11.5,0,-62,0.2,-0.29,0,-29,0.09,0.23,-2
"57","SMC01196","SMC01196_40373_BMI_RWB_1","7/14/10",1,0.774740666,0.08,0.849111102,0.21,0.70037023,0.05,NA,NA,NA,-1,NA,NA,NA,0,-1,0,0,0,0,0,0,0,0,-0.5,-0.03,0,0,-3,0,0.05,3
"58","SMC01208","SMC01208_40337_BMI_RWB_1","6/8/10",1,0.48967418,0,0.516031075,0.01,0.463317285,0,-4.5,0.195,2.005,-18.5,4,78.4,-37.5,846.09,0,-28,0,0,0,0,0,0,0,-109,133.48,0,42,65,-1.18,0.02,-18
"59","SMC01215","SMC01215_40737_BMI_RWB_1","7/13/11",1,0.851367778,0.18,1.048584436,0.6,0.65415112,0.03,0.5,3.87,5.465,-4,1,622.155,0,462.83,0,0,0,0,0,0,0,0,0,-4,238.48,0,0,0,0.18,-9.9,-1
"60","SMC01248","SMC01248_40750_BMI_RWB_1","7/26/11",1,1.071042685,0.67,1.202956752,0.86,0.939128619,0.37,0,0,0,0,NA,NA,NA,0.75,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
"61","SMC01257","SMC01257_40710_BMI_RWB_1","6/16/11",1,0.682498654,0.02,0.878579603,0.26,0.486417705,0,-7,0,0.06,-13.5,-5,8.4,-47,47.07,-1,-66,-0.5,-1,0,-0.5,0,16,0,-63,15.9,0,45.5,59,0,-3.02,-91
"62","SMC01260","SMC01260_41106_BMI_RWB_1","7/16/12",1,0.522869031,0,0.622019238,0.02,0.423718824,0,0,-3.43,-4.41,-142,0,-96.74,-27,879.39,-0.5,-1,0,0,-1,0,0,-0.25,0,-1.5,352.28,-0.01,10,16.5,-2.34,-6.27,-5
"63","SMC01320","SMC01320_40336_BMI_RWB_1","6/7/10",1,0.601658146,0.01,0.772235524,0.12,0.431080768,0,-2,-0.07,-0.035,0,1,2.72,0,0.28,-0.5,0,-4,0,0,0,-0.25,0,0,-1,-0.81,0,0,0,-0.09,-0.06,0
"64","SMC01341","SMC01341_39986_BMI_RWB_1","6/22/09",1,0.348940083,0,0.336635123,0,0.361245042,0,NA,NA,NA,83,NA,NA,NA,3013.98,NA,-254,-1,NA,6,-1,NA,44,17.5,NA,NA,NA,NA,NA,NA,NA,-2
"65","SMC01358","SMC01358_40715_BMI_RWB_1","6/21/11",1,0.396114756,0,0.513906759,0.01,0.278322752,0,-52,0,-0.01,-27,NA,NA,NA,15.32,0,-30,-16,0,1,-2.5,0,6.5,-24.75,-91.5,3.08,0,44.5,82.5,0,0.02,-37
"66","SMC01413","SMC01413_41102_BMI_RWB_1","7/12/12",3,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","SMC01424","SMC01424_39995_BMI_RWB_1","7/1/09",1,0.850777633,0.18,0.801513325,0.15,0.900041941,0.29,0,-0.015,-0.015,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.01,0
"68","SMC01452","SMC01452_40374_BMI_RWB_1","7/15/10",1,0.391205247,0,0.439246769,0,0.343163724,0,NA,NA,NA,-19,NA,NA,NA,7.74,-56.5,-43,-65,4.5,0,3.5,7,11,2.5,-54.5,1.31,0,37.5,41,-0.08,-0.18,-10
"69","SMC01454","SMC01454_41106_BMI_RWB_2","7/16/12",2,0.694017063,0.03,0.810956433,0.16,0.577077692,0.01,-7.5,0,-0.035,-9.5,-9,9.5,-28,56.71,-0.5,-29.5,0,-0.5,0,0,0.5,0,0,-56.5,9.315,0,41,52.5,0,-0.08,-10.5
"70","SMC01504","SMC01504_40722_BMI_RWB_1","6/28/11",1,0.904233718,0.28,0.90734173,0.31,0.901125706,0.29,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","SMC01544","SMC01544_40373_BMI_RWB_1","7/14/10",1,0.799508611,0.11,0.900984067,0.3,0.698033155,0.05,-2,-0.07,-0.11,0,1,2.75,0,0.29,-1.5,-2,-1.5,0,0,-0.5,0,0,-57.5,0,-0.81,0,0,0,-0.09,-0.09,-1
"72","SMC01550","SMC01550_39989_BMI_RWB_1","6/25/09",1,0.641042929,0.01,0.647990348,0.03,0.634095509,0.02,-58,0,0.37,-2,NA,NA,NA,0.11,0,-23,0,0,0,0,0,11.5,0,-62,0.24,-0.53,-2,-5,-0.23,-0.7,-33
"73","SMC01567","SMC01567_40338_BMI_RWB_1","6/9/10",1,0.658765169,0.02,0.953862683,0.4,0.363667656,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","SMC01606","SMC01606_39959_BMI_RWB_1","5/26/09",1,0.688425845,0.03,0.865521978,0.24,0.511329712,0,163.5,-0.03,0.115,-168.5,1,50.51,-8,27.34,-18,-361,-75,1,0,0.5,1.25,129,36.25,-8.5,34.885,0,133,77.5,-0.98,-0.65,-27
"75","SMC01640","SMC01640_39993_BMI_RWB_1","6/29/09",1,0.357048831,0,0.330126871,0,0.38397079,0,NA,NA,NA,NA,NA,NA,NA,0,-362,0,0,0,0,0,144,0,0,NA,0,NA,0,NA,NA,NA,NA
"76","SMC01656","SMC01656_41066_BMI_RWB_1","6/6/12",1,0.686240789,0.03,0.835844727,0.19,0.53663685,0,3.5,0,0.08,-20,-3.5,0.775,-33,21.56,0,-21,0,0,0,0,0,0,0,-90,3.16,0,-4,12,0,0.125,-8.5
"77","SMC01662","SMC01662_41099_BMI_RWB_1","7/9/12",1,0.578502378,0,0.699027832,0.06,0.457976923,0,-33.5,-0.01,-0.025,-29,-19,5.08,-30,139.59,0,-30.5,0,0,0.5,0,0,0.5,-19.5,-74.5,33.875,0,35.5,59,0,-1.855,-90
"78","SMC01692","SMC01692_40714_BMI_RWB_1","6/20/11",1,0.812922676,0.12,1.003022127,0.51,0.622823226,0.02,NA,NA,NA,0,NA,NA,NA,0,0.5,0,-340,0,0,4.5,0,0,154.25,0,0,0,0,4,0,0,-4
"79","SMC01694","SMC01694_40357_BMI_RWB_1","6/28/10",1,0.388297325,0,0.358334771,0,0.418259879,0,-19,0,-0.32,-66,NA,NA,NA,53.59,0,-39,-47,0,1.5,1,0,16.75,16,-12,1.39,0.015,-3,20,0.18,-0.7,-44
"80","SMC01726","SMC01726_40359_BMI_RWB_1","6/30/10",1,0.588948765,0.01,0.668371896,0.04,0.509525634,0,-4,-1.38,-8.45,-185,NA,NA,NA,667.48,0,-11,0,0,-1,0,-1,-0.5,0,-0.5,197.96,-0.025,33,28,-1.095,-2.185,-12
"81","SMC01748","SMC01748_39967_BMI_RWB_1","6/3/09",1,0.711801082,0.04,0.843264207,0.21,0.580337956,0.01,2,0.33,3.2,-7.5,-1.5,80.21,-38,268.21,-7.5,-80,-14,0.5,0,0,2,-43.5,7.5,-34.5,111.29,0,19.5,34,0.03,28.04,-13
"82","SMC01772","SMC01772_41101_BMI_RWB_1","7/11/12",1,0.596048426,0.01,0.673523331,0.04,0.518573522,0,13,0,-0.05,-15.5,1,1.71,-13,5.43,-26,-42,-42,0,0,0,-0.25,-0.25,1,-47.5,0.9,0,33.5,42,0,0.03,-52
"83","SMC01808","SMC01808_40707_BMI_RWB_1","6/13/11",1,0.812240229,0.12,0.934783777,0.37,0.689696681,0.04,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.005,0
"84","SMC01860","SMC01860_39961_BMI_RWB_1","5/28/09",1,0.576501537,0,0.643112823,0.03,0.509890251,0,149,-0.2,-0.23,-123.5,NA,NA,NA,252.53,-207,-362.5,-212,3,0,4,18,128.5,-6,-51,243.75,0,162,-54,-0.355,1.645,20
"85","SMC01912","SMC01912_41102_BMI_RWB_1","7/12/12",1,0.409708088,0,0.431699651,0,0.387716525,0,62,0,0.01,-37,NA,NA,NA,5.21,0,-13,0,0,0.5,0,0,-1.75,-59,-81,-0.12,0,53,43,0,-0.07,15
"86","SMC01934","SMC01934_41075_BMI_RWB_1","6/15/12",1,0.562595219,0,0.67890659,0.05,0.446283848,0,-13,1.315,23.435,-12,NA,NA,NA,240.68,-22,-192.5,-25,0,5,-1,0,2.5,0,-50,-95.25,0,43,81,20.79,54.46,-3
"87","SMC01960","SMC01960_40352_BMI_RWB_1","6/23/10",1,0.482040341,0,0.474645402,0,0.48943528,0,-86,0,0.64,-26,NA,NA,NA,115.98,0,-46,-6,0,2.5,0,0,15.75,-1,-45,15.26,0,30,-2,0,-2.72,-19
"88","SMC01987","SMC01987_41075_BMI_RWB_2","6/15/12",2,0.657233154,0.02,0.831100835,0.19,0.483365473,0,-61.5,0.005,-0.275,15,1,2.41,-28,94.75,-10,-175.5,-67,1,1,1,-10.75,46,-35,-13,8.99,0,35,115,0,0.12,-41
"89","SMC01990","SMC01990_39954_BMI_RWB_1","5/21/09",1,0.607291967,0.01,0.676875129,0.04,0.537708806,0,73,-1.48,-0.705,18.5,0,25.35,-8,30.11,-10.5,-359,-7,0,0,0,12.5,98,-0.25,-5.5,36.035,-0.005,46,75,-0.315,-0.39,-28
"90","SMC02028","SMC02028_41102_BMI_RWB_1","7/12/12",1,0.670937641,0.02,0.811309397,0.16,0.530565885,0,-26,0.225,0.585,-8,0,-0.54,-59,59.63,-17.5,-9,-35,1,0,0,5.25,-31.5,0,-12.5,30.55,0,14,26,-1.85,-0.405,-22
"91","SMC02075","SMC02075_41107_BMI_RWB_1","7/17/12",1,0.847725191,0.17,0.914043167,0.33,0.781407214,0.11,0,0,0,-2,NA,NA,NA,0.1,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0
"92","SMC02088","SMC02088_40708_BMI_RWB_1","6/14/11",1,0.8118037,0.12,1.026116662,0.55,0.597490739,0.01,10,0,0,-44,1,9.39,3,7.8,0,-120,-119,0,0,-1,0,33.25,42,-12,4.71,-0.04,-15,-51,0,0.2,-3
"93","SMC02092","SMC02092_40708_BMI_RWB_1","6/14/11",1,0.835424967,0.15,1.019237288,0.54,0.651612645,0.03,NA,NA,NA,0,NA,NA,NA,0,0,0,0.5,0,0,0,0,0,-0.5,-1,-0.005,0,0,0,0,0,-1
"94","SMC02139","SMC02139_41107_BMI_RWB_1","7/17/12",1,1.118239994,0.77,1.190035878,0.84,1.046444111,0.6,0,0,0,-2,NA,NA,NA,0.03,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","SMC02152","SMC02152_40373_BMI_RWB_1","7/14/10",1,0.604122906,0.01,0.657952035,0.04,0.550293777,0.01,-31,0,0.37,14,NA,NA,NA,198.46,0,-66,-68,0,0.5,0,0,13.5,13,-81,48.95,-0.45,21,-16,0.36,-0.67,-18
"96","SMC02206","SMC02206_40743_BMI_RWB_1","7/19/11",1,0.510156172,0,0.555804673,0.01,0.464507671,0,-20.5,0,-0.07,-9,-9,16.59,-28,28.12,-19,-43,-70.5,0,-1,1,-1,-37.5,20.75,-35.5,10.275,0,34.5,52,-0.02,-0.995,-18.5
"97","SMC02228","SMC02228_39987_BMI_RWB_1","6/23/09",1,0.669102653,0.02,0.824669024,0.18,0.513536282,0,-4.5,-8.71,-13.895,11.5,0,-2294.04,-9,4471.13,-1,-2.5,0,-1,0,0,0,0,0,10,987.72,-0.1,-1,-25,-7.84,-27.16,-6
