"","hydro","bio","Condition"
"43",81.22,0.277914767,0
"269",2.42,0.285204687,0
"41",35.62,0.436533265,0
"35",14.25,0.452731714,0
"58",78.4,0.48967418,0
"96",16.59,0.510156172,0
"117",-2.41,0.517912075,0
"62",-96.74,0.522869031,0
"195",683.59,0.543757456,0
"146",11.505,0.545537297,0
"144",67.04,0.5475222,0
"40",0.135,0.549301949,0
"237",-0.17,0.554811002,0
"255",5.99,0.565204367,0
"154",-0.87,0.57211394,0
"77",5.08,0.578502378,0
"151",166.51,0.582566114,0
"13",976.73,0.583713304,0
"14",-34.67,0.586312859,0
"53",5.75,0.58731115,0
"32",-13.51,0.595858368,0
"82",1.71,0.596048426,0
"234",0.19,0.601250654,0
"63",2.72,0.601658146,0
"89",25.35,0.607291967,0
"133",-18.74,0.612346376,0
"208",0.17,0.642562984,0
"52",0.59,0.651900132,0
"206",18.13,0.656928701,0
"88",2.41,0.657233154,0
"42",104.69,0.66088512,0
"97",-2294.04,0.669102653,0
"90",-0.54,0.670937641,0
"188",-1.46,0.671199731,0
"45",8.24,0.671871653,0
"230",11.37,0.67727239,0
"61",8.4,0.682498654,0
"76",0.775,0.686240789,0
"74",50.51,0.688425845,0
"69",9.5,0.694017063,0
"81",80.21,0.711801082,0
"161",-732.45,0.720531728,0
"39",55.31,0.720595219,0
"25",21.8,0.723663686,0
"119",0.01,0.731368232,0
"220",0.095,0.732647046,0
"148",2.22,0.752621865,0
"136",57.255,0.767225453,0
"49",317.69,0.773190704,0
"108",21.35,0.78041601,0
"71",2.75,0.799508611,1
"196",1740.99,0.80750553,1
"48",0.305,0.80979286,1
"92",9.39,0.8118037,1
"253",0.085,0.821273294,1
"149",23.36,0.834034693,1
"189",0.07,0.836556051,1
"130",0.32,0.845455533,1
"59",622.155,0.851367778,1
"127",23.64,0.851577738,1
"172",89.29,0.853593354,1
"121",101.59,0.871468272,1
"202",-12.73,0.896039132,1
"31",-0.97,0.92157076,1
"37",4.98,0.930797734,1
"114",2.52,0.931069654,1
"244",0.44,0.932383026,1
"26",0,0.951285257,1
"142",15.4,0.95275886,1
"240",9.36,0.954621547,1
"174",1.485,0.968715275,1
"15",6.75,0.983273925,1
"20",0.3,0.989711373,1
"102",-0.01,0.999637309,1
"54",0.01,1.007788071,1
"5",12.62,1.008875305,1
"141",11.25,1.009413346,1
"47",0.51,1.009778711,1
"192",0.46,1.022751897,1
"44",4.925,1.024966561,1
"156",0.645,1.033017142,1
"38",-0.07,1.08409149,1
"16",-0.13,1.086108165,1
"163",0.405,1.107137242,1
"4",2.93,1.113268983,1
"6",3.44,1.134349748,1
"51",-0.215,1.198422928,1
