"","hydro","bio","Condition"
"66",0,0,0
"43",-8,0.234293392,0
"269",-19,0.244430928,0
"234",-3.5,0.437306524,0
"41",-5,0.444357593,0
"237",0,0.450027175,0
"58",4,0.516031075,0
"35",-4,0.52730343,0
"13",-1,0.542260268,0
"96",-9,0.555804673,0
"117",-8,0.597910067,0
"14",0,0.613777159,0
"62",0,0.622019238,0
"195",-31,0.629369926,0
"206",6.5,0.640058725,0
"133",-6,0.648159101,0
"220",0.5,0.651256442,0
"154",10,0.657182762,0
"144",1,0.657312117,0
"146",-4.5,0.660999668,0
"255",-1,0.666797341,0
"208",-4,0.67331621,0
"82",1,0.673523331,0
"89",0,0.676875129,0
"77",-19,0.699027832,0
"53",0,0.706004476,0
"230",8,0.711177602,0
"151",2,0.712893228,0
"32",0,0.723073189,0
"40",7.5,0.725270028,0
"31",-4,0.757236396,1
"148",-1.5,0.760809435,1
"63",1,0.772235524,1
"119",0,0.775013382,1
"130",0,0.782740399,1
"48",-3.5,0.784739638,1
"161",1,0.788491753,1
"42",1,0.789535937,1
"52",-1,0.797682095,1
"69",-9,0.810956433,1
"90",0,0.811309397,1
"97",0,0.824669024,1
"88",1,0.831100835,1
"39",-2.5,0.83374274,1
"76",-3.5,0.835844727,1
"81",-1.5,0.843264207,1
"188",14,0.843299207,1
"45",2,0.859490192,1
"74",1,0.865521978,1
"61",-5,0.878579603,1
"253",-13,0.880149457,1
"114",-7,0.89661147,1
"71",1,0.900984067,1
"136",-2,0.911586085,1
"25",1,0.912419114,1
"49",-5,0.925608641,1
"5",0,0.954074895,1
"102",-1,0.966563298,1
"149",0,0.967340652,1
"37",0,0.973645324,1
"172",-5,0.979407792,1
"196",7,1.007268189,1
"108",1,1.008922689,1
"26",1,1.023822198,1
"92",1,1.026116662,1
"240",1,1.036390861,1
"142",-1,1.043211147,1
"59",1,1.048584436,1
"127",0,1.05454853,1
"244",-4.5,1.083029189,1
"189",0,1.093177438,1
"202",0,1.093553406,1
"121",0,1.097318517,1
"20",2.5,1.109322382,1
"141",0,1.112443863,1
"192",0,1.117726057,1
"15",0,1.120381158,1
"16",1,1.156517482,1
"38",-9,1.184380837,1
"156",0,1.187720075,1
"163",0,1.199722006,1
"174",0.5,1.232530412,1
"54",0,1.23785983,1
"44",0,1.255078406,1
"6",0,1.272685694,1
"4",0,1.273107613,1
"47",0,1.292700876,1
"51",-0.5,1.314497154,1
