"","hydro","bio","Condition"
"165",16.59,0.53875491814753,0
"77",0.2,0.546689118852535,0
"213",166.51,0.546703624029695,0
"146",0.775,0.568295736100572,0
"110",14.25,0.579925878194675,0
"198",-18.74,0.588794616964808,0
"152",1.71,0.595695147775313,0
"75",9.92,0.608287087937881,0
"106",-0.97,0.631516226525879,0
"147",5.08,0.634672646958127,0
"193",23.64,0.63717887691109,0
"166",-2294.04,0.642747423073889,0
"132",622.155,0.648072048019417,0
"83",0.16,0.665988853043533,0
"115",0.135,0.68990199649865,0
"145",50.51,0.692436292962612,0
"143",2.75,0.696025260701394,0
"160",-0.54,0.703261418697267,0
"118",81.22,0.703823885914651,0
"185",-2.41,0.707053175211892,0
"44",15.275,0.723756051560621,0
"134",8.4,0.724407967785592,0
"5",88.51,0.724642190199785,0
"4",-207.79,0.734552966539611,0
"222",-732.45,0.742684380224028,0
"151",80.21,0.753659463691815,0
"131",78.4,0.757187793130469,0
"107",-13.51,0.757761593543978,0
"128",0.01,0.760249926569419,0
"158",2.41,0.762332273928096,0
"117",104.69,0.764970908538783,0
"127",5.75,0.779883823711368,0
"162",9.39,0.787469784900835,0
"207",67.04,0.791963809954699,0
"101",21.8,0.80305034384295,0
"135",-96.74,0.803720075740531,0
"216",-0.87,0.805758342806697,0
"90",0.21,0.806386640920411,0
"159",25.35,0.8187730422623,0
"256",0.19,0.825396334558532,0
"114",55.31,0.838394233369554,1
"136",2.72,0.842953536202074,1
"113",-0.07,0.847945331199099,1
"176",21.35,0.853822767185208,1
"116",35.62,0.861830584197613,1
"188",101.59,0.865474075567611,1
"247",1740.99,0.866086933701864,1
"126",0.59,0.868931699586731,1
"253",-12.73,0.872305188941151,1
"242",0.07,0.885079170805295,1
"200",57.255,0.89177759043558,1
"123",0.305,0.898362348375382,1
"119",4.925,0.899930991908805,1
"24",12.69,0.900357628478336,1
"51",14.05,0.909275646063046,1
"72",0.225,0.910131610347115,1
"22",7.475,0.911650582155054,1
"10",1.89,0.916894461776379,1
"84",0.22,0.923201715349723,1
"182",2.52,0.924865437103882,1
"19",3.68,0.926366890047376,1
"13",4.06,0.927174371171342,1
"205",11.25,0.944403030846169,1
"26",0.22,0.949240322935725,1
"141",9.5,0.954503383622548,1
"82",-0.11,0.957280533052948,1
"231",89.29,0.965057807628593,1
"218",0.645,0.968081792280665,1
"210",2.22,0.98168792515723,1
"196",0.32,0.982781728533207,1
"120",8.24,0.988493896618137,1
"211",23.36,1.00943429321488,1
"138",0,1.01457745871278,1
"91",10.615,1.03949151993503,1
"8",0.12,1.0427573436503,1
"122",0.51,1.05505210065765,1
"112",4.98,1.05552605503263,1
"125",-0.215,1.05658205783142,1
"3",0,1.06169551795049,1
"18",5.685,1.10461783146594,1
"206",15.4,1.13964682367277,1
"245",0.46,1.14737071072654,1
"186",0.01,1.15452744402563,1
"87",0.22,1.16470321566303,1
"224",0.405,1.17068711991541,1
"232",1.485,1.17699141105459,1
"17",5.65,1.19412907041368,1
"23",5.095,1.22326454728427,1
"20",4.22,1.2705217220765,1
