"","hydro","bio","Condition"
"225",-20,0.34226235651775,0
"38",-19,0.378193568732447,0
"57",-80,0.419302847861815,0
"61",0,0.450768430182018,0
"170",-65,0.462401393992546,0
"234",-1,0.494128023985806,0
"237",-11,0.495631223835118,0
"209",-52,0.522624284022243,0
"78",-33,0.523741639068289,0
"165",-35.5,0.53875491814753,0
"221",-4.5,0.544955568537334,0
"77",27,0.546689118852535,0
"213",-60.5,0.546703624029695,0
"41",-60,0.558419327312541,0
"146",-90,0.568295736100572,0
"110",-34.5,0.579925878194675,0
"241",-62,0.585480484386891,0
"198",6,0.588794616964808,0
"105",-63.5,0.594899258685758,0
"152",-47.5,0.595695147775313,0
"150",-0.5,0.599513909498792,0
"46",-74,0.60262426008726,0
"148",0,0.605148784783245,0
"75",-32,0.608287087937881,0
"246",-52,0.615129908357861,0
"173",8.5,0.615664225985189,0
"49",-76,0.623241028610738,0
"106",-4,0.631516226525879,0
"147",-74.5,0.634672646958127,0
"193",0.5,0.63717887691109,0
"104",-12,0.640245475494223,0
"157",-45,0.641554353016455,0
"194",-123,0.64249462511373,0
"166",10,0.642747423073889,0
"169",-85,0.643837952060089,0
"132",-4,0.648072048019417,0
"140",-54.5,0.656018127298068,0
"181",-78.5,0.658290712763958,0
"34",-80,0.665264356721915,0
"83",-2,0.665988853043533,0
"48",-18,0.666605418320789,0
"240",26,0.667312413755526,0
"124",-51.5,0.67146245702737,0
"154",-51,0.677544074620638,0
"121",-83,0.67965147925043,0
"50",-19,0.68052901182696,0
"178",-81,0.686774003884454,0
"2",-6,0.689047363957553,0
"115",-28,0.68990199649865,0
"145",-8.5,0.692436292962612,0
"199",-75,0.694452050701905,0
"143",0,0.696025260701394,0
"29",27,0.69653247493888,0
"160",-12.5,0.703261418697267,0
"118",-45,0.703823885914651,0
"129",-47,0.705541104910127,0
"185",-48,0.707053175211892,0
"73",-59,0.708077852893586,0
"63",-116,0.710587361976341,0
"228",0,0.716512505489145,0
"44",-31,0.723756051560621,0
"134",-63,0.724407967785592,0
"208",-10,0.724581898285668,0
"5",-4,0.724642190199785,0
"187",0,0.725554471594319,0
"226",-4,0.726289040931414,0
"47",-9,0.728459564003424,0
"39",-55,0.728900243172541,0
"4",-3,0.734552966539611,0
"222",-2,0.742684380224028,0
"130",-0.5,0.743664472121911,0
"204",-1,0.750191484670754,0
"151",-34.5,0.753659463691815,0
"42",-26,0.755722191430936,0
"235",43,0.755728071610213,0
"137",-91.5,0.756087299020959,0
"131",-109,0.757187793130469,0
"107",15,0.757761593543978,0
"167",-30.5,0.757795837430229,0
"128",-1,0.760249926569419,0
"30",-3,0.761569763684936,0
"158",-13,0.762332273928096,0
"117",-38.5,0.764970908538783,0
"56",-57.5,0.770021836074193,0
"97",0,0.770399987562743,0
"238",-67,0.771261125269484,0
"214",-158,0.773265598239012,0
"190",-5,0.77405248218109,0
"100",-3,0.776865487882761,0
"175",-50.5,0.777392510915912,0
"127",-1,0.779883823711368,0
"54",-77,0.78285890239181,0
"155",-81,0.784830414552132,0
"162",-12,0.787469784900835,0
"40",-60,0.791209312582331,0
"233",12,0.791794570590697,0
"36",-57,0.791814325412526,0
"207",37.5,0.791963809954699,0
"101",0.5,0.80305034384295,0
"135",-1.5,0.803720075740531,0
"58",0,0.804507885181787,0
"248",55.5,0.805516741081928,0
"216",-49.5,0.805758342806697,0
"90",-2,0.806386640920411,0
"80",-72,0.806492534680651,0
"45",-21,0.812442361073054,0
"55",-56,0.816917679855192,0
"156",-50,0.81703279700362,0
"159",-5.5,0.8187730422623,0
"74",0,0.821430245630919,0
"255",-25,0.824147476595201,0
"52",-22,0.824569013858224,0
"163",-1,0.82472705381548,0
"256",0,0.825396334558532,0
"168",-43,0.826969588125352,0
"215",0,0.827393734961083,0
"65",12,0.834397960767642,1
"230",-21,0.835092529886978,1
"114",-21,0.838394233369554,1
"184",-46,0.839073178890033,1
"136",-1,0.842953536202074,1
"113",0,0.847945331199099,1
"144",0,0.848542095548107,1
"16",-43,0.848948027713861,1
"176",-0.5,0.853822767185208,1
"219",-7,0.859873376867544,1
"35",-16,0.860388787203921,1
"249",-39,0.860487838504552,1
"116",-63,0.861830584197613,1
"188",-49.5,0.865474075567611,1
"37",-74,0.8654817047501,1
"247",69,0.866086933701864,1
"92",0,0.867913167267727,1
"126",-8.5,0.868931699586731,1
"253",0,0.872305188941151,1
"133",0,0.87304277413387,1
"142",0,0.882911077552599,1
"243",0,0.883649222733734,1
"15",0,0.883711597101036,1
"242",0,0.885079170805295,1
"203",0,0.886038553815529,1
"220",-38,0.88839813961275,1
"6",0,0.889281969986212,1
"257",-1,0.889509926404251,1
"59",0,0.890949895223727,1
"200",-22,0.89177759043558,1
"27",-2,0.894430220334456,1
"62",0,0.897522274616378,1
"123",-17,0.898362348375382,1
"119",0,0.899930991908805,1
"24",0,0.900357628478336,1
"177",0,0.900412154236906,1
"179",-70,0.902659608855255,1
"33",-82,0.90333629863453,1
"149",-12,0.907200707532355,1
"43",-21,0.907533027792182,1
"51",-34.5,0.909275646063046,1
"72",26,0.910131610347115,1
"244",0,0.910188035355141,1
"111",0,0.910308274213841,1
"22",-1,0.911650582155054,1
"53",-50,0.91444657063538,1
"195",0,0.915087907823859,1
"93",-38,0.915244492227677,1
"10",-2,0.916894461776379,1
"227",-3,0.921426798277645,1
"84",-2,0.923201715349723,1
"109",-11,0.923668318533922,1
"103",-39,0.924545976254754,1
"182",0,0.924865437103882,1
"19",0,0.926366890047376,1
"13",0,0.927174371171342,1
"71",0,0.935558362052106,1
"139",0,0.940304153969935,1
"86",0,0.941838241428326,1
"164",0,0.944361873429535,1
"205",0,0.944403030846169,1
"85",-1,0.945141494236008,1
"217",0,0.946189198905618,1
"212",0,0.947941865455779,1
"26",-2,0.949240322935725,1
"141",-56.5,0.954503383622548,1
"98",0,0.955590343744728,1
"82",0,0.957280533052948,1
"189",0,0.959303295147397,1
"231",-3,0.965057807628593,1
"31",-60,0.965127302179213,1
"202",0,0.965525596750774,1
"250",-39,0.967030146783995,1
"218",0,0.968081792280665,1
"229",0,0.96916939163882,1
"12",0,0.972699408741517,1
"1",0,0.975166582399909,1
"161",0,0.978185518493584,1
"210",0,0.98168792515723,1
"196",0,0.982781728533207,1
"95",-2,0.985196805876456,1
"11",0,0.985596064340379,1
"192",-3,0.986107264348623,1
"120",-37,0.988493896618137,1
"239",-10,0.989274924522141,1
"70",-38,0.989490070284821,1
"172",0,0.998283466322228,1
"261",0,0.998338681366858,1
"94",-24,0.998936837925768,1
"197",-2,1.00003670669625,1
"28",-59,1.00579479228659,1
"211",-1,1.00943429321488,1
"76",27,1.01083599329542,1
"138",0,1.01457745871278,1
"68",12,1.01526088467598,1
"67",-4,1.02767430606031,1
"258",-8,1.02799038909607,1
"88",0,1.03883362202479,1
"91",-0.5,1.03949151993503,1
"8",0,1.0427573436503,1
"223",0,1.0440609698604,1
"259",-6.5,1.04479252043012,1
"108",-0.5,1.04623057680288,1
"171",0,1.04773758707826,1
"66",-7,1.04936628944922,1
"7",0,1.05275417013702,1
"260",0,1.05359419829708,1
"122",0,1.05505210065765,1
"112",0,1.05552605503263,1
"125",-1,1.05658205783142,1
"96",0,1.05742860660452,1
"180",0,1.06031143383849,1
"3",0,1.06169551795049,1
"174",-46,1.0670001446067,1
"32",-57,1.06996531999773,1
"251",-4,1.07305422427668,1
"79",27,1.07336929582948,1
"191",-23,1.08031807958436,1
"25",0,1.08350479793835,1
"69",-47,1.09484914980728,1
"14",27,1.10011473317038,1
"99",-9,1.10033020058725,1
"18",0,1.10461783146594,1
"21",0,1.1098912684925,1
"102",-1,1.11358106167646,1
"236",0,1.1300160634766,1
"9",-72,1.13143288782835,1
"201",-41,1.13314159419431,1
"206",-3,1.13964682367277,1
"81",0,1.13974650786106,1
"245",0,1.14737071072654,1
"186",0,1.15452744402563,1
"87",-2,1.16470321566303,1
"224",0,1.17068711991541,1
"153",-1,1.1746419880645,1
"232",0,1.17699141105459,1
"17",0,1.19412907041368,1
"23",0,1.22326454728427,1
"254",0,1.24906080698645,1
"20",0,1.2705217220765,1
