"","hydro","bio","Condition"
"247",-12,0.38838483654174,0
"75",-47,0.408484099305205,0
"253",-20,0.441021682624865,0
"107",-26,0.443563292331909,0
"207",-8,0.460611540263746,0
"22",-4.5,0.4613446744604,0
"136",0,0.484230975498317,0
"145",-8,0.48872445515565,0
"131",-37.5,0.509239003616033,0
"44",-19.5,0.510376034751525,0
"132",0,0.544717511870062,0
"188",-61,0.544823084457578,0
"231",0,0.546545198196116,0
"127",-1,0.547363277806015,0
"198",-12,0.556160547204322,0
"117",-7,0.568546276289704,0
"77",-0.5,0.573406757763688,0
"213",-61,0.584210424011059,0
"5",0,0.595036896530689,0
"166",-9,0.601530220850514,0
"151",-38,0.601898622481856,0
"90",0,0.602157819007501,0
"26",0,0.602318480541301,0
"83",0,0.602767990313072,0
"123",0,0.612046150194917,0
"186",0,0.614725287198185,0
"165",-28,0.621035986290917,0
"206",-2,0.622774117401936,0
"120",-47,0.623268078978219,0
"118",-26,0.635862032279733,0
"115",-20.5,0.652667007945185,0
"51",-19,0.677229038063257,0
"152",-13,0.686483836121705,0
"116",-29,0.697107184439872,0
"176",-9,0.702166808342527,0
"210",0,0.716327490503274,0
"222",-7,0.722956832145939,0
"146",-33,0.73000449865214,0
"110",-6,0.753000923195106,0
"147",-30,0.763940795737118,0
"160",-59,0.765447720739515,0
"113",0,0.77416909925456,0
"106",-44,0.776750119126872,0
"232",0,0.789877546662459,0
"112",-1,0.791859562103344,0
"193",-9,0.799688949906876,0
"224",0,0.803222330567853,0
"134",-47,0.805260510359584,0
"4",-42,0.824899064004521,0
"122",0,0.833060513733309,1
"242",0,0.853577239071208,1
"128",-1,0.854904924801747,1
"101",-9,0.857832746657152,1
"135",-27,0.868814371472167,1
"185",-63,0.870044931367016,1
"158",-28,0.874845606941362,1
"18",0,0.878297626174079,1
"196",0,0.880510877372346,1
"114",-0.5,0.880839724291856,1
"143",0,0.893886294564104,1
"19",0,0.896657275838423,1
"119",0,0.902166294752218,1
"125",-1,0.909971070479402,1
"162",3,0.914060964332321,1
"211",-1,0.939284568666413,1
"218",0,0.949013157938469,1
"8",0,0.95845798682817,1
"10",-8,0.980360957724127,1
"245",0,1.00305046994167,1
"84",-3,1.00968142001624,1
"141",-28,1.01103216548417,1
"20",0,1.03583322701221,1
"82",0,1.04283553741487,1
"138",0,1.05699433138617,1
"200",-27,1.06026747393255,1
"24",-61,1.07103245544975,1
"205",-61,1.07196306034037,1
"87",0,1.07230899862654,1
"72",0,1.08725280375548,1
"216",-27,1.09967694316389,1
"126",-34,1.10098517949189,1
"159",-8,1.14823739634355,1
"3",0,1.17316012063314,1
"23",0,1.1769828378202,1
"182",0,1.19412111500538,1
"256",0,1.22303591944449,1
"17",0,1.2490751369698,1
"13",0,1.25795588617164,1
"91",-2,1.34086019193802,1
